NUVA,NUVA label,IsAbstract,CIP,CIP label,Best,Blur,Equiv
VAC0049,HAVRIX 1440 U/1mL,False,CIP-3400930128367,HAVRIX 1440 U/1mL,True,1,6
VAC0049,HAVRIX 1440 U/1mL,False,CIP-3400930128374,HAVRIX 1440 U/1mL,True,1,6
VAC0049,HAVRIX 1440 U/1mL,False,CIP-3400933775094,HAVRIX 1440 U/1mL,True,1,6
VAC0049,HAVRIX 1440 U/1mL,False,CIP-3400933775155,HAVRIX 1440 U/1mL,True,1,6
VAC0049,HAVRIX 1440 U/1mL,False,CIP-3400933775216,HAVRIX 1440 U/1mL,True,1,6
VAC0049,HAVRIX 1440 U/1mL,False,CIP-3400933779467,HAVRIX 1440 U/1mL,True,1,6
VAC0050,"HAVRIX 720 U/0,5 mL",False,CIP-3400930128985,"HAVRIX 720 U/0,5 mL",True,1,7
VAC0050,"HAVRIX 720 U/0,5 mL",False,CIP-3400930128992,"HAVRIX 720 U/0,5 mL",True,1,7
VAC0050,"HAVRIX 720 U/0,5 mL",False,CIP-3400933558505,"HAVRIX 720 U/0,5 mL",True,1,7
VAC0050,"HAVRIX 720 U/0,5 mL",False,CIP-3400934760396,"HAVRIX 720 U/0,5 mL",True,1,7
VAC0050,"HAVRIX 720 U/0,5 mL",False,CIP-3400934760457,"HAVRIX 720 U/0,5 mL",True,1,7
VAC0050,"HAVRIX 720 U/0,5 mL",False,CIP-3400934760518,"HAVRIX 720 U/0,5 mL",True,1,7
VAC0050,"HAVRIX 720 U/0,5 mL",False,CIP-3400955774259,"HAVRIX 720 U/0,5 mL",True,1,7
VAC0051,INFANRIXTETRA,False,CIP-3400934167584,INFANRIXTETRA,True,1,4
VAC0051,INFANRIXTETRA,False,CIP-3400934167645,INFANRIXTETRA,True,1,4
VAC0051,INFANRIXTETRA,False,CIP-3400934167706,INFANRIXTETRA,True,1,4
VAC0051,INFANRIXTETRA,False,CIP-3400935524676,INFANRIXTETRA,True,1,4
VAC0052,VACCIN MENINGOCOCCIQUE A+C,False,CIP-3400931837220,VACCIN MENINGOCOCCIQUE A+C,True,1,6
VAC0052,VACCIN MENINGOCOCCIQUE A+C,False,CIP-3400933465841,VACCIN MENINGOCOCCIQUE A+C,True,1,6
VAC0052,VACCIN MENINGOCOCCIQUE A+C,False,CIP-3400936122291,VACCIN MENINGOCOCCIQUE A+C,True,1,6
VAC0052,VACCIN MENINGOCOCCIQUE A+C,False,CIP-3400936122352,VACCIN MENINGOCOCCIQUE A+C,True,1,6
VAC0052,VACCIN MENINGOCOCCIQUE A+C,False,CIP-3400955150978,VACCIN MENINGOCOCCIQUE A+C,True,1,6
VAC0052,VACCIN MENINGOCOCCIQUE A+C,False,CIP-3400955794240,VACCIN MENINGOCOCCIQUE A+C,True,1,6
VAC0053,PRIORIX,False,CIP-3400935081308,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935081476,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935081537,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935081766,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935136978,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935137050,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935137111,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935137289,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935137340,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935137401,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935137579,PRIORIX,True,1,12
VAC0053,PRIORIX,False,CIP-3400935137630,PRIORIX,True,1,12
VAC0054,VACCIN RABIQUE PASTEUR,False,CIP-3400930152119,VACCIN RABIQUE PASTEUR,True,1,4
VAC0054,VACCIN RABIQUE PASTEUR,False,CIP-3400933048877,VACCIN RABIQUE PASTEUR,True,1,4
VAC0054,VACCIN RABIQUE PASTEUR,False,CIP-3400955604136,VACCIN RABIQUE PASTEUR,True,1,4
VAC0054,VACCIN RABIQUE PASTEUR,False,CIP-3400955604365,VACCIN RABIQUE PASTEUR,True,1,4
VAC0056,VACCIN TETANIQUE PASTEUR,False,CIP-3400932857241,VACCIN TETANIQUE PASTEUR,True,1,5
VAC0056,VACCIN TETANIQUE PASTEUR,False,CIP-3400955212935,VACCIN TETANIQUE PASTEUR,True,1,5
VAC0056,VACCIN TETANIQUE PASTEUR,False,CIP-3400955213017,VACCIN TETANIQUE PASTEUR,True,1,5
VAC0056,VACCIN TETANIQUE PASTEUR,False,CIP-3400955589945,VACCIN TETANIQUE PASTEUR,True,1,5
VAC0056,VACCIN TETANIQUE PASTEUR,False,CIP-3400955590026,VACCIN TETANIQUE PASTEUR,True,1,5
VAC0057,TWINRIX 20 µg,False,CIP-3400934206597,TWINRIX 20 µg,True,1,7
VAC0057,TWINRIX 20 µg,False,CIP-3400934206658,TWINRIX 20 µg,True,1,7
VAC0057,TWINRIX 20 µg,False,CIP-3400934206719,TWINRIX 20 µg,True,1,7
VAC0057,TWINRIX 20 µg,False,CIP-3400934206887,TWINRIX 20 µg,True,1,7
VAC0057,TWINRIX 20 µg,False,CIP-3400934206948,TWINRIX 20 µg,True,1,7
VAC0057,TWINRIX 20 µg,False,CIP-3400934207020,TWINRIX 20 µg,True,1,7
VAC0057,TWINRIX 20 µg,False,CIP-3400935676931,TWINRIX 20 µg,True,1,7
VAC0058,TWINRIX 10 µg,False,CIP-3400934310546,TWINRIX 10 µg,True,1,6
VAC0058,TWINRIX 10 µg,False,CIP-3400934310607,TWINRIX 10 µg,True,1,6
VAC0058,TWINRIX 10 µg,False,CIP-3400934310775,TWINRIX 10 µg,True,1,6
VAC0058,TWINRIX 10 µg,False,CIP-3400934310836,TWINRIX 10 µg,True,1,6
VAC0058,TWINRIX 10 µg,False,CIP-3400934311086,TWINRIX 10 µg,True,1,6
VAC0058,TWINRIX 10 µg,False,CIP-3400935676870,TWINRIX 10 µg,True,1,6
VAC0059,TYPHERIX,False,CIP-3400935080356,TYPHERIX,True,1,4
VAC0059,TYPHERIX,False,CIP-3400935080417,TYPHERIX,True,1,4
VAC0059,TYPHERIX,False,CIP-3400935080585,TYPHERIX,True,1,4
VAC0059,TYPHERIX,False,CIP-3400935080646,TYPHERIX,True,1,4
VAC0060,VARILRIX,False,CIP-3400930128381,VARILRIX,True,1,2
VAC0060,VARILRIX,False,CIP-3400936277229,VARILRIX,True,1,2
VAC0061,VARIVAX,False,CIP-3400936276628,VARIVAX,True,1,6
VAC0061,VARIVAX,False,CIP-3400936467194,VARIVAX,True,1,6
VAC0061,VARIVAX,False,CIP-3400936467774,VARIVAX,True,1,6
VAC0061,VARIVAX,False,CIP-3400936468207,VARIVAX,True,1,6
VAC0061,VARIVAX,False,CIP-3400936876415,VARIVAX,True,1,6
VAC0061,VARIVAX,False,CIP-3400936876583,VARIVAX,True,1,6
VAC0062,VAXIGRIP,False,CIP-3400930306000,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400930306017,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400930306024,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400930306031,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400930306048,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400930306055,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400932129904,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400932130092,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400932130153,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400934522635,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400935215963,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400935216045,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400935229342,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400935229403,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400935229571,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400935229632,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400936873513,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400936873681,VAXIGRIP,True,1,19
VAC0062,VAXIGRIP,False,CIP-3400959111432,VAXIGRIP,True,1,19
VAC0063,TETRACOQ,False,CIP-3400932779147,TETRACOQ,True,1,4
VAC0063,TETRACOQ,False,CIP-3400933725297,TETRACOQ,True,1,4
VAC0063,TETRACOQ,False,CIP-3400933725358,TETRACOQ,True,1,4
VAC0063,TETRACOQ,False,CIP-3400933725419,TETRACOQ,True,1,4
VAC0064,PENTACOQ,False,CIP-3400933609054,PENTACOQ,True,1,5
VAC0064,PENTACOQ,False,CIP-3400933952006,PENTACOQ,True,1,5
VAC0064,PENTACOQ,False,CIP-3400935166616,PENTACOQ,True,1,5
VAC0064,PENTACOQ,False,CIP-3400955833314,PENTACOQ,True,1,5
VAC0064,PENTACOQ,False,CIP-3400955902362,PENTACOQ,True,1,5
VAC0066,DTCP PASTEUR,False,CIP-3400931904786,DTCP PASTEUR,True,1,5
VAC0066,DTCP PASTEUR,False,CIP-3400955206552,DTCP PASTEUR,True,1,5
VAC0066,DTCP PASTEUR,False,CIP-3400955589075,DTCP PASTEUR,True,1,5
VAC0066,DTCP PASTEUR,False,CIP-3400955589136,DTCP PASTEUR,True,1,5
VAC0066,DTCP PASTEUR,False,CIP-3400955589365,DTCP PASTEUR,True,1,5
VAC0067,HAVRIX 360 U,False,CIP-3400933689308,HAVRIX 360 U,True,1,2
VAC0067,HAVRIX 360 U,False,CIP-3400955824619,HAVRIX 360 U,True,1,2
VAC0068,MONOVAX,False,CIP-3400931500599,MONOVAX,True,1,2
VAC0068,MONOVAX,False,CIP-3400932035311,MONOVAX,True,1,2
VAC0069,MENOMUNE,False,CIP-3400935963871,MENOMUNE,True,1,3
VAC0069,MENOMUNE,False,CIP-3400958916762,MENOMUNE,True,1,3
VAC0069,MENOMUNE,False,CIP-3400958916991,MENOMUNE,True,1,3
VAC0070,DT BIS,False,CIP-3400930664421,DT BIS,True,1,1
VAC0071,D.T. BIS - RUDIVAX,False,CIP-3400931698401,D.T. BIS - RUDIVAX,True,1,1
VAC0072,JE-VAX,False,,,,,
VAC0073,IXIARO,False,CIP-3400939395807,IXIARO,True,1,2
VAC0073,IXIARO,False,CIP-3400939395975,IXIARO,True,1,2
VAC0074,D.T. COQ MERIEUX,False,CIP-3400930664599,D.T. COQ MERIEUX,True,1,4
VAC0074,D.T. COQ MERIEUX,False,CIP-3400932858712,D.T. COQ MERIEUX,True,1,4
VAC0074,D.T. COQ MERIEUX,False,CIP-3400932858880,D.T. COQ MERIEUX,True,1,4
VAC0074,D.T. COQ MERIEUX,False,CIP-3400955371991,D.T. COQ MERIEUX,True,1,4
VAC0076,DTVax,False,CIP-3400931867494,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400932688616,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400932688784,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400932688845,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400932688906,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400932689095,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400932689156,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400932689217,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400935230751,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400935230812,DTVax,True,1,11
VAC0076,DTVax,False,CIP-3400935230980,DTVax,True,1,11
VAC0077,IMOVAX OREILLONS,False,CIP-3400932645671,IMOVAX OREILLONS,True,1,3
VAC0077,IMOVAX OREILLONS,False,CIP-3400932645732,IMOVAX OREILLONS,True,1,3
VAC0077,IMOVAX OREILLONS,False,CIP-3400932645961,IMOVAX OREILLONS,True,1,3
VAC0078,RUDI-ROUVAX,False,CIP-3400932498697,RUDI-ROUVAX,True,1,4
VAC0078,RUDI-ROUVAX,False,CIP-3400932498758,RUDI-ROUVAX,True,1,4
VAC0078,RUDI-ROUVAX,False,CIP-3400932498819,RUDI-ROUVAX,True,1,4
VAC0078,RUDI-ROUVAX,False,CIP-3400932498987,RUDI-ROUVAX,True,1,4
VAC0079,ENCEPUR,False,CIP-3400930198391,ENCEPUR,True,1,6
VAC0079,ENCEPUR,False,CIP-3400930198407,ENCEPUR,True,1,6
VAC0079,ENCEPUR,False,CIP-3400930198414,ENCEPUR,True,1,6
VAC0079,ENCEPUR,False,CIP-3400936774537,ENCEPUR,True,1,6
VAC0079,ENCEPUR,False,CIP-3400936775718,ENCEPUR,True,1,6
VAC0079,ENCEPUR,False,CIP-3400936775886,ENCEPUR,True,1,6
VAC0080,BCG PASTEUR,False,CIP-3400931500131,BCG PASTEUR,True,1,5
VAC0080,BCG PASTEUR,False,CIP-3400932847884,BCG PASTEUR,True,1,5
VAC0080,BCG PASTEUR,False,CIP-3400955220459,BCG PASTEUR,True,1,5
VAC0080,BCG PASTEUR,False,CIP-3400955525431,BCG PASTEUR,True,1,5
VAC0080,BCG PASTEUR,False,CIP-3400955525660,BCG PASTEUR,True,1,5
VAC0082,MENBVAC,False,,,,,
VAC0083,SYNFLORIX,False,CIP-3400930074701,SYNFLORIX,True,1,3
VAC0083,SYNFLORIX,False,CIP-3400930074718,SYNFLORIX,True,1,3
VAC0083,SYNFLORIX,False,CIP-3400930074725,SYNFLORIX,True,1,3
VAC0084,"H5N1 pre-pandemic influenza vaccine, unspecified",True,,,,,
VAC0085,T POLIO MERIEUX,False,CIP-3400931352556,T POLIO MERIEUX,True,1,2
VAC0085,T POLIO MERIEUX,False,CIP-3400955372653,T POLIO MERIEUX,True,1,2
VAC0086,TETAVAX,False,CIP-3400931046745,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400931572688,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400931572800,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400931686453,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400932076062,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400932076123,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400932076291,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400932076352,TETAVAX,True,1,9
VAC0086,TETAVAX,False,CIP-3400932076413,TETAVAX,True,1,9
VAC0087,VAXICOQ,False,CIP-3400931116745,VAXICOQ,True,1,1
VAC0088,"DTIPV vaccine, unspecified",True,,,,,
VAC0090,VACCIN BRUCELLIQUE P.I. à usage humain,False,CIP-3400932481958,VACCIN BRUCELLIQUE P.I. à usage humain,True,1,1
VAC0091,VACCIN CCB PASTEUR,False,CIP-3400930798584,VACCIN CCB PASTEUR,True,1,1
VAC0092,VACCIN CHOLERIQUE PASTEUR,False,CIP-3400931901716,VACCIN CHOLERIQUE PASTEUR,True,1,2
VAC0092,VACCIN CHOLERIQUE PASTEUR,False,CIP-3400932176397,VACCIN CHOLERIQUE PASTEUR,True,1,2
VAC0093,VACCIN DT TAB PASTEUR,False,CIP-3400932381852,VACCIN DT TAB PASTEUR,True,1,2
VAC0093,VACCIN DT TAB PASTEUR,False,CIP-3400955275169,VACCIN DT TAB PASTEUR,True,1,2
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,CIP-3400931506683,VACCIN SABIN POLIOVAC MERIEUX,True,1,4
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,CIP-3400932700363,VACCIN SABIN POLIOVAC MERIEUX,True,1,4
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,CIP-3400932763177,VACCIN SABIN POLIOVAC MERIEUX,True,1,4
VAC0094,VACCIN SABIN POLIOVAC MERIEUX,False,CIP-3400955372714,VACCIN SABIN POLIOVAC MERIEUX,True,1,4
VAC0095,VACCIN TAB PASTEUR,False,CIP-3400932421985,VACCIN TAB PASTEUR,True,1,2
VAC0095,VACCIN TAB PASTEUR,False,CIP-3400955276579,VACCIN TAB PASTEUR,True,1,2
VAC0096,VACCIN GRIPPAL RONCHESE (VGR),False,,,,,
VAC0097,VACCIN LEPTOSPIRES ICTEROHEMORRAGIAE PASTEUR,False,CIP-3400932272181,VACCIN LEPTOSPIRES ICTEROHEMORRAGIAE PASTEUR,True,1,1
VAC0098,HEXAVAC,False,CIP-3400935495778,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400936077607,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400936919969,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400936920040,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400936920101,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400936920279,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400956210893,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400956210954,HEXAVAC,True,1,9
VAC0098,HEXAVAC,False,CIP-3400956211036,HEXAVAC,True,1,9
VAC0099,MENINVACT,False,CIP-3400935778819,MENINVACT,True,1,3
VAC0099,MENINVACT,False,CIP-3400935947734,MENINVACT,True,1,3
VAC0099,MENINVACT,False,CIP-3400935947963,MENINVACT,True,1,3
VAC0101,"Hepatitis B vaccine, recombinant, unspecified",True,,,,,
VAC0102,"Inactivated hepatitis A vaccine, unspecified",True,,,,,
VAC0103,MENACTRA,False,CIP-3400959070937,MENACTRA,True,1,1
VAC0104,HUMENZA,False,,,,,
VAC0105,PANENZA,False,CIP-3400939925745,PANENZA,True,1,3
VAC0105,PANENZA,False,CIP-3400939925806,PANENZA,True,1,3
VAC0105,PANENZA,False,CIP-3400939925974,PANENZA,True,1,3
VAC0106,Q-Pan H1N1,False,,,,,
VAC0107,CELVAPAN,False,CIP-3400939468648,CELVAPAN,True,1,1
VAC0108,PANDEMRIX,False,CIP-3400938654851,PANDEMRIX,True,1,1
VAC0109,FOCETRIA (unidose),False,CIP-3400939886091,FOCETRIA (unidose),True,1,2
VAC0109,FOCETRIA (unidose),False,CIP-3400939886152,FOCETRIA (unidose),True,1,2
VAC0110,"Influenza vaccine, unspecified",True,,,,,
VAC0111,"Yellow fever vaccine, unspecified",True,,,,,
VAC0112,"Typhoid vaccine, unspecified",True,,,,,
VAC0113,"Rubella vaccine, live attenuated, unspecified",True,,,,,
VAC0114,"Live attenuated measles vaccine, unspecified",True,,,,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400922459585,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400922459646,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400922459707,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935677013,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935677181,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935677242,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935677471,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935677532,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935677761,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935677990,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,CIP-3400935678072,AVAXIM 80 U PEDIATRIQUE,True,1,11
VAC0116,R.O.R SANOFI PASTEUR,False,CIP-3400932777655,R.O.R SANOFI PASTEUR,True,1,5
VAC0116,R.O.R SANOFI PASTEUR,False,CIP-3400932777716,R.O.R SANOFI PASTEUR,True,1,5
VAC0116,R.O.R SANOFI PASTEUR,False,CIP-3400932777884,R.O.R SANOFI PASTEUR,True,1,5
VAC0116,R.O.R SANOFI PASTEUR,False,CIP-3400937084840,R.O.R SANOFI PASTEUR,True,1,5
VAC0116,R.O.R SANOFI PASTEUR,False,CIP-3400939211206,R.O.R SANOFI PASTEUR,True,1,5
VAC0120,VACCIN VARICELLE MERIEUX,False,CIP-3400955785316,VACCIN VARICELLE MERIEUX,True,1,1
VAC0121,PRIORIX-TETRA,False,CIP-3400938263671,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938263732,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938263961,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938264043,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938264104,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938264272,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938264333,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938264562,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938264623,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938310320,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938310498,PRIORIX-TETRA,True,1,12
VAC0121,PRIORIX-TETRA,False,CIP-3400938310559,PRIORIX-TETRA,True,1,12
VAC0123,PREVENAR 13,False,CIP-3400939901091,PREVENAR 13,True,1,4
VAC0123,PREVENAR 13,False,CIP-3400939901152,PREVENAR 13,True,1,4
VAC0123,PREVENAR 13,False,CIP-3400939901213,PREVENAR 13,True,1,4
VAC0123,PREVENAR 13,False,CIP-3400939901381,PREVENAR 13,True,1,4
VAC0124,FOCETRIA (multidose),False,CIP-3400939886213,FOCETRIA (multidose),True,1,1
VAC0125,AREPANRIX,False,,,,,
VAC0126,HEVAC B,False,CIP-3400932444878,HEVAC B,True,1,1
VAC0127,HB VAX DNA 5 µg,False,CIP-3400933692209,HB VAX DNA 5 µg,True,1,3
VAC0127,HB VAX DNA 5 µg,False,CIP-3400933931933,HB VAX DNA 5 µg,True,1,3
VAC0127,HB VAX DNA 5 µg,False,CIP-3400955901242,HB VAX DNA 5 µg,True,1,3
VAC0128,HB VAX DNA 10 µg,False,CIP-3400933692377,HB VAX DNA 10 µg,True,1,3
VAC0128,HB VAX DNA 10 µg,False,CIP-3400933932015,HB VAX DNA 10 µg,True,1,3
VAC0128,HB VAX DNA 10 µg,False,CIP-3400955901303,HB VAX DNA 10 µg,True,1,3
VAC0129,HB VAX DNA 40 µg,False,CIP-3400933692438,HB VAX DNA 40 µg,True,1,1
VAC0130,"MMR vaccine, live attenuated, unspecified",True,,,,,
VAC0131,"Rabies vaccine, unspecified",True,,,,,
VAC0132,"Tetanus vaccine, unspecified",True,,,,,
VAC0133,"Smallpox vaccine, unspecified",True,,,,,
VAC0134,"BCG vaccine, unspecified",True,,,,,
VAC0135,"Polio vaccine, unspecified",True,,,,,
VAC0136,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,,,,,
VAC0137,"DT vaccine, unspecified",True,,,,,
VAC0138,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,,,,,
VAC0139,PENT-HIBEST,False,CIP-3400933623531,PENT-HIBEST,True,1,4
VAC0139,PENT-HIBEST,False,CIP-3400933952174,PENT-HIBEST,True,1,4
VAC0139,PENT-HIBEST,False,CIP-3400955809999,PENT-HIBEST,True,1,4
VAC0139,PENT-HIBEST,False,CIP-3400955902423,PENT-HIBEST,True,1,4
VAC0140,INTANZA,False,CIP-3400939522210,INTANZA,True,1,3
VAC0140,INTANZA,False,CIP-3400957541231,INTANZA,True,1,3
VAC0140,INTANZA,False,CIP-3400957541460,INTANZA,True,1,3
VAC0141,MENVEO,False,CIP-3400921702903,MENVEO,True,1,3
VAC0141,MENVEO,False,CIP-3400936037915,MENVEO,True,1,3
VAC0141,MENVEO,False,CIP-3400941701535,MENVEO,True,1,3
VAC0143,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,,,,,
VAC0144,"Cholera vaccine, unspecified",True,,,,,
VAC0145,"Tick-borne encephalitis vaccine, unspecified",True,,,,,
VAC0146,"Live attenuated Japanese Encephalitis vaccine 14-14-2 strain, unspecified",True,,,,,
VAC0147,"Influenza A(H1N1)2009 vaccine, unspecified",True,,,,,
VAC0148,"Leptospirosis vaccine, unspecified",True,,,,,
VAC0149,"Meningococcal B:14:P1.7,16 vaccine, unspecified",True,,,,,
VAC0150,"Meningococcal conjugate vaccine C, unspecified",True,,,,,
VAC0151,"Meningococcal A + C vaccine, unspecified",True,,,,,
VAC0152,"Unconjugated meningococcal vaccine ACWY, unspecified",True,,,,,
VAC0153,"Mumps vaccine, unspecified",True,,,,,
VAC0154,"Malaria vaccine, unspecified",True,,,,,
VAC0155,"Dengue vaccine, unspecified",True,,,,,
VAC0156,HPV Vaccine,True,,,,,
VAC0157,"Pneumococcal vaccine, unspecified",True,,,,,
VAC0158,"Rotavirus vaccine, unspecified",True,,,,,
VAC0159,"Chickenpox vaccine, unspecified",True,,,,,
VAC0160,"Live attenuated shingles vaccine, unspecified",True,,,,,
VAC0161,ZOSTAVAX,False,CIP-3400937592574,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400937592635,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400937592864,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400937592925,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400937593007,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956961535,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956961764,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956961825,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956961993,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956962075,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956962136,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956962365,ZOSTAVAX,True,1,13
VAC0161,ZOSTAVAX,False,CIP-3400956962426,ZOSTAVAX,True,1,13
VAC0162,"Brucellosis vaccine, unspecified",True,,,,,
VAC0163,"Whole-cell inactivated pertussis vaccine, unspecified",True,,,,,
VAC0164,INTANZA 9 µg,False,CIP-3400939522159,INTANZA 9 µg,True,1,3
VAC0164,INTANZA 9 µg,False,CIP-3400957541002,INTANZA 9 µg,True,1,3
VAC0164,INTANZA 9 µg,False,CIP-3400957541170,INTANZA 9 µg,True,1,3
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400934293535,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400934293764,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400934293825,"VAQTA 25 U/0,5 mL",True,1,10
VAC0165,"VAQTA 25 U/0,5 mL",False,CIP-3400934293993,"VAQTA 25 U/0,5 mL",True,1,10
