NUVA,label,comment,shorthand,parent
VAL213,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 8",,PPSV-08,VAL185
VAL214,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 9N",,PPSV-09N,VAL185
VAL215,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 9V",,PPSV-09V,VAL185
VAL216,"Μη συζευγμένο εμβόλιο πολυσακχαριδικού πνευμονιόκοκκου, ορότυπος 10Α",,PPSV-10A,VAL185
VAL217,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη του πνευμονιόκοκκου, ορότυπος 11Α",,PPSV-11A,VAL185
VAL218,"Μη συζευγμένο εμβόλιο πολυσακχαριτών του πνευμονιόκοκκου, ορότυπος 12F",,PPSV-12F,VAL185
VAL219,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 14",,PPSV-14,VAL185
VAL220,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη του πνευμονιόκοκκου, ορότυπος 15Β",,PPSV-15B,VAL185
VAL221,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη του πνευμονιόκοκκου, ορότυπος 15F",,PPSV-15F,VAL185
VAL222,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 17F",,PPSV-17F,VAL185
VAL223,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 18C",,PPSV-18C,VAL185
VAL224,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη του πνευμονιόκοκκου, ορότυπος 19A",,PPSV-19A,VAL185
VAL225,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 19F",,PPSV-19F,VAL185
VAL226,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη του πνευμονιόκοκκου, ορότυπος 20",,PPSV-20,VAL185
VAL227,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη του πνευμονιόκοκκου, ορότυπος 22F",,PPSV-22F,VAL185
VAL228,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη πνευμονιόκοκκου, ορότυπος 23F",,PPSV-23F,VAL185
VAL229,"Πνευμονιοκοκκικό πολυσακχαριδικό μη συζευγμένο εμβόλιο, ορότυπος 33F",,PPSV-33F,VAL185
VAL230,"Τετρασθενής αδρανοποιημένη βαλεντία της γρίπης, κλασματοποιημένη ή υπομονάδα, χωρίς διευκρίνιση",,INF-SU4,VAL058
VAL231,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc3,VAL024
VAL232,"Μη συζευγμένο εμβόλιο πολυσακχαρίτη του πνευμονιόκοκκου, ορότυπος 6Α",,PPSV-06A,VAL185
VAL233,"Πολυσακχαριδικό εμβόλιο πνευμονιόκοκκου μη συζευγμένο, ορότυπος 25",,PPSV-25,VAL185
VAL234,"Εμβόλιο μηνιγγιτιδοκόκκου, απροσδιόριστο",,Men,Valence
VAL235,"Μηνιγγιτιδοκοκκικό συζευγμένο πολυσακχαριδικό εμβόλιο, πολυδύναμο",,MCV-poly,VAL234
VAL236,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, μονοδύναμο",,HPV-mono,VAL082
VAL237,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, πολυδύναμο",,HPV-poly,VAL082
VAL238,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 6",,HPV-06,VAL236
VAL239,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 11",,HVP-11,VAL236
VAL240,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 16",,HVP-16,VAL236
VAL241,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 18",,HVP-18,VAL236
VAL242,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 31",,HVP-31,VAL236
VAL243,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 33",,HPV-33,VAL236
VAL244,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 58",,HVP-58,VAL236
VAL245,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 52",,HVP-52,VAL236
VAL246,"Εμβόλιο VLP του ιού των ανθρώπινων θηλωμάτων, τύπου 45",,HVP-45,VAL236
VAL247,"Japanese encephalitis valence, live attenuated chimeric virus",,JE-LAR,VAL248
VAL248,"Japanese encephalitis valence, live attenuated virus, unspecified",,JE-LAV,VAL249
VAL249,"Βαλεντία κατά της Ιαπωνικής εγκεφαλίτιδας, χωρίς διευκρίνιση",,JE,Valence
VAL250,"Βαλεντία κατά της Ιαπωνικής εγκεφαλίτιδας, ολόκληρη αδρανοποιημένη, παρασκευασμένη σε εγκεφαλικό ιστό ποντικιού",,JE-I-mb,VAL089
VAL251,"αλεντία ιαπωνικής εγκεφαλίτιδας, αδρανοποιημένη, προερχόμενη από κύτταρα Vero",,JE-I-Vero,VAL089
VAL252,"Ανοσοσφαιρίνη λύσσας, ανθρώπινης προέλευσης",,RIG-hu,VAL016
VAL253,"Ανοσοσφαιρίνη λύσσας, ιπποειδούς προέλευσης",,eRIG,VAL016
VAL254,"Αδρανοποιημένο εμβόλιο κατά της λύσσας, τύπου Semple, παρασκευασμένο από εγκεφαλικό ιστό αίγας ή προβάτου μολυσμένο με τον ιό της λύσσας, περιέχει μυελίνη",,Rab-I-Semple,VAL256
VAL255,"Ολόκληρο αδρανοποιημένο εμβόλιο κατά της λύσσας, τύπου Fuenzalida, παρασκευασμένο από εγκεφαλικό ιστό θηλαστικού ποντικού μολυσμένου με τον ιό της λύσσας, με μειωμένη περιεκτικότητα σε μυελίνη",,Rab-I-Fuenzalida,VAL256
VAL256,"Αδρανοποιημένο εμβόλιο της λύσσας, παρασκευασμένο από ιστό εγκεφάλου ζώου που έχει μολυνθεί από τον ιό της λύσσας, απροσδιόριστο",,Rab-I-NervousTissue,VAL080
VAL257,"Ολόκληρο εμβόλιο αδρανοποιημένου ιού λύσσας, βασισμένο σε κυτταρική καλλιέργεια, απροσδιόριστο",,Rab-I-CC,VAL080
VAL258,"Αδρανοποιημένο εμβόλιο λύσσας με ολόκληρο ιό, με βάση την κυτταρική καλλιέργεια, εμβόλιο ανθρώπινων διπλοειδών κυττάρων (HDCV) MRC-5, αδρανοποίηση με β-προπιολάκτονη",,Rab-I-HDCV,VAL257
VAL259,"Αδρανοποιημένο εμβόλιο της λύσσας με ολόκληρο τον ιό, εμβόλιο από καθαρισμένα κύτταρα εμβρύου νεοσσού (PCECV), το οποίο λαμβάνεται με την καλλιέργεια του σταθερού στελέχους του ιού της λύσσας Flury LEP-25 σε πρωτογενείς καλλιέργειες ινοβλαστών νεοσσού, ο ιός αδρανοποιείται με β-προπιολάκτον.",,Rab-I-PCEC,VAL257
VAL260,"Αδρανοποιημένο εμβόλιο για τη λύσσα, με βάση την κυτταροκαλλιέργεια, καθαρισμένο εμβόλιο κατά της λύσσας από κύτταρα Vero (PVRV), στέλεχος Wistar, αδρανοποίηση με ß-προπιολάκτονη",,Rab-I-PVRV,VAL257
VAL261,"Αδρανοποιημένο εμβόλιο της λύσσας, με βάση την κυτταροκαλλιέργεια, εμβόλιο πρωτογενών νεφρικών κυττάρων χάμστερ (PHKCV), στέλεχος Beijing, αδρανοποίηση με φορμόλη",,Rab-I-PHKCV,VAL257
VAL262,"Ολόκληρο ιόν αδρανοποιημένο εμβόλιο λύσσας, εμβόλιο με βάση τα εμβρυοποιημένα αυγά (EEV), απροσδιόριστο",,Rab-I-EEV,VAL080
VAL263,"Αδρανοποιημένο εμβόλιο λύσσας με ολόκληρο τον ιό, καθαρισμένο εμβόλιο εμβρύου πάπιας (PDEV), αδρανοποίηση με ß-προπιολάκτονη",,Rab-I-PDEV,VAL262
VAL264,"Εμβόλιο COVID-19, ολόκληρο ιό αδρανοποιημένο",,COVID-IV-Auth,VAL076
VAL265,"Εμβόλιο COVID-19, ολόκληρο ιό αδρανοποιημένο, σε κλινικές δοκιμές",,COVID-IV-CT,VAL076
VAL266,"Εμβόλιο μηνιγγιτιδοκόκκου C, συζευγμένο τοξοειδές τετάνου",,MCV-C-T,VAL057
VAL267,"Εμβόλιο μηνιγγιτιδοκόκκου C, πολυσακχαρίτης συζευγμένος με τοξοειδές διφθερίτιδας",,MCV-C-D,VAL057
VAL268,"Εμβόλιο μηνιγγιτιδοκόκκου C, πολυσακχαρίτης συζευγμένος με CRM197",,MCV-C-CRM,VAL057
VAL269,"Εμβόλιο μηνιγγιτιδοκόκκου Α, πολυσακχαρίτης συζευγμένος με CRM197",,MCV-A-CRM,VAL041
VAL270,"Εμβόλιο μηνιγγιτιδοκόκκου Α, πολυσακχαρίτης συζευγμένος με τοξοειδές διφθερίτιδας",,MCV-A-D,VAL041
VAL271,"Εμβόλιο μηνιγγιτιδοκόκκου Α, πολυσακχαρίτης συζευγμένος με τοξικοειδές τετάνου",,MCV-A-T,VAL041
VAL272,"Εμβόλιο μηνιγγιτιδοκόκκου W, συζευγμένο τοξοειδές τετάνου",,MCV-W-T,VAL136
VAL273,"Εμβόλιο μηνιγγιτιδοκόκκου W, πολυσακχαρίτης συζευγμένος με τοξοειδές διφθερίτιδας",,MCV-W-D,VAL136
VAL274,"Εμβόλιο μηνιγγιτιδοκόκκου W, πολυσακχαρίτης συζευγμένος με CRM197",,MCV-W-CRM,VAL136
VAL275,"Μηνιγγιτιδοκοκκικό εμβόλιο Y, πολυσακχαρίτης συζευγμένος με CRM197",,MCV-Y-CRM,VAL078
VAL276,"Εμβόλιο μηνιγγιτιδοκόκκου Y, συζευγμένο τοξοειδές τετάνου",,MCV-Y-T,VAL078
VAL277,"Εμβόλιο μηνιγγιτιδοκόκκου Y, πολυσακχαρίτης συζευγμένος με τοξοειδές διφθερίτιδας",,MCV-Y-D,VAL078
VAL278,"Adenovirus valence, live attenuated, oral route, unspecified",,Adeno-LAV,Valence
VAL279,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route, pediatric dose",,INF-SUped4,VAL064
VAL280,Τοξικοειδές της αλλαντοτοξίνης,,BT,VAL419
VAL281,"Adenovirus type 7 valence, live attenuated, oral route",,Adeno-7,VAL278
VAL282,"Adenovirus type 4 valence, live attenuated, oral route",,Adeno-4,VAL278
VAL283,"Ολόκληρη αδρανοποιημένη βαλεντία της ηπατίτιδας Α, παιδιατρική δόση, χωρίς διευκρίνιση",,HepA-PED,VAL125
VAL284,"Ολόκληρη αδρανοποιημένη βαλεντία της ηπατίτιδας Α, δόση για ενήλικες, χωρίς διευκρίνιση",,HepA-ADU,VAL125
VAL285,"Τρισθενής αδρανοποιημένη βαλεντία της γρίπης που προέρχεται από κυτταροκαλλιέργεια, κλασματοποιημένη ή υπομονάδα, κανονική δόση",,INF-CC3,VAL360
VAL286,"Hepatitis A valence, live attenuated, unspecified",,HepA-LAV,VAL288
VAL287,Tετρασθενής ανασυνδυασμένη βαλεντία της γρίπης,,INF-R4,VAL361
VAL288,"Βαλεντία της ηπατίτιδας Α, χωρίς διευκρίνιση",,HepA,Valence
VAL289,"Εμβόλιο COVID-19, mRNA που κωδικοποιεί την πρωτεΐνη αιχμής SARS-CoV-2, 10 μικρογραμμάρια",, COVID-mRNA-S-ORI-10,VAL303
VAL290,"Εμβόλιο COVID-19, mRNA που κωδικοποιεί την πρωτεΐνη αιχμής SARS-CoV-2, 30 μικρογραμμάρια",,COVID-mRNA-S-ORI-30,VAL303
VAL291,"Ανασυνδυασμένη βαλεντία της ηπατίτιδας Β, τρία αντιγόνα (HbS, προ-S1 και προ-S2)",,HepB-r-3Ag,VAL068
VAL292,"Εμβόλιο COVID-19, μη αναπαραγόμενος φορέας αδενοϊού 26 που κωδικοποιεί την πρωτεΐνη αιχμής SARS-CoV-2, σε κλινικές δοκιμές",,Covid-VVnr-S-Ad26-CT,VAL070
VAL293,Ανοσοσφαιρίνη άνθρακα,,Anthrax-Ig,Valence
VAL294,"Ζωντανός ιός της εμβολίας, εμβόλιο πρώτης γενιάς",,Pox-1G,VAL022
VAL295,"Smallpox valence, second-generation, live attenuated",,Pox-2G,VAL022
VAL296,"Τροποποιημένο εμβόλιο Ankara, μη αναπαραγόμενο, τρίτης γενιάς",,Pox-3G-MVA,VAL028
VAL297,"Εμβόλιο μηνιγγιτιδοκόκκου Α, απροσδιόριστο",,MenA,VAL234
VAL298,"Εμβόλιο μηνιγγιτιδοκόκκου C, απροσδιόριστο",,MenC,VAL234
VAL299,"Εμβόλιο κατά του μηνιγγιτιδόκοκκου Y, απροσδιόριστο",,MenY,VAL234
VAL300,"Εμβόλιο μηνιγγιτιδοκόκκου W, απροσδιόριστο",,MenW,VAL234
VAL301,Ανασυνδυασμένο τρισθενές εμβόλιο γρίπης,,INF-R3,VAL361
VAL302,"Εμβόλιο COVID-19, mRNA που κωδικοποιεί την πρωτεΐνη αιχμής SARS-CoV-2, 50 μικρογραμμάρια",,COVID-mRNA-S-ORI-50,VAL303
VAL303,"Εμβόλιο anti-covid 19 mRNA που κωδικοποιεί την πρωτεΐνη spike του SARS-CoV-2, του αρχικού ιού",,COVID-mRNA-S-ORI,VAL043
VAL304,"Εμβόλιο SARS-CoV-2 spike protein mRNA 19, αρχικός ιός, 15 μικρογραμμάρια",,Covid-ARNm-S-ORI-15,VAL303
VAL305,"Εμβόλιο SARS-CoV-2 peak protein mRNA 19, παραλλαγή Omicron BA.1, 15 μικρογραμμάρια",,COVID-mRNA-S-OMI-BA.1-15,VAL393
VAL306,"Εμβόλιο SARS-CoV-2 peak protein mRNA 19, αρχικός ιός, 3 μικρογραμμάρια",,COVID-mRNA-S-ORI-3,VAL303
VAL307,"Εμβόλιο SARS-CoV-2 peak protein mRNA 19, παραλλαγή Omicron BA.4/BA.5, 15 μικρογραμμάρια",,COVID-mRNA-S-OMI-BA.4/5-15,VAL394
VAL308,"Εμβόλιο SARS-CoV-2 spike protein mRNA 19, παραλλαγή Omicron BA.4/BA.5, 25 μικρογραμμάρια",,COVID-mRNA-S-OMI-BA.4/5-25,VAL394
VAL309,"Εμβόλιο SARS-CoV-2 peak protein mRNA 19, παραλλαγή Omicron BA.4/BA.5, 5 μικρογραμμάρια",,Covid-ARNm-S-OMI-BA.4/5-5,VAL394
VAL310,"Εμβόλιο COVID-19, mRNA που κωδικοποιεί την πρωτεΐνη ακίδας SARS-CoV-2, αρχικός ιός, 5 μικρογραμμάρια",,Covid-mRNA-S-ORI-5,VAL303
VAL311,"Malaria valence, R21/Matrix-M pre-erythrocytic",,R21/Matrix-M,VAL025
VAL312,"Tick-borne encephalitis valence, inactivated, whole-virus, K23 strain",,TBE-K23,VAL031
VAL313,"Tick-borne encephalitis valence, inactivated, whole-virus, Neudörfl strain, dose not specified",,TBE-Neudorfl,VAL031
VAL314,"Tick-borne encephalitis valence, inactivated, whole-virus, Neudörfl strain, adult dose",,TBE-Neudorfl-ADU,VAL313
VAL315,"Tick-borne encephalitis valence, inactivated, whole-virus, Neudörfl strain, paediatric dose",,TBE-Neudorfl-PED,VAL313
VAL316,"RSV valence, protein subunit, recombinant, RSVPreF3 antigen derived from F protein",,RSV-PreF3,VAL318
VAL317,"Αντισώματα RSV, απροσδιόριστα",,RSV-Ab,VAL338
VAL318,"Εμβόλιο RSV, απροσδιόριστο",,RSV-V,VAL338
VAL319,"COVID-19 valence, non-replicating adenoviral vector encoding the SARS-CoV-2 spike protein, inhalation vaccine, unspecified",,COVID-VVnr-S-INH,VAL397
VAL320,"RSV valence, monoclonal antibody, unspecified",,RSV-mAb,VAL317
VAL321,"RSV valence, monoclonal antibody, nirsevimab",,VRS-mAb-nir,VAL320
VAL322,"RSV valence, protein subunit, recombinant, glycoprotein F subtypes A and B",,RSV-PreFAB,VAL318
VAL323,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,COVID-mRNA-S-OMI-XBB.1.5-30,VAL396
VAL324,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,COVID-mRNA-S-OMI-XBB.1.5-10,VAL396
VAL325,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,COVID-mRNA-S-OMI-XBB.1.5-3,VAL396
VAL326,"COVID-19 valence, Omicron BA.4/BA.5 variant, SARS-CoV-2 spike protein mRNA 19, 1.5 micrograms",,COVID-mRNA-S-OMI-BA.4/5-1.5,VAL394
VAL327,"COVID-19 valence, original virus, SARS-CoV-2 peak protein-encoding mRNA, 1.5 micrograms",,COVID-mRNA-S-ORI-1.5,VAL303
VAL328,"COVID-19 valence, protein subunit, recombinant spike protein nanoparticles, Omicron XBB.1.5 subvariant",,COVID-PS-rSnp-XBB,VAL107
VAL329,"Εμβόλιο SARS-CoV-2 spike protein mRNA 19, παραλλαγή Omicron XBB.1.5-50 μικρογραμμάρια",,Covid-ARNm-S-OMI-XBB.1.5-50,VAL396
VAL330,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 25 micrograms",,COVID-mRNA-S-OMI-XBB.1.5-25,VAL396
VAL331,CMV immune globulin,,CMV-Ig,Valence
VAL332,"Βαλεντία της ηπατίτιδας C, χωρίς διευκρίνιση",,HepC,Valence
VAL333,"HIV valence, unspecified",,HIV,Valence
VAL334,"Melanoma valence, unspecified",,MEL,Valence
VAL335,"Streptococcus pyogenes valence, unspecified",,SPYO,Valence
VAL336,"Βαλεντία του Πυρετού της Κοιλάδας του Ριφτ, χωρίς διευκρίνιση",,RVF,Valence
VAL337,"Smallpox valence, immunoglobulin",,Ευλογιά-Ig,VAL418
VAL338,"Αντίσωμα ή εμβόλιο RSV, απροσδιόριστο",,RSV,Valence
VAL339,"Borrelia burgdorferi valence, unspecified",,Lyme,Valence
VAL340,"Βαλεντία κατά του άνθρακα, χωρίς διευκρίνιση",,Άνθρακας,Valence
VAL341,"Βαλεντία κατά του Escherichia coli, χωρίς διευκρίνιση",,Eco,VAL345
VAL342,"Klebsiella pneumoniæ valence, unspecified",,Kpn,VAL345
VAL343,"Βαλεντία κατά του Enterococcus faecalis, χωρίς διευκρίνιση",,Efa,VAL345
VAL344,"Proteus vulgaris valence, unspecified",,Pvu,VAL345
VAL345,"Urinary tract infections valence, unspecified",,UTI,Valence
VAL346,Enterovirus A71 valence,,EV71,Valence
VAL347,"Leptospira canicola valence, inactivated, whole-cell",,Lepto-ca,Valence
VAL348,"Leptospira pomona valence, inactivated whole-cell",,Lepto-po,Valence
VAL349,"Influenza valence, trivalent, inactivated, fractionated or subunit, adjuvanted",,INF-SUAnd3,VAL231
VAL350,"Influenza valence, quadrivalent, inactivated, fractionated or subunit, adjuvanted, normal dose",,INF-SUAnd4,VAL127
VAL351,"Influenza valence, trivalent, virosomal, unspecified",,INF-V3,VAL362
VAL352,"Influenza valence, quadrivalent, virosomal, unspecified",,INF-V4,VAL362
VAL353,"Pneumococcal valence, polysaccharide conjugate, serotype 2",,PCV-02,VAL184
VAL354,"Pneumococcal valence, polysaccharide conjugate, serotype 9N",,PCV-9N,VAL184
VAL355,"Pneumococcal valence, polysaccharide conjugate, serotype 17F",,PCV-17F,VAL184
VAL356,"Pneumococcal valence, polysaccharide conjugate, serotype 20",,PCV-20,VAL184
VAL357,"Cholera valence, live attenuated, oral",,CHOL-LA-O,VAL124
VAL358,"Botulism valence, immunoglobulin",,BIG,VAL420
VAL359,"Αδρανοποιημένη ολόκληρη χολερική βαλεντία, χωρίς διευκρίνιση",,CHOL-I,VAL081
VAL360,"Αδρανοποιημένη βαλεντία της γρίπης που προέρχεται από κυτταροκαλλιέργεια, κλασματοποιημένη ή υπομονάδα, κανονική δόση, χωρίς διευκρίνιση",,INF-CC,VAL364
VAL361,"Aνασυνδυασμένη βαλεντία της γρίπης, χωρίς διευκρίνιση",,INF-R,VAL364
VAL362,"Influenza valence, virosomal, unspecified",,INF-V,VAL364
VAL363,"Influenza valence, trivalent, VLP, unspecified",,INF-VLP3,VAL029
VAL364,"Μη ζωντανή βαλεντία της γρίπης, χωρίς διευκρίνιση",,INF-NL,VAL128
VAL365,"Μη ζωντανή βαλεντία της γρίπης που προέρχεται από καλλιέργεια σε αυγά, χωρίς διευκρίνιση",,INF-E,VAL364
VAL366,"Βαλεντία της γρίπης με βάση το RNA, χωρίς διευκρίνιση",,INF-RNA,VAL128
VAL367,"Cholera valence, V. cholerae O1, inactivated, whole-cell, oral",,CHOL-I-O1-O,VAL021
VAL368,"Cholera valence, V. cholerae O139, inactivated, whole-cell, oral",,CHOL-I-O139-O,VAL021
VAL369,"Pneumococcal valence, polysaccharide conjugate, serotype 15A",,PCV-15A,VAL184
VAL370,"Pneumococcal valence, polysaccharide conjugate, serotype 15C",,PCV-15C,VAL184
VAL371,"Pneumococcal valence, polysaccharide conjugate, serotype 16C",,PCV-16F,VAL184
VAL372,"Pneumococcal valence, polysaccharide conjugate, serotype 20A",,PCV-20A,VAL184
VAL373,"Pneumococcal valence, polysaccharide conjugate, serotype 23A",,PCV-23A,VAL184
VAL374,"Pneumococcal valence, polysaccharide conjugate, serotype 23B",,PCV-23B,VAL184
VAL375,"Pneumococcal valence, polysaccharide conjugate, serotype 24F",,PCV-24F,VAL184
VAL376,"Pneumococcal valence, polysaccharide conjugate, serotype 31",,PCV-31,VAL184
VAL377,"Pneumococcal valence, polysaccharide conjugate, serotype 35B",,PCV-35B,VAL184
VAL378,"Hepatitis B valence, recombinant Hepatitis B virus surface antigen (HBsAg), 15 micrograms",,rHBsAg-15,VAL090
VAL379,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,COVID-mRNA-S-OMI-JN.1-30,VAL395
VAL380,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,COVID-mRNA-S-OMI-JN.1-10,VAL395
VAL381,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,COVID-mRNA-S-OMI-JN.1-3,VAL395
VAL382,"COVID-19 valence, protein subunit, recombinant spike protein in nanoparticles, sub-variant Omicron JN.1",,COVID-PS-rSnp-JN.1,VAL107
VAL383,Single-stranded 5' capped mRNA encoding the Respiratory syncytial virus glycoprotein F stabilized in the prefusion conformation,,mRSV,VAL318
VAL384,"Leprosy valence, unspecified",,LEP,Valence
VAL385,Avian influenza A(H5N8) valence,,AH5N8,VAL386
VAL386,"Avian influenza A(H5) valence, unspecified",,AH5,Valence
VAL387,"COVID-19 valence,  Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 25 micrograms",,COVID-mRNA-S-OMI-JN.1-25,VAL395
VAL388,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 50 micrograms",,COVID-mRNA-S-OMI-JN.1-50,VAL395
VAL389,"Valence contre Pseudomonas aeruginosa, 7 ανοσοτύποι",,PAER7,Valence
VAL390,"Chikungunya valence, απροσδιόριστη",,CHIK,Valence
VAL391,Chikungunya VLP valence,,Chik-VLP,VAL390
VAL392,"Avian influenza valence, mRNA",,AH5N1-RNA,VAL051
VAL393,"COVID-19 valence, Omicron BA.1 variant, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-BA.1,VAL149
VAL394,"COVID-19 valence, Omicron variant BA.4/BA.5, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-BA.4/5,VAL149
VAL395,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-JN.1,VAL417
VAL396,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-XBB.1.5,VAL417
VAL397,"COVID-19 valence, non-replicating viral vector encoding the peak protein of SARS-CoV-2, unspecified",,COVID-VVnr-S,VAL163
VAL398,"COVID-19 valence, replicating viral vector, virus encoding the spike protein of SARS-CoV-2",,COVID-VVr-S,VAL162
VAL399,"Typhoid valence, Vi antigen conjugated to tetanus toxoid",,Ty-ViC-T,VAL002
VAL400,"Typhoid valence, Vi antigen conjugated to CRM197 protein",,Ty-ViC-CRM,VAL002
VAL401,"Japanese encephalitis valence, inactivated, whole-virus, derived from Vero cells, 3 micrograms",,EJ-I-Vero-3,VAL251
VAL402,"Japanese encephalitis valence, inactivated, whole-virus, derived from Vero cells, 6 micrograms",,EJ-I-Vero-6,VAL251
VAL403,"Meningococcal X valence, unspecified",,MenX,VAL234
VAL404,"Meningococcal X valence, polysaccharide conjugate",,MCV-X,VAL403
VAL405,"Influenza valence, live attenuated, pandemic influenza H1N1 2009",,INF-pdm09-V,VAL058
VAL406,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-KP.2,VAL395
VAL407,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,COVID-mRNA-S-OMI-KP.2-3,VAL406
VAL408,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,COVID-mRNA-S-OMI-KP.2-10,VAL406
VAL409,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,COVID-mRNA-S-OMI-KP.2-30,VAL406
VAL410,"COVID-19 valence, protein subunit, recombinant N protein",,COVID-PS-rN,VAL053
VAL411,"COVID-19 valence, Omicron variant BA.4/5, mRNA encoding the SARS-CoV-2 spike protein, 50 micrograms",,COVID-mRNA-S-OMI-BA.4/5-50,VAL394
VAL412,"COVID-19 valence, Omicron variant BA.1, mRNA encoding the SARS-CoV-2 spike protein, 50 micrograms",,Covid-ARNm-S-OMI-BA.1-50,VAL393
VAL413,"COVID-19 valence, protein subunit, recombinant spike protein (RBD), Omicron XBB.1.16 subvariant",,Covid-SP-rRBD-XBB.1.16,VAL011
VAL414,"Diphtheria valence, unspecified",,DIPH,Valence
VAL415,"Anthrax valence, acellular, adjuvanted",,BantAdj,VAL111
VAL416,"COVID-19 valence, protein subunit, recombinant spike protein, adjuvanted",,COVID-PS-rS-A,VAL104
VAL417,"COVID-19 valence, Omicron BA.2 variant, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-BA.2,VAL149
VAL418,"Smallpox valence, active or passive immunization products",,POX,Valence
VAL419,"Botulism valence, active or passive immunization products",,BOT,Valence
VAL420,"Botulism valence, passive immunization products",,BOT-passive,VAL419
VAL421,"Argentine hemorrhagic fever valence, Junin virus, unspecified",,Junin,Valence
VAL422,"Plague valence, unspecified",,Yp,Valence
VAL423,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein",,Covid-ARNm-S-OMI-LP.8.1,VAL417
VAL424,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,Covid-ARNm-S-OMI-LP.8.1-30,VAL423
VAL425,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,Covid-ARNm-S-OMI-LP.8.1-10,VAL423
VAL426,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,Covid-ARNm-S-OMI-LP.8.1-3,VAL423
VAL427,"COVID-19 valence, mRNA encoding a fragment of the SARS-CoV-2 spike protein",,Covid-ARNm-S-frag,VAL043
