NUVA,label,comment,shorthand,parent
VAL254,"Inaktywowana w całości szczepionka przeciwko wściekliźnie, typu Semple, przygotowana z koziej lub owczej tkanki mózgowej zakażonej wirusem wścieklizny, zawierająca mielinę",,Rab-I-Semple,VAL256
VAL255,"Szczepionka przeciwko wściekliźnie, inaktywowana w całości, typu Fuenzalida, przygotowana z tkanki mózgowej myszy zakażonej wirusem wścieklizny, o zmniejszonej zawartości mieliny",,Rab-I-Fuenzalida,VAL256
VAL256,"Inaktywowana całymi wirusami szczepionka przeciwko wściekliźnie, przygotowana ze zwierzęcej tkanki mózgowej zakażonej wirusem wścieklizny, niespecyfikowana",,Rab-I-NervousTissue,VAL080
VAL257,"Szczepionka inaktywowana w całości przeciwko wściekliźnie, oparta na kulturach komórkowych, nieokreślona",,Rab-I-CC,VAL080
VAL258,"Inaktywowana całymi wirusami szczepionka przeciwko wściekliźnie, oparta na kulturach komórkowych, szczepionka z ludzkich komórek diploidalnych (HDCV) MRC-5, inaktywacja ß-propiolaktonem",,Rab-I-HDCV,VAL257
VAL259,"Szczepionka zawierająca całe wirusy wścieklizny, oczyszczona szczepionka z komórek zarodkowych kurcząt (PCECV), otrzymana przez hodowlę utrwalonego szczepu wirusa wścieklizny Flury LEP-25 w pierwotnych hodowlach fibroblastów kurcząt, wirus inaktywowany ß-propiolaktonem",,Rab-I-PCEC,VAL257
VAL260,"Inaktywowana cała wirionowa szczepionka przeciwko wściekliźnie, oparta na hodowli komórkowej, oczyszczona szczepionka przeciwko wściekliźnie z komórek Vero (PVRV), szczep Wistar, inaktywacja ß-propiolaktonem",,Rab-I-PVRV,VAL257
VAL261,"Inaktywowana cała wirionowa szczepionka przeciwko wściekliźnie, oparta na kulturach komórkowych, szczep z pierwotnych komórek nerkowych chomika (PHKCV), szczep pekiński, inaktywacja formaliną",,Rab-I-PHKCV,VAL257
VAL262,"Inaktywowana całymi wirusami szczepionka przeciwko wściekliźnie, oparta na jajach zarodkowych (EEV), nieokreślona",,Rab-I-EEV,VAL080
VAL263,"Szczepionka przeciwko wściekliźnie inaktywowana całym wirusem, oczyszczona szczepionka z zarodka kaczki (PDEV), inaktywacja ß-propiolaktonem",,Rab-I-PDEV,VAL262
VAL264,"Szczepionka COVID-19, inaktywowany cały wirus",,COVID-IV-Auth,VAL076
VAL265,"Szczepionka COVID-19, inaktywowany cały wirion, w badaniach klinicznych",,COVID-IV-CT,VAL076
VAL266,"Szczepionka meningokokowa C, skoniugowana z toksoidem tężcowym",,MCV-C-T,VAL057
VAL267,"Szczepionka przeciwko meningokokom C, polisacharydowa, skoniugowana z toksoidem błoniczym",,MCV-C-D,VAL057
VAL268,"Szczepionka meningokokowa C, polisacharydowa skoniugowana z CRM197",,MCV-C-CRM,VAL057
VAL269,"Szczepionka meningokokowa A, polisacharydowa skoniugowana z CRM197",,MCV-A-CRM,VAL041
VAL270,"Szczepionka przeciwko meningokokom A, polisacharydowa, skoniugowana z toksoidem błoniczym",,MCV-A-D,VAL041
VAL271,"Szczepionka meningokokowa A, polisacharydowa skoniugowana z toksoidem tężcowym",,MCV-A-T,VAL041
VAL272,"Szczepionka meningokokowa W, skoniugowana z toksoidem tężcowym",,MCV-W-T,VAL136
VAL273,"Szczepionka meningokokowa W, polisacharydowa skoniugowana z toksoidem błoniczym",,MCV-W-D,VAL136
VAL274,"Szczepionka meningokokowa W, polisacharydowa skoniugowana z CRM197",,MCV-W-CRM,VAL136
VAL275,"Szczepionka meningokokowa Y, polisacharydowa skoniugowana z CRM197",,MCV-Y-CRM,VAL078
VAL276,"Szczepionka przeciwko meningokokom Y, skoniugowana z toksoidem tężcowym",,MCV-Y-T,VAL078
VAL277,"Szczepionka przeciwko meningokokom Y, polisacharydowa, skoniugowana z toksoidem błoniczym",,MCV-Y-D,VAL078
VAL278,"Adenovirus valence, live attenuated, oral route, unspecified",,Adeno-LAV,Valence
VAL279,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route, pediatric dose",,INF-SUped4,VAL064
VAL280,Toksyna botulinowa,,BT,VAL419
VAL281,"Adenovirus type 7 valence, live attenuated, oral route",,Adeno-7,VAL278
VAL282,"Adenovirus type 4 valence, live attenuated, oral route",,Adeno-4,VAL278
VAL283,"Wartość całkowicie inaktywowana przeciwko wirusowemu zapaleniu wątroby typu A, dawka pediatryczna, bez określenia",,HepA-PED,VAL125
VAL284,"Wartość całkowicie inaktywowana przeciwko wirusowemu zapaleniu wątroby typu A, dawka dla dorosłych, bez określenia",,HepA-ADU,VAL125
VAL285,"Trójwalentna inaktywowana wartość przeciwko grypie uzyskana z hodowli komórkowej, dzielona lub podjednostkowa, normalna dawka",,INF-CC3,VAL360
VAL286,"Hepatitis A valence, live attenuated, unspecified",,HepA-LAV,VAL288
VAL287,Czterowalentna rekombinowana wartość przeciwko grypie,,INF-R4,VAL361
VAL288,"Wartość przeciwko wirusowemu zapaleniu wątroby typu A, bez określenia",,HepA,Valence
VAL289,"Szczepionka COVID-19, mRNA kodujący białko kolca SARS-CoV-2, 10 mikrogramów",, COVID-mRNA-S-ORI-10,VAL303
VAL290,"Szczepionka COVID-19, mRNA kodujący białko kolca SARS-CoV-2, 30 mikrogramów",,COVID-mRNA-S-ORI-30,VAL303
VAL291,"Rekombinowana wartość przeciwko wirusowemu zapaleniu wątroby typu B, trzy antygeny (HbS, pre-S1 i pre-S2)",,HepB-r-3Ag,VAL068
VAL292,"Szczepionka COVID-19, niereplikujący się wektor adenowirusowy 26 kodujący białko kolca SARS-CoV-2, w badaniach klinicznych",,Covid-VVnr-S-Ad26-CT,VAL070
VAL293,Immunoglobulina wąglika,,Anthrax-Ig,Valence
VAL294,"Żywy wirus szczepionki, szczepionka pierwszej generacji",,Pox-1G,VAL022
VAL295,"Smallpox valence, second-generation, live attenuated",,Pox-2G,VAL022
VAL296,"Zmodyfikowana szczepionka vaccinia Ankara, niereplikująca, szczepionka trzeciej generacji",,Pox-3G-MVA,VAL028
VAL297,"Szczepionka meningokokowa A, nieokreślona",,MenA,VAL234
VAL298,"Szczepionka meningokokowa C, nieokreślona",,MenC,VAL234
VAL299,"Szczepionka meningokokowa Y, nieokreślona",,MenY,VAL234
VAL300,"Szczepionka meningokokowa W, nieokreślona",,MenW,VAL234
VAL301,Rekombinowana trójwartościowa szczepionka przeciw grypie,,INF-R3,VAL361
VAL302,"Szczepionka COVID-19, mRNA kodujący białko kolcowe SARS-CoV-2, 50 mikrogramów",,Covid-mRNA-S-50,VAL303
VAL303,"Szczepionka przeciw kowdowi 19 mRNA kodujący białko kolca wirusa SARS-CoV-2, pierwotnego wirusa",,COVID-mRNA-S-ORI,VAL043
VAL304,"Szczepionka SARS-CoV-2 spike protein mRNA 19, oryginalny wirus, 15 mikrogramów",,Covid-ARNm-S-ORI-15,VAL303
VAL305,"Szczepionka SARS-CoV-2 peak protein mRNA 19, wariant Omicron BA.1, 15 mikrogramów",,Covid-ARNm-S-OMI-BA.1-15,VAL393
VAL306,"Szczepionka SARS-CoV-2 peak protein mRNA 19, oryginalny wirus, 3 mikrogramy",,COVID-mRNA-S-ORI-3,VAL303
VAL307,"Szczepionka SARS-CoV-2 peak protein mRNA 19, wariant Omicron BA.4/BA.5, 15 mikrogramów",,COVID-mRNA-S-OMI-BA.4/5-15,VAL394
VAL308,"Vaccin anti-covid 19 à ARNm codant la protéine de pointe du SARS-CoV-2, variant Omicron BA.4/BA.5, 25 microgrammes",,COVID-mRNA-S-OMI-BA.4/5-25,VAL394
VAL309,"Szczepionka SARS-CoV-2 peak protein mRNA 19, wariant Omicron BA.4/BA.5, 5 mikrogramów",,Covid-ARNm-S-OMI-BA.4/5-5,VAL394
VAL310,"Szczepionka COVID-19, mRNA kodujący białko szczytowe SARS-CoV-2, oryginalny wirus, 5 mikrogramów",,Covid-mRNA-S-ORI-5,VAL303
VAL311,"Malaria valence, R21/Matrix-M pre-erythrocytic",,R21/Matrix-M,VAL025
VAL312,"Tick-borne encephalitis valence, inactivated, whole-virus, K23 strain",,TBE-K23,VAL031
VAL313,"Tick-borne encephalitis valence, inactivated, whole-virus, Neudörfl strain, dose not specified",,TBE-Neudorfl,VAL031
VAL314,"Tick-borne encephalitis valence, inactivated, whole-virus, Neudörfl strain, adult dose",,TBE-Neudorfl-ADU,VAL313
VAL315,"Tick-borne encephalitis valence, inactivated, whole-virus, Neudörfl strain, paediatric dose",,TBE-Neudorfl-PED,VAL313
VAL316,"RSV valence, protein subunit, recombinant, RSVPreF3 antigen derived from F protein",,RSV-PreF3,VAL318
VAL317,"RSV valence, antibody, unspecified",,RSV-Ab,VAL338
VAL318,"RSV valence, vaccine, unspecified",,RSV-V,VAL338
VAL319,"COVID-19 valence, non-replicating adenoviral vector encoding the SARS-CoV-2 spike protein, inhalation vaccine, unspecified",,COVID-VVnr-S-INH,VAL397
VAL320,"RSV valence, monoclonal antibody, unspecified",,RSV-mAb,VAL317
VAL321,"RSV valence, monoclonal antibody, nirsevimab",,VRS-mAb-nir,VAL320
VAL322,"RSV valence, protein subunit, recombinant, glycoprotein F subtypes A and B",,RSV-PreFAB,VAL318
VAL323,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,COVID-mRNA-S-OMI-XBB.1.5-30,VAL396
VAL324,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,COVID-mRNA-S-OMI-XBB.1.5-10,VAL396
VAL325,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,COVID-mRNA-S-OMI-XBB.1.5-3,VAL396
VAL326,"COVID-19 valence, Omicron BA.4/BA.5 variant, SARS-CoV-2 spike protein mRNA 19, 1.5 micrograms",,COVID-mRNA-S-OMI-BA.4/5-1.5,VAL394
VAL327,"COVID-19 valence, original virus, SARS-CoV-2 peak protein-encoding mRNA, 1.5 micrograms",,COVID-mRNA-S-ORI-1.5,VAL303
VAL328,"COVID-19 valence, protein subunit, recombinant spike protein nanoparticles, Omicron XBB.1.5 subvariant",,COVID-PS-rSnp-XBB,VAL107
VAL329,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein, 50 micrograms",,Covid-ARNm-S-OMI-XBB.1.5-50,VAL396
VAL330,"Anty-covid 19 mRNA kodujący białko kolca SARS-CoV-2, wariant Omicron XBB.1.5-25 mikrogramów",,COVID-mRNA-S-OMI-XBB.1.5-25,VAL396
VAL331,CMV immune globulin,,CMV-Ig,Valence
VAL332,"Wartość przeciwko wirusowemu zapaleniu wątroby typu C, bez określenia",,HepC,Valence
VAL333,"HIV valence, unspecified",,HIV,Valence
VAL334,"Melanoma valence, unspecified",,MEL,Valence
VAL335,"Streptococcus pyogenes valence, unspecified",,SPYO,Valence
VAL336,"Wartość przeciwko gorączce Doliny Ryftowej, bez określenia",,RVF,Valence
VAL337,"Smallpox valence, immunoglobulin",,Ospa-Ig,VAL418
VAL338,"Przeciwciało lub szczepionka przeciwko wirusowi RSV, nieokreślone",,RSV,Valence
VAL339,"Borrelia burgdorferi valence, unspecified",,Lyme,Valence
VAL340,"Wartość przeciwko wąglikowi, bez określenia",,Wąglik,Valence
VAL341,"Wartość przeciwko Escherichia coli, bez określenia",,Eco,VAL345
VAL342,"Klebsiella pneumoniæ valence, unspecified",,Kpn,VAL345
VAL343,"Wartość przeciwko Enterococcus faecalis, bez określenia",,Efa,VAL345
VAL344,"Proteus vulgaris valence, unspecified",,Pvu,VAL345
VAL345,"Urinary tract infections valence, unspecified",,UTI,Valence
VAL346,Enterovirus A71 valence,,EV71,Valence
VAL347,"Leptospira canicola valence, inactivated, whole-cell",,Lepto-ca,Valence
VAL348,"Leptospira pomona valence, inactivated whole-cell",,Lepto-po,Valence
VAL349,"Influenza valence, trivalent, inactivated, fractionated or subunit, adjuvanted",,INF-SUAnd3,VAL231
VAL350,"Influenza valence, quadrivalent, inactivated, fractionated or subunit, adjuvanted, normal dose",,INF-SUAnd4,VAL127
VAL351,"Influenza valence, trivalent, virosomal, unspecified",,INF-V3,VAL362
VAL352,"Influenza valence, quadrivalent, virosomal, unspecified",,INF-V4,VAL362
VAL353,"Pneumococcal valence, polysaccharide conjugate, serotype 2",,PCV-02,VAL184
VAL354,"Pneumococcal valence, polysaccharide conjugate, serotype 9N",,PCV-9N,VAL184
VAL355,"Pneumococcal valence, polysaccharide conjugate, serotype 17F",,PCV-17F,VAL184
VAL356,"Pneumococcal valence, polysaccharide conjugate, serotype 20",,PCV-20,VAL184
VAL357,"Cholera valence, live attenuated, oral",,CHOL-LA-O,VAL124
VAL358,"Botulism valence, immunoglobulin",,BIG,VAL420
VAL359,"Wartość całkowicie inaktywowana przeciwko cholerze, bez określenia",,CHOL-I,VAL081
VAL360,"Wartość inaktywowana przeciwko grypie uzyskana z hodowli komórkowej, dzielona lub podjednostkowa, normalna dawka, bez określenia",,INF-CC,VAL364
VAL361,"Rekombinowana wartość przeciwko grypie, bez określenia",,INF-R,VAL364
VAL362,"Influenza valence, virosomal, unspecified",,INF-V,VAL364
VAL363,"Influenza valence, trivalent, VLP, unspecified",,INF-VLP3,VAL029
VAL364,"Nieżywa wartość przeciwko grypie, bez określenia",,INF-NL,VAL128
VAL365,"Nieżywa wartość przeciwko grypie uzyskana z hodowli na jajach, bez określenia",,INF-E,VAL364
VAL366,"Wartość przeciwko grypie oparta na RNA, bez określenia",,INF-RNA,VAL128
VAL367,"Cholera valence, V. cholerae O1, inactivated, whole-cell, oral",,CHOL-I-O1-O,VAL021
VAL368,"Cholera valence, V. cholerae O139, inactivated, whole-cell, oral",,CHOL-I-O139-O,VAL021
VAL369,"Pneumococcal valence, polysaccharide conjugate, serotype 15A",,PCV-15A,VAL184
VAL370,"Pneumococcal valence, polysaccharide conjugate, serotype 15C",,PCV-15C,VAL184
VAL371,"Pneumococcal valence, polysaccharide conjugate, serotype 16C",,PCV-16F,VAL184
VAL372,"Pneumococcal valence, polysaccharide conjugate, serotype 20A",,PCV-20A,VAL184
VAL373,"Pneumococcal valence, polysaccharide conjugate, serotype 23A",,PCV-23A,VAL184
VAL374,"Pneumococcal valence, polysaccharide conjugate, serotype 23B",,PCV-23B,VAL184
VAL375,"Pneumococcal valence, polysaccharide conjugate, serotype 24F",,PCV-24F,VAL184
VAL376,"Pneumococcal valence, polysaccharide conjugate, serotype 31",,PCV-31,VAL184
VAL377,"Pneumococcal valence, polysaccharide conjugate, serotype 35B",,PCV-35B,VAL184
VAL378,"Hepatitis B valence, recombinant Hepatitis B virus surface antigen (HBsAg), 15 micrograms",,rHBsAg-15,VAL090
VAL379,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,COVID-mRNA-S-OMI-JN.1-30,VAL395
VAL380,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,COVID-mRNA-S-OMI-JN.1-10,VAL395
VAL381,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,COVID-mRNA-S-OMI-JN.1-3,VAL395
VAL382,"COVID-19 valence, protein subunit, recombinant spike protein in nanoparticles, sub-variant Omicron JN.1",,COVID-PS-rSnp-JN.1,VAL107
VAL383,Single-stranded 5' capped mRNA encoding the Respiratory syncytial virus glycoprotein F stabilized in the prefusion conformation,,mRSV,VAL318
VAL384,"Leprosy valence, unspecified",,LEP,Valence
VAL385,Avian influenza A(H5N8) valence,,AH5N8,VAL386
VAL386,"Avian influenza A(H5) valence, unspecified",,AH5,Valence
VAL387,"Anty-covid valence 19 mRNA kodujący białko kolca SARS-CoV-2, wariant Omicron JN.1-25 mikrogramów",,Covid-ARNm-S-OMI-JN.1-25,VAL395
VAL388,"Anty-covid 19 mRNA kodujący białko kolca SARS-CoV-2, wariant Omicron JN.1-50 mikrogramów",,Covid-ARNm-S-OMI-JN.1-50,VAL395
VAL389,"Walencja przeciwko Pseudomonas aeruginosa, 7 immunotypów",,PAER7,Valence
VAL390,"Chikungunya walencja, nieokreślona",,CHIK,Valence
VAL391,Walencja VLP Chikungunya,,Chik-VLP,VAL390
VAL392,"Avian influenza valence, mRNA",,AH5N1-RNA,VAL051
VAL393,"COVID-19 valence, Omicron BA.1 variant, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-BA.1,VAL149
VAL394,"COVID-19 valence, Omicron variant BA.4/BA.5, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-BA.4/5,VAL149
VAL395,"COVID-19 valence, Omicron variant JN.1, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-JN.1,VAL417
VAL396,"COVID-19 valence, Omicron variant XBB.1.5, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-XBB.1.5,VAL417
VAL397,"COVID-19 valence, non-replicating viral vector encoding the peak protein of SARS-CoV-2, unspecified",,COVID-VVnr-S,VAL163
VAL398,"COVID-19 valence, replicating viral vector, virus encoding the spike protein of SARS-CoV-2",,COVID-VVr-S,VAL162
VAL399,"Typhoid valence, Vi antigen conjugated to tetanus toxoid",,Ty-ViC-T,VAL002
VAL400,"Typhoid valence, Vi antigen conjugated to CRM197 protein",,Ty-ViC-CRM,VAL002
VAL401,"Japanese encephalitis valence, inactivated, whole-virus, derived from Vero cells, 3 micrograms",,EJ-I-Vero-3,VAL251
VAL402,"Japanese encephalitis valence, inactivated, whole-virus, derived from Vero cells, 6 micrograms",,EJ-I-Vero-6,VAL251
VAL403,"Meningococcal X valence, unspecified",,MenX,VAL234
VAL404,"Meningococcal X valence, polysaccharide conjugate",,MCV-X,VAL403
VAL405,"Influenza valence, live attenuated, pandemic influenza H1N1 2009",,INF-pdm09-V,VAL058
VAL406,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-KP.2,VAL395
VAL407,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,COVID-mRNA-S-OMI-KP.2-3,VAL406
VAL408,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,COVID-mRNA-S-OMI-KP.2-10,VAL406
VAL409,"COVID-19 valence, Omicron variant KP.2, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,COVID-mRNA-S-OMI-KP.2-30,VAL406
VAL410,"COVID-19 valence, protein subunit, recombinant N protein",,COVID-PS-rN,VAL053
VAL411,"COVID-19 valence, Omicron variant BA.4/5, mRNA encoding the SARS-CoV-2 spike protein, 50 micrograms",,COVID-mRNA-S-OMI-BA.4/5-50,VAL394
VAL412,"COVID-19 valence, Omicron variant BA.1, mRNA encoding the SARS-CoV-2 spike protein, 50 micrograms",,Covid-ARNm-S-OMI-BA.1-50,VAL393
VAL413,"COVID-19 valence, protein subunit, recombinant spike protein (RBD), Omicron XBB.1.16 subvariant",,Covid-SP-rRBD-XBB.1.16,VAL011
VAL414,Walencja błonicza,,DIPH,Valence
VAL415,"Anthrax valence, acellular, adjuvanted",,BantAdj,VAL111
VAL416,"COVID-19 valence, protein subunit, recombinant spike protein, adjuvanted",,COVID-PS-rS-A,VAL104
VAL417,"COVID-19 valence, Omicron BA.2 variant, mRNA encoding the SARS-CoV-2 spike protein",,COVID-mRNA-S-OMI-BA.2,VAL149
VAL418,"Smallpox valence, active or passive immunization products",,POX,Valence
VAL419,"Botulism valence, active or passive immunization products",,BOT,Valence
VAL420,"Botulism valence, passive immunization products",,BOT-passive,VAL419
VAL421,"Argentine hemorrhagic fever valence, Junin virus, unspecified",,Junin,Valence
VAL422,"Plague valence, unspecified",,Yp,Valence
VAL423,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein",,Covid-ARNm-S-OMI-LP.8.1,VAL417
VAL424,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,Covid-ARNm-S-OMI-LP.8.1-30,VAL423
VAL425,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,Covid-ARNm-S-OMI-LP.8.1-10,VAL423
VAL426,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 3 micrograms",,Covid-ARNm-S-OMI-LP.8.1-3,VAL423
VAL427,"COVID-19 valence, mRNA encoding a fragment of the SARS-CoV-2 spike protein",,Covid-ARNm-S-frag,VAL043
VAL428,"Valence COVID-19, mRNA encoding the NTD and RBD fragments of the spike protein, Omicron LP.8.1 variant",,Covid-ARNm-S-frag-OMI-LP.8.1,VAL427
VAL429,"RSV valence, monoclonal antibody, clesrovimab",,VRS-mAb-cle,VAL320
VAL430,"Tick-borne encephalitis valence, inactivated, whole-virus, K23 strain, 0,25 mL",,TBE-K23-25,VAL312
VAL431,"Tick-borne encephalitis valence, inactivated, whole-virus, K23 strain, 0,50 mL",,TBE-K23-50,VAL312
VAL432,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 25 micrograms",,Covid-ARNm-S-OMI-LP.8.1-25,VAL423
VAL433,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein, 50 micrograms.",,Covid-ARNm-S-OMI-LP.8.1-50,VAL423
VAL434,"COVID-19 valence, protein subunit, recombinant spike protein (RBD), Omicron LP.8.1 subvariant",,Covid-SP-rRBD-LP.8.1,VAL011
VAL435,"Dengue valence, native attenuated strain",,DENV2LAV,VAL150
VAL436,"Dengue valence, live, recombinant, DENV-2 chimera with prM/E from DENV-1",,DENV1rCH,VAL150
VAL437,"Dengue valence, live, recombinant, DENV-2 chimera with prM/E from DENV-3",,DENV3rCH,VAL150
VAL438,"Dengue valence, live, recombinant, DENV-2 chimera with prM/E from DENV-4",,DENV4rCH,VAL150
VAL439,"COVID-19 valence, Omicron variant LP.8.1, mRNA encoding the SARS-CoV-2 spike protein",,Covid-ARNm-S-OMI-XFG,VAL417
VAL440,"COVID-19 valence, Omicron variant XFG, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",,Covid-ARNm-S-OMI-XFG-10,VAL439
VAL441,"COVID-19 valence, Omicron variant XFG, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,Covid-ARNm-S-OMI-XFG-30,VAL439
VAL442,"Melanoma valence, messenger RNA, individualized neoantigens",,MEL-ARNI,VAL334
VAL443,"COVID-19 valence, protein subunit, recombinant spike protein in nanoparticles, sub-variant Omicron XFG",,Covid-SP-rSnp-XFG,VAL107
VAL444,"COVID-19 valence, protein subunit, recombinant spike protein (RBD), Omicron XFG subvariant",,Covid-SP-rRBD-XFG,VAL011
VAL445,"Typhoid valence, Vi antigen conjugated to diphtheria toxoid",,Ty-ViC-D,VAL002
