NUVA,label,comment,shorthand,parent
VAL286,"Valence hépatite A, vivant atténué, sans précision",,HepA-VVA,VAL288
VAL287,"Valence grippe, quadrivalente, recombinante",,Inf-R4,VAL361
VAL288,"Valence hépatite A, sans précision",,HepA,Valence
VAL289,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 10 microgrammes",, Covid-ARNm-S-ORI-10,VAL303
VAL290,"Valence covid 19, virus originel,  ARNm codant la protéine de pointe du SARS-CoV-2, 30 microgrammes",,Covid-ARNm-S-ORI-30,VAL303
VAL291,"Valence hépatite B, ant!gène de surface recombinant, trois antigènes (Ag HbS, pré-S1 et pré-S2)",,HBs-r-3Ag,VAL068
VAL292,"Valence covid 19, vecteur viral non réplicatif, adénovirus 26 codant la protéine de pointe du SARS-CoV-2, en essai clinique",,Covid-VVnr-S-Ad26-CT,VAL070
VAL293,"Valence charbon, immunoglobuline",,Charbon-Ig,Valence
VAL294,"Valence variole, première génération, vivant atténué",,POX-1G,VAL022
VAL295,"Valence variole, deuxième génération, vivant atténué",,POX-2G,VAL022
VAL296,"Valence variole, troisième génération, non réplicatif, Virus modifié de la vaccine d'Ankara,",,POX-3G-MVA,VAL028
VAL297,"Valence méningocoque A, sans précision",,MenA,VAL234
VAL298,"Valence méningocoque C, sans précision",,MenC,VAL234
VAL299,"Valence méningocoque Y, sans précision",,MenY,VAL234
VAL300,"Valence méningocoque W, sans précision",,MenW,VAL234
VAL301,"Valence grippe, trivalente, recombinante",,Inf-R3,VAL361
VAL302,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 50 microgrammes",,Covid-ARNm-S-ORI-50,VAL303
VAL303,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-ORI,VAL043
VAL304,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 15 microgrammes",,Covid-ARNm-S-ORI-15,VAL303
VAL305,"Valence covid 19, variant Omicron BA.1, ARNm codant la protéine de pointe du SARS-CoV-2, 15 microgrammes",,Covid-ARNm-S-OMI-BA.1-15,VAL393
VAL306,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 3 microgrammes",,Covid-ARNm-S-ORI-3,VAL303
VAL307,"Valence covid 19, variant Omicron BA.4/BA.5, ARNm codant la protéine de pointe du SARS-CoV-2, 15 microgrammes",,Covid-ARNm-S-OMI-BA.4/5-15,VAL394
VAL308,"Valence covid 19, variant Omicron BA.4/BA.5, ARNm codant la protéine de pointe du SARS-CoV-2, 25 microgrammes",,Covid-ARNm-S-OMI-BA.4/5-25,VAL394
VAL309,"Valence covid 19, variant Omicron BA.4/BA.5, ARNm codant la protéine de pointe du SARS-CoV-2, 5 microgrammes",,Covid-ARNm-S-OMI-BA.4/5-5,VAL394
VAL310,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 5 microgrammes",,Covid-ARNm-S-ORI-5,VAL303
VAL311,"Valence paludisme, pré-érythrocytaire R21/Matrix-M",,R21/Matrix-M,VAL025
VAL312,"Valence encéphalite à tiques, inactivée, entière, souche K23",,TBE-K23,VAL031
VAL313,"Valence encéphalite à tiques, inactivée, entière, souche Neudörfl, dose non précisée",,TBE-Neudorfl,VAL031
VAL314,"Valence encéphalite à tiques, inactivée, entière, souche Neudörfl, dose adulte",,TBE-Neudorfl-ADU,VAL313
VAL315,"Valence encéphalite à tiques, entière inactivée, souche Neudörfl, dose pédiatrique",,TBE-Neudorfl-PED,VAL313
VAL316,"Valence VRS, recombinante, antigène RSVPreF3 dérivé de la protéine F",,VRS-PreF3,VAL318
VAL317,"Valence VRS, anticorps, sans précision",,VRS-Ab,VAL338
VAL318,"Valence VRS, vaccin, sans précision",,VRS-V,VAL338
VAL319,"Valence covid 19, vecteur viral non réplicatif, adénovirus codant la protéine de pointe du SARS-CoV-2, par inhalation",,Covid-VVnr-S-INH,VAL397
VAL320,"Valence VRS, anticorps monoclonal, sans précision",,VRS-mAb,VAL317
VAL321,"Valence VRS, anticorps monoclonal, nirsévimab",,VRS-mAb-nir,VAL320
VAL322,"Valence VRS, recombinante, glycoprotéines F des sous-types A et B",,VRS-PreFAB,VAL318
VAL323,"Valence covid 19, variant Omicron XBB.1.5, ARNm codant la protéine de pointe du SARS-CoV-2, 30 microgrammes",,Covid-ARNm-S-OMI-XBB.1.5-30,VAL396
VAL324,"Valence covid 19, variant Omicron XBB.1.5, ARNm codant la protéine de pointe du SARS-CoV-2, 10 microgrammes",,Covid-ARNm-S-OMI-XBB.1.5-10,VAL396
VAL325,"Valence covid 19, variant Omicron XBB.1.5, ARNm codant la protéine de pointe du SARS-CoV-2, 3 microgrammes",,Covid-ARNm-S-OMI-XBB.1.5-3,VAL396
VAL326,"Valence covid 19, variant Omicron BA.4/BA.5, ARNm codant la protéine de pointe du SARS-CoV-2, 1,5 microgrammes",,"Covid-ARNm-S-OMI-BA.4/5-1,5",VAL394
VAL327,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 1,5 microgrammes",,"Covid-ARNm-S-ORI-1,5",VAL303
VAL328,"Valence covid 19, sous-variant Omicron XBB.1.5, sous-unité protéique, protéine de pointe recombinante dans des nanoparticules",,Covid-SP-rSnp-XBB,VAL107
VAL329,"Valence covid 19, variant Omicron XBB.1.5, ARNm codant la protéine de pointe du SARS-CoV-2, 50 microgrammes",,Covid-ARNm-S-OMI-XBB.1.5-50,VAL396
VAL330,"Valence covid 19, variant Omicron XBB.1.5, ARNm codant la protéine de pointe du SARS-CoV-2, 25 microgrammes",,Covid-ARNm-S-OMI-XBB.1.5-25,VAL396
VAL331,"Valence CMV, immunoglobulines",,CMV-Ig,Valence
VAL332,"Valence hépatite C, sans précision",,HepC,Valence
VAL333,"Valence VIH, sans précision",,VIH,Valence
VAL334,"Valence mélanome, sans précision",,MEL,Valence
VAL335,"Valence Streptococcus pyogenes, sans précision",,SPYO,Valence
VAL336,"Valence fièvre de la vallée du Rift, sans précision",,FVR,Valence
VAL337,"Valence variole, immunoglobuline",,POX-Ig,VAL418
VAL338,"Valence VRS, anticorps ou vaccin, sans précision",,VRS,Valence
VAL339,"Valence Borrelia burgdorferi, sans précision",,Lyme,Valence
VAL340,"Valence charbon, sans précision",,Charbon,Valence
VAL341,"Valence Escherichia coli, sans précision",,Eco,VAL345
VAL342,"Valence Klebsiella pneumoniæ, sans précision",,Kpn,VAL345
VAL343,"Valence Enterococcus fæcalis, sans précision",,Efa,VAL345
VAL344,"Valence Proteus vulgaris, sans précision",,Pvu,VAL345
VAL345,"Valence infections urinaires, sans précision",,UTI,Valence
VAL346,Valence entérovirus A71,,EV71,Valence
VAL347,"Valence Leptospira canicola, inactivée, entière",,Lepto-ca,Valence
VAL348,"Valence Leptospira pomona, inactivée, entière",,Lepto-po,Valence
VAL349,"Valence grippe, trivalente, inactivée, fractionnée ou sous-unité, adjuvant",,Inf-SUAnd3,VAL231
VAL350,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, adjuvant, dose normale",,Inf-SUAnd4,VAL127
VAL351,"Valence grippe, trivalente, virosomale, sans précision",,Inf-V3,VAL362
VAL352,"Valence grippe, quadrivalente, virosomale, sans précision",,Inf-V4,VAL362
VAL353,"Valence pneumocoque, polyosidique conjuguée, sérotype 2",,VPC-02,VAL184
VAL354,"Valence pneumocoque, polyosidique conjuguée, sérotype 9N",,VPC-09N,VAL184
VAL355,"Valence pneumocoque, polyosidique conjuguée, sérotype 17F",,VPC-17F,VAL184
VAL356,"Valence pneumocoque, polyosidique conjuguée, sérotype 20",,VPC-20,VAL184
VAL357,"Valence choléra, vivante atténuée, orale",,O-Chol-V,VAL124
VAL358,"Valence botulisme, immunoglobuline",,BIG,VAL420
VAL359,"Valence choléra, inactivée, entière, sans précision",,Chol-I,VAL081
VAL360,"Valence grippe, inactivée, obtenue sur culture cellulaire, fractionnée ou sous-unité, dose normale, sans précision",,Inf-CC,VAL364
VAL361,"Valence grippe, recombinante, sans précision",,Inf-R,VAL364
VAL362,"Valence grippe, virosomal, sans précision",,Inf-V,VAL364
VAL363,"Valence grippe, trivalente, VLP, sans précision",,Inf-VLP3,VAL029
VAL364,"Valence grippe, non vivante, sans précision",,Inf-NL,VAL128
VAL365,"Valence grippe, non vivante, obtenue sur culture d'œufs, sans précision",,Inf-E,VAL364
VAL366,"Valence grippe, ARN, sans précision",,INF-ARN,VAL128
VAL367,"Valence choléra, V. cholerae O1, entière inactivée, orale",,O-Chol-O1-I,VAL021
VAL368,"Valence choléra, V. cholerae O139, inactivée, entière, orale",,O-Chol-O139-I,VAL021
VAL369,"Valence pneumocoque, polyosidique conjuguée, sérotype 15A",,VPC-15A,VAL184
VAL370,"Valence pneumocoque, polyosidique conjuguée, sérotype 15C",,VPC-15C,VAL184
VAL371,"Valence pneumocoque, polyosidique conjuguée, sérotype 16F",,VPC-16F,VAL184
VAL372,"Valence pneumocoque, polyosidique conjuguée, sérotype 20A",,VPC-20A,VAL184
VAL373,"Valence pneumocoque, polyosidique conjuguée, sérotype 23A",,VPC-23A,VAL184
VAL374,"Valence pneumocoque, polyosidique conjuguée, sérotype 23B",,VPC-23B,VAL184
VAL375,"Valence pneumocoque, polyosidique conjuguée, sérotype 24F",,VPC-24F,VAL184
VAL376,"Valence pneumocoque, polyosidique conjuguée, sérotype 31",,VPC-31,VAL184
VAL377,"Valence pneumocoque, polyosidique conjuguée, sérotype 35B",,VPC-35B,VAL184
VAL378,"Valence hépatite B, antigène de surface recombinant du virus de l'hépatite B (Ag HBs), 15 microgrammes",,rAgHBs-15,VAL090
VAL379,"Valence covid 19, variant Omicron JN.1, ARNm codant la protéine de pointe du SARS-CoV-2, 30 microgrammes",,Covid-ARNm-S-OMI-JN.1-30,VAL395
VAL380,"Valence covid 19, variant Omicron JN.1, ARNm codant la protéine de pointe du SARS-CoV-2, 10 microgrammes",,Covid-ARNm-S-OMI-JN.1-10,VAL395
VAL381,"Valence covid 19, variant Omicron JN.1, ARNm codant la protéine de pointe du SARS-CoV-2, 3 microgrammes",,Covid-ARNm-S-OMI-JN.1-3,VAL395
VAL382,"Valence covid 19, sous-variant Omicron JN.1, sous-unité protéique, protéine de pointe recombinante dans des nanoparticules",,Covid-SP-rSnp-JN.1,VAL107
VAL383,"Valence VRS, ARNm simple brin coiffé en 5' codant pour la glycoprotéine F, stabilisé dans la conformation de préfusion",,mVRS,VAL318
VAL384,"Valence lèpre, sans précision",,Lep,Valence
VAL385,"Valence grippe aviaire, A(H5N8)",,AH5N8,VAL386
VAL386,"Valence grippe aviaire, A(H5), sans précision",,AH5,Valence
VAL387,"Valence covid 19, variant Omicron JN.1, ARNm codant la protéine de pointe du SARS-CoV-2, 25 microgrammes",,Covid-ARNm-S-OMI-JN.1-25,VAL395
VAL388,"Valence covid 19, variant Omicron JN.1, ARNm codant la protéine de pointe du SARS-CoV-2, 50 microgrammes",,Covid-ARNm-S-OMI-JN.1-50,VAL395
VAL389,"Valence Pseudomonas aeruginosa, 7 immunotypes",,PAER7,Valence
VAL390,"Valence chikungunya, sans précision",,CHIK,Valence
VAL391,"Valence chikungunya, VLP",,Chik-VLP,VAL390
VAL392,"Valence grippe aviaire, A(H5N1), ARNm",,AH5N1-ARN,VAL051
VAL393,"Valence covid 19, variant Omicron BA.1, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-BA.1,VAL149
VAL394,"Valence covid 19, variant Omicron BA.4/BA.5, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-BA.4/5,VAL149
VAL395,"Valence covid 19, variant Omicron JN.1, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-JN.1,VAL417
VAL396,"Valence covid 19, variant Omicron XBB.1.5, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-XBB.1.5,VAL417
VAL397,"Valence covid 19, vecteur viral non réplicatif codant la protéine de pointe du SARS-CoV-2, sans précision",,Covid-VVnr-S,VAL163
VAL398,"Valence covid 19, vecteur viral réplicatif, virus codant la protéine de pointe du SARS-CoV-2",,Covid-VVr-S,VAL162
VAL399,"Valence typhoïde, antigène Vi conjugué à l’anatoxine tétanique",,Ty-ViC-T,VAL002
VAL400,"Valence typhoïde, antigène Vi conjugué à la protéine CRM197",,Ty-ViC-CRM,VAL002
VAL401,"Valence encéphalite japonaise, inactivée, dérivée de cellules Vero, 3 microgrammes",,EJ-I-Vero-3,VAL251
VAL402,"Valence encéphalite japonaise, inactivée, dérivée de cellules Vero, 6 microgrammes",,EJ-I-Vero-6,VAL251
VAL403,"Valence méningocoque X, sans précision",,MenX,VAL234
VAL404,"Valence méningocoque X, polyoside conjugué",,MCV-X,VAL403
VAL405,"Valence grippe pandémique H1N1 2009, vivante atténuée",,Inf-pdm09-V,VAL058
VAL406,"Valence covid 19, variant Omicron KP.2, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-KP.2,VAL395
VAL407,"Valence covid 19, variant Omicron KP.2, ARNm codant la protéine de pointe du SARS-CoV-2, 3 microgrammes",,Covid-ARNm-S-OMI-KP.2-3,VAL406
VAL408,"Valence covid 19, variant Omicron KP.2, ARNm codant la protéine de pointe du SARS-CoV-2, 10 microgrammes",,Covid-ARNm-S-OMI-KP.2-10,VAL406
VAL409,"Valence covid 19, variant Omicron KP.2, ARNm codant la protéine de pointe du SARS-CoV-2, 30 microgrammes",,Covid-ARNm-S-OMI-KP.2-30,VAL406
VAL410,"Valence covid 19, sous-unité protéique, protéine N recombinante",,Covid-SP-rN,VAL053
VAL411,"Valence covid 19, variant Omicron BA.4/BA.5, ARNm codant la protéine de pointe du SARS-CoV-2, 50 microgrammes",,Covid-ARNm-S-OMI-BA.4/5-50,VAL394
VAL412,"Valence covid 19, variant Omicron BA.1, ARNm codant la protéine de pointe du SARS-CoV-2, 50 microgrammes",,Covid-ARNm-S-OMI-BA.1-50,VAL393
VAL413,"Valence covid 19, sous-variant Omicron XBB.1.16 , sous-unité protéique, protéine de pointe recombinante (domaine RBD)",,Covid-SP-rRBD-XBB.1.16,VAL011
VAL414,"Valence diphtérique, sans précision",,DIPH,Valence
VAL415,"Valence charbon, acellulaire, absorbé, adjuvant",,BantAdj,VAL111
VAL416,"Valence covid 19, sous-unité protéique, adjuvant, protéine de pointe recombinante",,Covid-SP-rS-A,VAL104
VAL417,"Valence covid 19, variant Omicron BA.2, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-BA.2,VAL149
VAL418,"Valence variole, produits d'immunisation active ou passive",,POX,Valence
VAL419,"Valence botulisme, produits d'immunisation active ou passive",,BOT,Valence
VAL420,"Valence botulisme, produits d'immunisation passive",,BOT-passive,VAL419
VAL421,"Valence fièvre hémorragique d'Argentine, virus Junin, sans précision",,Junin,Valence
VAL422,"Valence peste, sans précision",,Yp,Valence
VAL423,"Valence covid 19, variant Omicron LP.8.1, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-LP.8.1,VAL417
VAL424,"Valence covid 19, variant Omicron LP.8.1, ARNm codant la protéine de pointe du SARS-CoV-2, 30 microgrammes",,Covid-ARNm-S-OMI-LP.8.1-30,VAL423
VAL425,"Valence covid 19, variant Omicron LP.8.1, ARNm codant la protéine de pointe du SARS-CoV-2, 10 microgrammes",,Covid-ARNm-S-OMI-LP.8.1-10,VAL423
VAL426,"Valence covid 19, variant Omicron LP.8.1, ARNm codant la protéine de pointe du SARS-CoV-2, 3 microgrammes",,Covid-ARNm-S-OMI-LP.8.1-3,VAL423
VAL427,"Valence covid 19, ARNm codant un fragment de la protéine Spike du SARS-CoV-2",,Covid-ARNm-S-frag,VAL043
VAL428,"Valence covid 19, ARNm codant les fragments NTD et RBD de la protéine Spike, variant Omicron LP.8.1",,Covid-ARNm-S-frag-OMI-LP.8.1,VAL427
VAL429,"Valence VRS, anticorps monoclonal, clesrovimab",,VRS-mAb-cle,VAL320
VAL430,"Valence encéphalite à tiques, inactivée, entière, souche K23, 0,25 mL",,TBE-K23-25,VAL312
VAL431,"Valence encéphalite à tiques, inactivée, entière, souche K23, 0,50 mL",,TBE-K23-50,VAL312
VAL432,"Valence covid 19, variant Omicron LP.8.1, ARNm codant la protéine de pointe du SARS-CoV-2, 25 microgrammes",,Covid-ARNm-S-OMI-LP.8.1-25,VAL423
VAL433,"Valence covid 19, variant Omicron LP.8.1, ARNm codant la protéine de pointe du SARS-CoV-2, 50 microgrammes",,Covid-ARNm-S-OMI-LP.8.1-50,VAL423
VAL434,"Valence covid 19, sous-variant Omicron LP.8.1, sous-unité protéique, protéine de pointe recombinante (domaine RBD)",,Covid-SP-rRBD-LP.8.1,VAL011
VAL435,"Valence dengue, souche atténuée native",,DENV2-VVA,VAL150
VAL436,"Valence dengue, vivant, recombinant, chimère DENV-2 + prM/E de DENV-1",,DENV1rCH,VAL150
VAL437,"Valence dengue, vivant, recombinant, chimère DENV-2 + prM/E de DENV-3",,DENV3rCH,VAL150
VAL438,"Valence dengue, vivant, recombinant, chimère DENV-2 + prM/E de DENV-4",,DENV4rCH,VAL150
VAL439,"Valence covid 19, variant Omicron XFG, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI-XFG,VAL417
VAL440,"Valence covid 19, variant Omicron XFG, ARNm codant la protéine de pointe du SARS-CoV-2, 10 microgrammes",,Covid-ARNm-S-OMI-XFG-10,VAL439
VAL441,"Valence covid 19, variant Omicron XFG, ARNm codant la protéine de pointe du SARS-CoV-2, 30 microgrammes",,Covid-ARNm-S-OMI-XFG-30,VAL439
VAL442,"Valence mélanome, ARN messager, néoantigènes individualisés",,MEL-ARNI,VAL334
VAL443,"Valence covid 19, sous-variant Omicron XFG, sous-unité protéique, protéine de pointe recombinante dans des nanoparticules",,Covid-SP-rSnp-XFG,VAL107
VAL444,"Valence covid 19, sous-variant Omicron XFG, sous-unité protéique, protéine de pointe recombinante (domaine RBD)",,Covid-SP-rRBD-XFG,VAL011
VAL445,"Valence typhoïde, antigène Vi conjugué à l’anatoxine diphtérique",,Ty-ViC-D,VAL002
