NUVA,NUVA label,IsAbstract,SNOMED-CT,SNOMED-CT label,Best,Blur,Equiv
VAC0253,VAXIRAB N,False,SNOMED-CT-871726005,"Rabies vaccine, unspecified",False,,
VAC0254,IMOVAX D.T.,False,SNOMED-CT-775641005,"Tetanus diphtheria vaccine, unspecified",True,30,0
VAC0254,IMOVAX D.T.,False,SNOMED-CT-871826000,"Tetanus diphtheria vaccine, unspecified",True,30,0
VAC0255,IMOVAX GRIPPE,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0255,IMOVAX GRIPPE,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0256,IMOVAX MUMPS,False,SNOMED-CT-836498007,"Mumps vaccine, unspecified",True,12,0
VAC0256,IMOVAX MUMPS,False,SNOMED-CT-871737006,"Mumps vaccine, unspecified",True,12,0
VAC0256,IMOVAX MUMPS,False,SNOMED-CT-871738001,"Mumps vaccine, unspecified",True,12,0
VAC0257,IMOVAX PAROTIDITIS,False,SNOMED-CT-836498007,"Mumps vaccine, unspecified",True,12,0
VAC0257,IMOVAX PAROTIDITIS,False,SNOMED-CT-871737006,"Mumps vaccine, unspecified",True,12,0
VAC0257,IMOVAX PAROTIDITIS,False,SNOMED-CT-871738001,"Mumps vaccine, unspecified",True,12,0
VAC0258,IMOVAX R.O.R.,False,SNOMED-CT-2241000221103,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0258,IMOVAX R.O.R.,False,SNOMED-CT-871831003,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0259,IMOVAX Rabies,False,SNOMED-CT-2191000221103,"Rabies vaccine, inactivated, whole virion, cell culture-based, unspecified",True,23,0
VAC0259,IMOVAX Rabies,False,SNOMED-CT-1131000221109,"Rabies vaccine, unspecified",False,,
VAC0259,IMOVAX Rabies,False,SNOMED-CT-836393002,"Rabies vaccine, unspecified",False,,
VAC0259,IMOVAX Rabies,False,SNOMED-CT-871726005,"Rabies vaccine, unspecified",False,,
VAC0260,IMOVAX Rabies I.D.,False,SNOMED-CT-2191000221103,"Rabies vaccine, inactivated, whole virion, cell culture-based, unspecified",True,23,0
VAC0260,IMOVAX Rabies I.D.,False,SNOMED-CT-1131000221109,"Rabies vaccine, unspecified",False,,
VAC0260,IMOVAX Rabies I.D.,False,SNOMED-CT-836393002,"Rabies vaccine, unspecified",False,,
VAC0260,IMOVAX Rabies I.D.,False,SNOMED-CT-871726005,"Rabies vaccine, unspecified",False,,
VAC0261,IMOVAX RAGE,False,SNOMED-CT-1131000221109,"Rabies vaccine, unspecified",True,6,0
VAC0261,IMOVAX RAGE,False,SNOMED-CT-836393002,"Rabies vaccine, unspecified",True,6,0
VAC0261,IMOVAX RAGE,False,SNOMED-CT-871726005,"Rabies vaccine, unspecified",True,6,0
VAC0262,IMOVAX RUBEOLA,False,SNOMED-CT-1297215000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0262,IMOVAX RUBEOLA,False,SNOMED-CT-836388000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0262,IMOVAX RUBEOLA,False,SNOMED-CT-871732000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0263,IMOVAX SARAMPION,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0263,IMOVAX SARAMPION,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0263,IMOVAX SARAMPION,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0264,INFANRIX,False,SNOMED-CT-1297217008,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0264,INFANRIX,False,SNOMED-CT-871875004,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0264,INFANRIX,False,SNOMED-CT-871876003,"Diph-T-aP/ap, unspecified",False,,
VAC0265,INFLU-KOVAX,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0265,INFLU-KOVAX,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0266,INFLUENZA HA VACCINE KOVAX,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0266,INFLUENZA HA VACCINE KOVAX,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0267,IPAD TP,False,SNOMED-CT-871816007,"T.Polio, unspecified",True,4,0
VAC0268,IPOL,False,SNOMED-CT-871740006,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0268,IPOL,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",False,,
VAC0268,IPOL,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",False,,
VAC0270,"Inactivated Polio vaccine, unspecified",True,SNOMED-CT-871740006,"Inactivated Polio vaccine, unspecified",True,18,1
VAC0270,"Inactivated Polio vaccine, unspecified",True,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",False,,
VAC0270,"Inactivated Polio vaccine, unspecified",True,SNOMED-CT-871739009,"Polio vaccine, unspecified",False,,
VAC0271,ISTIVAC,False,SNOMED-CT-1181000221105,"Influenza vaccine, unspecified",True,107,0
VAC0271,ISTIVAC,False,SNOMED-CT-836377006,"Influenza vaccine, unspecified",True,107,0
VAC0272,KAKSOISROKOTE DUBBELVACCIN,False,SNOMED-CT-775641005,"Tetanus diphtheria vaccine, unspecified",True,30,0
VAC0272,KAKSOISROKOTE DUBBELVACCIN,False,SNOMED-CT-871826000,"Tetanus diphtheria vaccine, unspecified",True,30,0
VAC0273,KIKHOSTE-VAKSINE,False,SNOMED-CT-601000221108,"Pertussis vaccine, unspecified",True,7,0
VAC0273,KIKHOSTE-VAKSINE,False,SNOMED-CT-871758000,"Pertussis vaccine, unspecified",True,7,0
VAC0273,KIKHOSTE-VAKSINE,False,SNOMED-CT-871759008,"Pertussis vaccine, unspecified",True,7,0
VAC0274,LANCY VAXINA,False,SNOMED-CT-1269346004,"Smallpox vaccine, unspecified",True,15,0
VAC0274,LANCY VAXINA,False,SNOMED-CT-1290624003,"Smallpox vaccine, unspecified",True,15,0
VAC0274,LANCY VAXINA,False,SNOMED-CT-1290625002,"Smallpox vaccine, unspecified",True,15,0
VAC0274,LANCY VAXINA,False,SNOMED-CT-836389008,"Smallpox vaccine, unspecified",True,15,0
VAC0274,LANCY VAXINA,False,SNOMED-CT-871727001,"Smallpox vaccine, unspecified",True,15,0
VAC0275,LAVANTUU TIROKOTE,False,SNOMED-CT-836390004,"Typhoid vaccine, unspecified",True,21,0
VAC0276,LIOVAX,False,SNOMED-CT-1269346004,"Smallpox vaccine, unspecified",True,15,0
VAC0276,LIOVAX,False,SNOMED-CT-1290624003,"Smallpox vaccine, unspecified",True,15,0
VAC0276,LIOVAX,False,SNOMED-CT-1290625002,"Smallpox vaccine, unspecified",True,15,0
VAC0276,LIOVAX,False,SNOMED-CT-836389008,"Smallpox vaccine, unspecified",True,15,0
VAC0276,LIOVAX,False,SNOMED-CT-871727001,"Smallpox vaccine, unspecified",True,15,0
VAC0277,LIRUBEL,False,SNOMED-CT-2231000221105,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0277,LIRUBEL,False,SNOMED-CT-871817003,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0278,LIRUGEN,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0278,LIRUGEN,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0278,LIRUGEN,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0280,MUMPS-MEASLES VACCINE MICROGEN,False,SNOMED-CT-1252703004,"Measles-mumps vaccine, unspecified",True,9,0
VAC0281,LM - 3 RIT,False,SNOMED-CT-2241000221103,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0281,LM - 3 RIT,False,SNOMED-CT-871831003,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0282,LTEANAS IMUNA,False,SNOMED-CT-1101000221104,"Tetanus vaccine, unspecified",True,36,0
VAC0282,LTEANAS IMUNA,False,SNOMED-CT-2021000221101,"Tetanus vaccine, unspecified",True,36,0
VAC0282,LTEANAS IMUNA,False,SNOMED-CT-777725002,"Tetanus vaccine, unspecified",True,36,0
VAC0282,LTEANAS IMUNA,False,SNOMED-CT-863911006,"Tetanus vaccine, unspecified",True,36,0
VAC0282,LTEANAS IMUNA,False,SNOMED-CT-871742003,"Tetanus vaccine, unspecified",True,36,0
VAC0283,LYMERIX,False,SNOMED-CT-840599008,"Lyme disease vaccine, unspecified",True,4,0
VAC0283,LYMERIX,False,SNOMED-CT-871911001,"Lyme disease vaccine, unspecified",True,4,0
VAC0284,LYOVAC ATTENUVAX,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0284,LYOVAC ATTENUVAX,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0284,LYOVAC ATTENUVAX,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0285,LYOVAC MERUVAX,False,SNOMED-CT-1297215000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0285,LYOVAC MERUVAX,False,SNOMED-CT-836388000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0285,LYOVAC MERUVAX,False,SNOMED-CT-871732000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0286,M-M-R II,False,SNOMED-CT-2241000221103,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0286,M-M-R II,False,SNOMED-CT-871831003,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0287,M-R VAX,False,SNOMED-CT-2231000221105,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0287,M-R VAX,False,SNOMED-CT-871817003,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0288,M-R VAX II,False,SNOMED-CT-2231000221105,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0288,M-R VAX II,False,SNOMED-CT-871817003,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0289,M-VAX PFIZER,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0289,M-VAX PFIZER,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0289,M-VAX PFIZER,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0290,MASERN-IMPFSTOFF SSW,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0290,MASERN-IMPFSTOFF SSW,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0290,MASERN-IMPFSTOFF SSW,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0291,MEASLES VACCINE AIK-C STRAIN POLYVAC,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0291,MEASLES VACCINE AIK-C STRAIN POLYVAC,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0291,MEASLES VACCINE AIK-C STRAIN POLYVAC,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0292,MEASLES VACCINE DK3,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0292,MEASLES VACCINE DK3,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0292,MEASLES VACCINE DK3,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0293,MENAFRIVAC,False,SNOMED-CT-52821000087108,"Meningococcal conjugate vaccine A, unspecified",True,3,0
VAC0293,MENAFRIVAC,False,SNOMED-CT-1252690003,"Meningococcal A vaccine, unspecified",False,,
VAC0294,MENCEVAX A,False,SNOMED-CT-1252690003,"Meningococcal A vaccine, unspecified",True,4,0
VAC0295,MENOMUNE-A/C/Y/W-135,False,SNOMED-CT-871873006,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0296,MENPOVAX 4 A+C+Y+W135,False,SNOMED-CT-871873006,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0297,MENPOVAX A+C,False,SNOMED-CT-871871008,"Meningococcal A + C vaccine, unspecified",True,7,0
VAC0298,MERUVAX,False,SNOMED-CT-1297215000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0298,MERUVAX,False,SNOMED-CT-836388000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0298,MERUVAX,False,SNOMED-CT-871732000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0299,MERUVAX II,False,SNOMED-CT-1297215000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0299,MERUVAX II,False,SNOMED-CT-836388000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0299,MERUVAX II,False,SNOMED-CT-871732000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0300,MEVILIN-L,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0300,MEVILIN-L,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0300,MEVILIN-L,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0301,MMR,False,SNOMED-CT-2241000221103,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0301,MMR,False,SNOMED-CT-871831003,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0303,MONIARIX,False,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",True,8,0
VAC0303,MONIARIX,False,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",True,8,0
VAC0304,MOPAVAC SEVAC,False,SNOMED-CT-1252703004,"Measles-mumps vaccine, unspecified",True,9,0
VAC0305,MOPV,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0305,MOPV,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0306,MORBILVAX,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0306,MORBILVAX,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0306,MORBILVAX,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0307,MORUBEL,False,SNOMED-CT-2231000221105,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0307,MORUBEL,False,SNOMED-CT-871817003,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0308,MORUMAN BERNA PRODUCTS,False,,,,,
VAC0309,MORUPAR,False,SNOMED-CT-2241000221103,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0309,MORUPAR,False,SNOMED-CT-871831003,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0310,MOVIVAC,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0310,MOVIVAC,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0310,MOVIVAC,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0311,MUMATEN BERNA PRODUCTSNA,False,SNOMED-CT-836498007,"Mumps vaccine, unspecified",True,12,0
VAC0311,MUMATEN BERNA PRODUCTSNA,False,SNOMED-CT-871737006,"Mumps vaccine, unspecified",True,12,0
VAC0311,MUMATEN BERNA PRODUCTSNA,False,SNOMED-CT-871738001,"Mumps vaccine, unspecified",True,12,0
VAC0312,MUMPS LIVE,False,SNOMED-CT-836498007,"Mumps vaccine, unspecified",True,12,0
VAC0312,MUMPS LIVE,False,SNOMED-CT-871737006,"Mumps vaccine, unspecified",True,12,0
VAC0312,MUMPS LIVE,False,SNOMED-CT-871738001,"Mumps vaccine, unspecified",True,12,0
VAC0313,MUMPS inactivated,False,,,,,
VAC0315,MUMPSVAX,False,SNOMED-CT-836498007,"Mumps vaccine, unspecified",True,12,0
VAC0315,MUMPSVAX,False,SNOMED-CT-871737006,"Mumps vaccine, unspecified",True,12,0
VAC0315,MUMPSVAX,False,SNOMED-CT-871738001,"Mumps vaccine, unspecified",True,12,0
VAC0317,NABI-HB,False,,,,,
VAC0318,NOTHAV,False,SNOMED-CT-1010308001,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0318,NOTHAV,False,SNOMED-CT-1010318006,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0318,NOTHAV,False,SNOMED-CT-836375003,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0318,NOTHAV,False,SNOMED-CT-91000221102,"Inactivated hepatitis A vaccine, unspecified",True,12,0
VAC0318,NOTHAV,False,SNOMED-CT-865997008,"Hepatitis A vaccine, unspecified",False,,
VAC0318,NOTHAV,False,SNOMED-CT-871751006,"Hepatitis A vaccine, unspecified",False,,
VAC0319,OMNIHIB,False,SNOMED-CT-2041000221105,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0319,OMNIHIB,False,SNOMED-CT-836380007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0319,OMNIHIB,False,SNOMED-CT-871764007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0320,"OPV 1-2-3, unspecified",True,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0320,"OPV 1-2-3, unspecified",True,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0321,ORIMUNE,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",True,27,0
VAC0321,ORIMUNE,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",True,27,0
VAC0322,PARIORIX,False,SNOMED-CT-836498007,"Mumps vaccine, unspecified",True,12,0
VAC0322,PARIORIX,False,SNOMED-CT-871737006,"Mumps vaccine, unspecified",True,12,0
VAC0322,PARIORIX,False,SNOMED-CT-871738001,"Mumps vaccine, unspecified",True,12,0
VAC0323,PAVIVAC-SEVAC,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0323,PAVIVAC-SEVAC,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0323,PAVIVAC-SEVAC,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0324,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,SNOMED-CT-1052328007,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,4,1
VAC0324,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,SNOMED-CT-1801000221105,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC0324,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0324,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0325,PEDIARIX,False,SNOMED-CT-871891001,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,0
VAC0326,PEDVAXHIB,False,SNOMED-CT-2041000221105,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0326,PEDVAXHIB,False,SNOMED-CT-836380007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0326,PEDVAXHIB,False,SNOMED-CT-871764007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0327,PENTA,False,SNOMED-CT-2091000221104,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0327,PENTA,False,SNOMED-CT-871888001,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0327,PENTA,False,SNOMED-CT-871887006,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",False,,
VAC0328,PENTACEL,False,SNOMED-CT-2091000221104,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0328,PENTACEL,False,SNOMED-CT-871888001,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0328,PENTACEL,False,SNOMED-CT-871887006,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",False,,
VAC0330,PENTACT-HIB,False,SNOMED-CT-871887006,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,8,0
VAC0332,PENTAVALENTE,False,SNOMED-CT-871886002,"DTPerHibHepB pentavalent vaccine, unspecified",True,17,0
VAC0333,PFIZER VAX-MEASLES K INACTIVATED,False,,,,,
VAC0334,PFIZER VAX-MEASLES L,False,SNOMED-CT-836382004,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0334,PFIZER VAX-MEASLES L,False,SNOMED-CT-871765008,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0334,PFIZER VAX-MEASLES L,False,SNOMED-CT-871766009,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0335,PLUSERIX,False,SNOMED-CT-2241000221103,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0335,PLUSERIX,False,SNOMED-CT-871831003,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0336,PNEUMOVAX,False,SNOMED-CT-1119220001,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0336,PNEUMOVAX,False,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0336,PNEUMOVAX,False,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0337,PNU-IMUNE 23,False,SNOMED-CT-1119220001,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0337,PNU-IMUNE 23,False,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0337,PNU-IMUNE 23,False,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0338,POLIACEL,False,SNOMED-CT-2091000221104,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0338,POLIACEL,False,SNOMED-CT-871888001,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0338,POLIACEL,False,SNOMED-CT-871887006,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",False,,
VAC0339,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,SNOMED-CT-1119220001,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,1
VAC0339,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0339,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0341,PREVNAR,False,SNOMED-CT-1052328007,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,4,0
VAC0341,PREVNAR,False,SNOMED-CT-1801000221105,"Pneumococcal conjugate vaccine, serotypes unspecified",False,,
VAC0341,PREVNAR,False,SNOMED-CT-836398006,"Pneumococcal vaccine, unspecified",False,,
VAC0341,PREVNAR,False,SNOMED-CT-981000221107,"Pneumococcal vaccine, unspecified",False,,
VAC0343,ProHIBiT,False,SNOMED-CT-2041000221105,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0343,ProHIBiT,False,SNOMED-CT-836380007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0343,ProHIBiT,False,SNOMED-CT-871764007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0344,"PRP-OMP Hib vaccine, unspecified",True,SNOMED-CT-2041000221105,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0344,"PRP-OMP Hib vaccine, unspecified",True,SNOMED-CT-836380007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0344,"PRP-OMP Hib vaccine, unspecified",True,SNOMED-CT-871764007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0345,"Hib PRP-T conjugated vaccine, unspecified",True,SNOMED-CT-2041000221105,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0345,"Hib PRP-T conjugated vaccine, unspecified",True,SNOMED-CT-836380007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0345,"Hib PRP-T conjugated vaccine, unspecified",True,SNOMED-CT-871764007,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0346,PURIVAX,False,SNOMED-CT-871740006,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0346,PURIVAX,False,SNOMED-CT-1031000221108,"Polio vaccine, unspecified",False,,
VAC0346,PURIVAX,False,SNOMED-CT-871739009,"Polio vaccine, unspecified",False,,
VAC0347,QUADRACEL,False,SNOMED-CT-318351000221106,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0347,QUADRACEL,False,SNOMED-CT-871883005,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0347,QUADRACEL,False,SNOMED-CT-871878002,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",False,,
VAC0348,QUADRACEL/HIBEST,False,SNOMED-CT-2091000221104,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0348,QUADRACEL/HIBEST,False,SNOMED-CT-871888001,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0348,QUADRACEL/HIBEST,False,SNOMED-CT-871887006,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",False,,
VAC0349,QUADRIGEN,False,SNOMED-CT-871878002,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,7,0
VAC0350,QUATRO-VIRELON,False,SNOMED-CT-318351000221106,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0350,QUATRO-VIRELON,False,SNOMED-CT-871883005,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0350,QUATRO-VIRELON,False,SNOMED-CT-871878002,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",False,,
VAC0351,QUINTUPLE,False,SNOMED-CT-2081000221102,"DTaPHibHepB pentavalent vaccine, unspecified",True,3,0
VAC0351,QUINTUPLE,False,SNOMED-CT-871886002,"DTPerHibHepB pentavalent vaccine, unspecified",False,,
VAC0352,R-HB VACCINE,False,SNOMED-CT-1296677004,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC0352,R-HB VACCINE,False,SNOMED-CT-1296676008,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0352,R-HB VACCINE,False,SNOMED-CT-1304283008,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0352,R-HB VACCINE,False,SNOMED-CT-836374004,"Hepatitis B vaccine, unspecified",False,,
VAC0352,R-HB VACCINE,False,SNOMED-CT-871822003,"Hepatitis B vaccine, unspecified",False,,
VAC0352,R-HB VACCINE,False,SNOMED-CT-871925000,"Hepatitis B vaccine, unspecified",False,,
VAC0353,R-VAC,False,SNOMED-CT-1297215000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0353,R-VAC,False,SNOMED-CT-836388000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0353,R-VAC,False,SNOMED-CT-871732000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0354,RA27/3,False,SNOMED-CT-1297215000,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0354,RA27/3,False,SNOMED-CT-836388000,"Rubella vaccine, live attenuated, unspecified",True,21,0
