NUVA,NUVA label,IsAbstract,SCT_NUVA,SCT_NUVA label,Best,Blur,Equiv
VAC0364,RUBEATEN BERNA PRODUCTS,False,SCT_NUVA-2091002000101,"Rubella vaccine, live attenuated, unspecified",False,,
VAC0365,RUBELLA VACCINE MICROGEN,False,SCT_NUVA-4881002000104,RUBELLA VACCINE MICROGEN,True,1,1
VAC0365,RUBELLA VACCINE MICROGEN,False,SCT_NUVA-2091002000101,"Rubella vaccine, live attenuated, unspecified",False,,
VAC0366,RUBELLA-KOVAX,False,SCT_NUVA-4891002000101,RUBELLA-KOVAX,True,1,1
VAC0366,RUBELLA-KOVAX,False,SCT_NUVA-2091002000101,"Rubella vaccine, live attenuated, unspecified",False,,
VAC0367,RUBELLOVAC,False,SCT_NUVA-4901002000102,RUBELLOVAC,True,1,1
VAC0367,RUBELLOVAC,False,SCT_NUVA-2091002000101,"Rubella vaccine, live attenuated, unspecified",False,,
VAC0368,RUBELOGEN,False,SCT_NUVA-4911002000104,RUBELOGEN,True,1,1
VAC0368,RUBELOGEN,False,SCT_NUVA-2091002000101,"Rubella vaccine, live attenuated, unspecified",False,,
VAC0369,RUBEOVAX,False,SCT_NUVA-4921002000105,RUBEOVAX,True,1,1
VAC0369,RUBEOVAX,False,SCT_NUVA-2101002000105,"Live attenuated measles vaccine, unspecified",False,,
VAC0370,RVA RABIES VACCINE ABSORBED BIOPORT,False,SCT_NUVA-4931002000108,RVA RABIES VACCINE ABSORBED BIOPORT,True,1,1
VAC0370,RVA RABIES VACCINE ABSORBED BIOPORT,False,SCT_NUVA-2281002000109,"Rabies vaccine, unspecified",False,,
VAC0371,POLIO SABIN GSK,False,SCT_NUVA-4941002000100,POLIO SABIN GSK,True,1,1
VAC0371,POLIO SABIN GSK,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0371,POLIO SABIN GSK,False,SCT_NUVA-4431002000102,"OPV 1-2-3, unspecified",False,,
VAC0371,POLIO SABIN GSK,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0372,SAHIA,False,SCT_NUVA-4951002000103,SAHIA,True,1,1
VAC0372,SAHIA,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0372,SAHIA,False,SCT_NUVA-4431002000102,"OPV 1-2-3, unspecified",False,,
VAC0372,SAHIA,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0373,SALK,False,SCT_NUVA-4961002000101,SALK,True,1,1
VAC0373,SALK,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0373,SALK,False,SCT_NUVA-3891002000104,"Inactivated Polio vaccine, unspecified",False,,
VAC0374,SANDOVAC,False,SCT_NUVA-4971002000106,SANDOVAC,True,1,1
VAC0374,SANDOVAC,False,SCT_NUVA-11131002000105,"Trivalent inactivated influenza vaccine, unspecified",False,,
VAC0374,SANDOVAC,False,SCT_NUVA-2051002000105,"Influenza vaccine, unspecified",False,,
VAC0374,SANDOVAC,False,SCT_NUVA-9811002000105,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0375,SEROBACTERIN,False,SCT_NUVA-4981002000109,SEROBACTERIN,True,1,1
VAC0375,SEROBACTERIN,False,SCT_NUVA-14381002000106,"Cholera and typhoid vaccine, injectable, unspecified",False,,
VAC0376,SHANCHOL,False,SCT_NUVA-5011002000104,SHANCHOL,True,1,1
VAC0376,SHANCHOL,False,SCT_NUVA-11421002000100,"Inactivated whole virion oral cholera vaccine, unspecified",False,,
VAC0376,SHANCHOL,False,SCT_NUVA-13631002000100,"Whole inactivated Cholera vaccine, unspecified",False,,
VAC0376,SHANCHOL,False,SCT_NUVA-15281002000102,"Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified",False,,
VAC0376,SHANCHOL,False,SCT_NUVA-2491002000106,"Cholera vaccine, unspecified",False,,
VAC0377,TRIPLE ANTIGEN SII,False,SCT_NUVA-5021002000105,TRIPLE ANTIGEN SII,True,1,1
VAC0377,TRIPLE ANTIGEN SII,False,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",False,,
VAC0377,TRIPLE ANTIGEN SII,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0378,SYNAGIS 100 mg (PALIZIVUMAB),False,SCT_NUVA-5041002000100,SYNAGIS 100 mg (PALIZIVUMAB),True,1,1
VAC0378,SYNAGIS 100 mg (PALIZIVUMAB),False,SCT_NUVA-11101002000104,"Respiratory Syncytial Virus monoclonal antibody, unspecified",False,,
VAC0378,SYNAGIS 100 mg (PALIZIVUMAB),False,SCT_NUVA-13091002000109,"RSV antibody or vaccine, unspecified",False,,
VAC0378,SYNAGIS 100 mg (PALIZIVUMAB),False,SCT_NUVA-14821002000101,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",False,,
VAC0379,T-IMMUN,False,SCT_NUVA-5051002000103,T-IMMUN,True,1,1
VAC0379,T-IMMUN,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0380,"T.Polio, unspecified",True,SCT_NUVA-5061002000101,"T.Polio, unspecified",True,1,1
VAC0382,"Tetanus diphtheria vaccine, unspecified",True,SCT_NUVA-5071002000106,"Tetanus diphtheria vaccine, unspecified",True,1,1
VAC0383,ANATOXAL TE,False,SCT_NUVA-5081002000109,ANATOXAL TE,True,1,1
VAC0383,ANATOXAL TE,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0384,TE/VAC/PTAP,False,SCT_NUVA-5091002000107,TE/VAC/PTAP,True,1,1
VAC0384,TE/VAC/PTAP,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0385,TELVACLPTAP,False,SCT_NUVA-5101002000103,TELVACLPTAP,True,1,1
VAC0385,TELVACLPTAP,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0386,TETAMYN,False,SCT_NUVA-5111002000100,TETAMYN,True,1,1
VAC0386,TETAMYN,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0387,TETANOL,False,SCT_NUVA-5121002000106,TETANOL,True,1,1
VAC0387,TETANOL,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0388,TETASORBAT SSW,False,SCT_NUVA-5131002000109,TETASORBAT SSW,True,1,1
VAC0388,TETASORBAT SSW,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0389,TETAMUN SSW,False,SCT_NUVA-5141002000101,TETAMUN SSW,True,1,1
VAC0389,TETAMUN SSW,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0390,TETRACT-HIB,False,SCT_NUVA-5151002000104,TETRACT-HIB,True,1,1
VAC0390,TETRACT-HIB,False,SCT_NUVA-14201002000105,"Quadrivalent DTPeP vaccine - Diphtheria-Tetanus-Pertussis-Hib PRP, unspecified",False,,
VAC0390,TETRACT-HIB,False,SCT_NUVA-9161002000104,"DTwPHib, unspecified",False,,
VAC0390,TETRACT-HIB,False,SCT_NUVA-9501002000105,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0391,TETRAMUNE,False,SCT_NUVA-5161002000102,TETRAMUNE,True,1,1
VAC0391,TETRAMUNE,False,SCT_NUVA-14271002000101,"Quadrivalent DTPeHib- Diphtheria-Tetanus-Pertussis-Hib OC vaccine, unspecified",False,,
VAC0391,TETRAMUNE,False,SCT_NUVA-9161002000104,"DTwPHib, unspecified",False,,
VAC0391,TETRAMUNE,False,SCT_NUVA-9501002000105,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0392,TETRAVAX,False,SCT_NUVA-5171002000107,TETRAVAX,True,1,1
VAC0392,TETRAVAX,False,SCT_NUVA-14101002000102,"Quadrivalent DTPeP vaccine - Diphtheria-Tetanus-Pertussis-Polio, unspecified",False,,
VAC0392,TETRAVAX,False,SCT_NUVA-2391002000103,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",False,,
VAC0393,TICE BCG,False,SCT_NUVA-5181002000105,TICE BCG,True,1,1
VAC0393,TICE BCG,False,SCT_NUVA-2321002000100,"BCG vaccine, unspecified",False,,
VAC0394,TIG,False,SCT_NUVA-5201002000106,TIG,True,1,1
VAC0394,TIG,False,SCT_NUVA-6231002000109,"Tetanus immunoglobulin, unspecified",False,,
VAC0395,TITIFICA,False,SCT_NUVA-5211002000109,TITIFICA,True,1,1
VAC0395,TITIFICA,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0395,TITIFICA,False,SCT_NUVA-9761002000100,"Typhoid-Paratyphoid vaccine, unspecified",False,,
VAC0396,BIOPOLIO,False,SCT_NUVA-5221002000103,BIOPOLIO,True,1,1
VAC0396,BIOPOLIO,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0396,BIOPOLIO,False,SCT_NUVA-4431002000102,"OPV 1-2-3, unspecified",False,,
VAC0396,BIOPOLIO,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0397,TRESIVAC LYOPHILIZED,False,SCT_NUVA-5231002000100,TRESIVAC LYOPHILIZED,True,1,1
VAC0397,TRESIVAC LYOPHILIZED,False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0398,TRI-IMMUNOL,False,SCT_NUVA-5241002000108,TRI-IMMUNOL,True,1,1
VAC0398,TRI-IMMUNOL,False,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",False,,
VAC0398,TRI-IMMUNOL,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0399,TRIACEL,False,SCT_NUVA-5251002000105,TRIACEL,True,1,1
VAC0399,TRIACEL,False,SCT_NUVA-10231002000105,"Diphtheria-Tetanus-Polio vaccine, unspecified",False,,
VAC0399,TRIACEL,False,SCT_NUVA-1701002000102,"DTIPV vaccine, unspecified",False,,
VAC0400,TRIACELLUVAX,False,SCT_NUVA-5261002000107,TRIACELLUVAX,True,1,1
VAC0400,TRIACELLUVAX,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0400,TRIACELLUVAX,False,SCT_NUVA-7281002000107,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",False,,
VAC0400,TRIACELLUVAX,False,SCT_NUVA-9471002000100,"Diph-T-aP/ap, unspecified",False,,
VAC0401,TRIHIBIT,False,SCT_NUVA-5271002000102,TRIHIBIT,True,1,1
VAC0401,TRIHIBIT,False,SCT_NUVA-10241002000102,"DTaPHib vaccine, unspecified",False,,
VAC0401,TRIHIBIT,False,SCT_NUVA-14231002000104,"Quadrivalent DTPaHib- Diphtheria-Tetanus-Pertussis-Hib PRP vaccine, unspecified",False,,
VAC0401,TRIHIBIT,False,SCT_NUVA-9501002000105,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0403,TRINIVAC,False,SCT_NUVA-5281002000104,TRINIVAC,True,1,1
VAC0403,TRINIVAC,False,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",False,,
VAC0403,TRINIVAC,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0404,TRIPACEL,False,SCT_NUVA-5291002000101,TRIPACEL,True,1,1
VAC0404,TRIPACEL,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0404,TRIPACEL,False,SCT_NUVA-7281002000107,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",False,,
VAC0404,TRIPACEL,False,SCT_NUVA-9471002000100,"Diph-T-aP/ap, unspecified",False,,
VAC0405,TRIPEDIA,False,SCT_NUVA-5301002000100,TRIPEDIA,True,1,1
VAC0405,TRIPEDIA,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0405,TRIPEDIA,False,SCT_NUVA-7281002000107,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",False,,
VAC0405,TRIPEDIA,False,SCT_NUVA-9471002000100,"Diph-T-aP/ap, unspecified",False,,
VAC0407,TRIPLE,False,SCT_NUVA-5311002000102,TRIPLE,True,1,1
VAC0407,TRIPLE,False,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",False,,
VAC0407,TRIPLE,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0408,TRIPLE ANTIGEN,False,SCT_NUVA-5321002000108,TRIPLE ANTIGEN,True,1,1
VAC0408,TRIPLE ANTIGEN,False,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",False,,
VAC0408,TRIPLE ANTIGEN,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0409,TRIPLE SABIN,False,SCT_NUVA-5331002000106,TRIPLE SABIN,True,1,1
VAC0409,TRIPLE SABIN,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0409,TRIPLE SABIN,False,SCT_NUVA-4431002000102,"OPV 1-2-3, unspecified",False,,
VAC0409,TRIPLE SABIN,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0410,TRIPLE VIRAL,False,SCT_NUVA-5341002000103,TRIPLE VIRAL,True,1,1
VAC0410,TRIPLE VIRAL,False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0411,TRIVACUNA LETI,False,SCT_NUVA-5351002000101,TRIVACUNA LETI,True,1,1
VAC0411,TRIVACUNA LETI,False,SCT_NUVA-2351002000107,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",False,,
VAC0411,TRIVACUNA LETI,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0412,TRIVAX,False,SCT_NUVA-5361002000104,TRIVAX,True,1,1
VAC0412,TRIVAX,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0412,TRIVAX,False,SCT_NUVA-7281002000107,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",False,,
VAC0412,TRIVAX,False,SCT_NUVA-9471002000100,"Diph-T-aP/ap, unspecified",False,,
VAC0413,TRIVAX-AD,False,SCT_NUVA-5371002000109,TRIVAX-AD,True,1,1
VAC0413,TRIVAX-AD,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0413,TRIVAX-AD,False,SCT_NUVA-7281002000107,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",False,,
VAC0413,TRIVAX-AD,False,SCT_NUVA-9471002000100,"Diph-T-aP/ap, unspecified",False,,
VAC0414,TRIVAX-HIB,False,SCT_NUVA-5381002000107,TRIVAX-HIB,True,1,1
VAC0414,TRIVAX-HIB,False,SCT_NUVA-10241002000102,"DTaPHib vaccine, unspecified",False,,
VAC0414,TRIVAX-HIB,False,SCT_NUVA-14231002000104,"Quadrivalent DTPaHib- Diphtheria-Tetanus-Pertussis-Hib PRP vaccine, unspecified",False,,
VAC0414,TRIVAX-HIB,False,SCT_NUVA-9501002000105,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0415,TRIVB,False,SCT_NUVA-5391002000105,TRIVB,True,1,1
VAC0415,TRIVB,False,SCT_NUVA-10231002000105,"Diphtheria-Tetanus-Polio vaccine, unspecified",False,,
VAC0415,TRIVB,False,SCT_NUVA-1701002000102,"DTIPV vaccine, unspecified",False,,
VAC0416,TRIVIRATEN,False,SCT_NUVA-5401002000107,TRIVIRATEN,True,1,1
VAC0416,TRIVIRATEN,False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0417,TRIVIVAC SEVAC,False,SCT_NUVA-5411002000105,TRIVIVAC SEVAC,True,1,1
VAC0417,TRIVIVAC SEVAC,False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0418,TRIVIVAC Y,False,SCT_NUVA-5421002000104,TRIVIVAC Y,True,1,1
VAC0418,TRIVIVAC Y,False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0419,SHANTT,False,SCT_NUVA-5431002000101,SHANTT,True,1,1
VAC0419,SHANTT,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0420,BIO-TT,False,SCT_NUVA-5441002000109,BIO-TT,True,1,1
VAC0420,BIO-TT,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0421,TUSSITRUPIN FORTE,False,SCT_NUVA-5451002000106,TUSSITRUPIN FORTE,True,1,1
VAC0421,TUSSITRUPIN FORTE,False,SCT_NUVA-2771002000100,"Whole-cell inactivated pertussis vaccine, unspecified",False,,
VAC0421,TUSSITRUPIN FORTE,False,SCT_NUVA-9461002000105,"Pertussis vaccine, unspecified",False,,
VAC0423,TWINRIX JUNIOR,False,SCT_NUVA-5461002000108,TWINRIX JUNIOR,True,1,1
VAC0423,TWINRIX JUNIOR,False,SCT_NUVA-7791002000102,"Hepatitis A + Hepatitis B vaccine Child, unspecified",False,,
VAC0423,TWINRIX JUNIOR,False,SCT_NUVA-9871002000103,"Combined hepatitis A and hepatitis B vaccine, unspecified",False,,
VAC0424,"Live attenuated oral typhoid vaccine, unspecified",True,SCT_NUVA-5481002000100,"Live attenuated oral typhoid vaccine, unspecified",True,1,1
VAC0424,"Live attenuated oral typhoid vaccine, unspecified",True,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0425,TYNE,False,SCT_NUVA-5491002000102,TYNE,True,1,1
VAC0425,TYNE,False,SCT_NUVA-2321002000100,"BCG vaccine, unspecified",False,,
VAC0426,TYPHOID VACCINE WYETH,False,SCT_NUVA-5501002000108,TYPHOID VACCINE WYETH,True,1,1
VAC0426,TYPHOID VACCINE WYETH,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0426,TYPHOID VACCINE WYETH,False,SCT_NUVA-9751002000102,"Inactivated Typhoid vaccine, unspecified",False,,
VAC0427,TYPHOID-KOVAX,False,SCT_NUVA-5511002000106,TYPHOID-KOVAX,True,1,1
VAC0427,TYPHOID-KOVAX,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0427,TYPHOID-KOVAX,False,SCT_NUVA-8561002000101,"Typhoid polysaccharide vaccine, unspecified",False,,
VAC0428,VA-MENGOC-BC,False,SCT_NUVA-5521002000100,VA-MENGOC-BC,True,1,1
VAC0428,VA-MENGOC-BC,False,SCT_NUVA-14891002000104,Vaccine against meningococcal serogroups B (outer membrane vesicle proteins) and C,False,,
VAC0429,VACCIN COMBINAT DIFTERO-TETANIC,False,SCT_NUVA-5531002000102,VACCIN COMBINAT DIFTERO-TETANIC,True,1,1
VAC0429,VACCIN COMBINAT DIFTERO-TETANIC,False,SCT_NUVA-2361002000109,"DT vaccine, unspecified",False,,
VAC0429,VACCIN COMBINAT DIFTERO-TETANIC,False,SCT_NUVA-5071002000106,"Tetanus diphtheria vaccine, unspecified",False,,
VAC0430,VACCIN DIFTERIC ADSORBIT,False,SCT_NUVA-5541002000105,VACCIN DIFTERIC ADSORBIT,True,1,1
VAC0430,VACCIN DIFTERIC ADSORBIT,False,SCT_NUVA-7811002000103,"Diphtheria vaccine, unspecified",False,,
VAC0431,VACCINUM MORBILLORUM VIVUM,False,SCT_NUVA-5551002000107,VACCINUM MORBILLORUM VIVUM,True,1,1
VAC0431,VACCINUM MORBILLORUM VIVUM,False,SCT_NUVA-2101002000105,"Live attenuated measles vaccine, unspecified",False,,
VAC0432,VACINA DUPLA,False,SCT_NUVA-5561002000109,VACINA DUPLA,True,1,1
VAC0432,VACINA DUPLA,False,SCT_NUVA-2361002000109,"DT vaccine, unspecified",False,,
VAC0432,VACINA DUPLA,False,SCT_NUVA-5071002000106,"Tetanus diphtheria vaccine, unspecified",False,,
VAC0433,VACINA TRIPLICE,False,SCT_NUVA-5571002000104,VACINA TRIPLICE,True,1,1
VAC0433,VACINA TRIPLICE,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0434,VACINA TRIPLICE VIRAL,False,SCT_NUVA-5581002000101,VACINA TRIPLICE VIRAL,True,1,1
VAC0434,VACINA TRIPLICE VIRAL,False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0435,VAKSIN CACAR,False,SCT_NUVA-5591002000103,VAKSIN CACAR,True,1,1
VAC0435,VAKSIN CACAR,False,SCT_NUVA-13801002000107,"1st generation live smallpox vaccine, unspecified",False,,
VAC0435,VAKSIN CACAR,False,SCT_NUVA-2311002000106,"Smallpox vaccine, unspecified",False,,
VAC0436,VAKSIN CAMPAK KERING,False,SCT_NUVA-5601002000109,VAKSIN CAMPAK KERING,True,1,1
VAC0436,VAKSIN CAMPAK KERING,False,SCT_NUVA-2101002000105,"Live attenuated measles vaccine, unspecified",False,,
VAC0437,VAKSIN KOTIPA,False,SCT_NUVA-5611002000107,VAKSIN KOTIPA,True,1,1
VAC0437,VAKSIN KOTIPA,False,SCT_NUVA-9591002000100,"Cholera-Typhoid inactivated vaccine, unspecified",False,,
VAC0438,VAKSIN SERAP,False,SCT_NUVA-5621002000101,VAKSIN SERAP,True,1,1
VAC0438,VAKSIN SERAP,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0439,VAMOAVAX,False,SCT_NUVA-5631002000103,VAMOAVAX,True,1,1
VAC0439,VAMOAVAX,False,SCT_NUVA-7401002000104,"Measles-mumps vaccine, unspecified",False,,
VAC0441,SKYVARICELLA INJ,False,SCT_NUVA-5641002000106,SKYVARICELLA INJ,True,1,1
VAC0441,SKYVARICELLA INJ,False,SCT_NUVA-2711002000107,"Chickenpox vaccine, unspecified",False,,
VAC0442,VARICELLON,False,SCT_NUVA-5661002000105,VARICELLON,True,1,1
VAC0442,VARICELLON,False,SCT_NUVA-10331002000104,"Varicella-Zoster immunoglobulin, unspecified",False,,
VAC0443,SEVAC VARIE,False,SCT_NUVA-5671002000100,SEVAC VARIE,True,1,1
VAC0443,SEVAC VARIE,False,SCT_NUVA-13801002000107,"1st generation live smallpox vaccine, unspecified",False,,
VAC0443,SEVAC VARIE,False,SCT_NUVA-2311002000106,"Smallpox vaccine, unspecified",False,,
VAC0444,VAXEM-HIB,False,SCT_NUVA-5681002000102,VAXEM-HIB,True,1,1
VAC0444,VAXEM-HIB,False,SCT_NUVA-11041002000101,"Hib hbOC vaccine, unspecified",False,,
VAC0444,VAXEM-HIB,False,SCT_NUVA-2471002000105,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0445,VAXIPAR,False,SCT_NUVA-5691002000104,VAXIPAR,True,1,1
VAC0445,VAXIPAR,False,SCT_NUVA-2611002000101,"Mumps vaccine, unspecified",False,,
VAC0446,VCDT,False,SCT_NUVA-5701002000104,VCDT,True,1,1
VAC0446,VCDT,False,SCT_NUVA-2361002000109,"DT vaccine, unspecified",False,,
VAC0446,VCDT,False,SCT_NUVA-5071002000106,"Tetanus diphtheria vaccine, unspecified",False,,
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,False,SCT_NUVA-5711002000101,VDA VACCIN DIFTERIC ADSORBIT,True,1,1
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,False,SCT_NUVA-14241002000107,"Diphtheria toxoid, standard dose, unspecified",False,,
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,False,SCT_NUVA-7811002000103,"Diphtheria vaccine, unspecified",False,,
VAC0448,VICPS (TYPHIM VI),False,SCT_NUVA-5721002000107,VICPS (TYPHIM VI),True,1,1
VAC0448,VICPS (TYPHIM VI),False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0448,VICPS (TYPHIM VI),False,SCT_NUVA-8561002000101,"Typhoid polysaccharide vaccine, unspecified",False,,
VAC0449,VIRELON T 20,False,SCT_NUVA-5731002000105,VIRELON T 20,True,1,1
VAC0449,VIRELON T 20,False,SCT_NUVA-2341002000105,"Polio vaccine, unspecified",False,,
VAC0449,VIRELON T 20,False,SCT_NUVA-4431002000102,"OPV 1-2-3, unspecified",False,,
VAC0449,VIRELON T 20,False,SCT_NUVA-9531002000104,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA",False,SCT_NUVA-5741002000102,"VIROVAC MASSLING, PEROTID, RUBELLA",True,1,1
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA",False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0451,VIVOTIF,False,SCT_NUVA-5751002000100,VIVOTIF,True,1,1
VAC0451,VIVOTIF,False,SCT_NUVA-2081002000104,"Typhoid vaccine, unspecified",False,,
VAC0451,VIVOTIF,False,SCT_NUVA-5481002000100,"Live attenuated oral typhoid vaccine, unspecified",False,,
VAC0452,VT (VACINA TRIPLICE),False,SCT_NUVA-5761002000103,VT (VACINA TRIPLICE),True,1,1
VAC0452,VT (VACINA TRIPLICE),False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0453,VTV (VACINA TRIPLICE VIRAL),False,SCT_NUVA-5771002000108,VTV (VACINA TRIPLICE VIRAL),True,1,1
VAC0453,VTV (VACINA TRIPLICE VIRAL),False,SCT_NUVA-2261002000101,"MMR vaccine, live attenuated, unspecified",False,,
VAC0454,VVR CANTACUZINO,False,SCT_NUVA-5781002000106,VVR CANTACUZINO,True,1,1
VAC0454,VVR CANTACUZINO,False,SCT_NUVA-2101002000105,"Live attenuated measles vaccine, unspecified",False,,
VAC0456,WELLTRIVAX TRIVALENTE,False,SCT_NUVA-5791002000109,WELLTRIVAX TRIVALENTE,True,1,1
VAC0456,WELLTRIVAX TRIVALENTE,False,SCT_NUVA-7271002000109,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0457,YF-VAX,False,SCT_NUVA-5801002000105,YF-VAX,True,1,1
VAC0457,YF-VAX,False,SCT_NUVA-2061002000107,"Yellow fever vaccine, unspecified",False,,
VAC0458,ZAANTIDE antitoxin,False,SCT_NUVA-5821002000102,ZAANTIDE antitoxin,True,1,1
VAC0458,ZAANTIDE antitoxin,False,SCT_NUVA-10361002000106,"Diphtheria antitoxin, unspecified",False,,
VAC0459,ZAANTITE,False,SCT_NUVA-5831002000104,ZAANTITE,True,1,1
VAC0459,ZAANTITE,False,SCT_NUVA-2291002000107,"Tetanus vaccine, unspecified",False,,
VAC0460,ZADITEADVAX,False,SCT_NUVA-5841002000107,ZADITEADVAX,True,1,1
VAC0460,ZADITEADVAX,False,SCT_NUVA-2361002000109,"DT vaccine, unspecified",False,,
VAC0460,ZADITEADVAX,False,SCT_NUVA-5071002000106,"Tetanus diphtheria vaccine, unspecified",False,,
VAC0461,ZADITEVAX,False,SCT_NUVA-5851002000109,ZADITEVAX,True,1,1
VAC0461,ZADITEVAX,False,SCT_NUVA-2361002000109,"DT vaccine, unspecified",False,,
