NUVA;NUVA label;IsAbstract;CVC;CVC label;Best;Blur;Equiv
VAC0372;SAHIA;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0372;SAHIA;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0373;SALK;False;CVC-125688000;Inactivated Polio vaccine, unspecified;True;14;0
VAC0373;SALK;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0374;SANDOVAC;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0375;SEROBACTERIN;False;;;;
VAC0376;SHANCHOL;False;CVC-35736007;Cholera vaccine, unspecified;True;20;0
VAC0377;TRIPLE ANTIGEN SII;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0378;SYNAGIS 100 mg (PALIZIVUMAB);False;CVC-19411000087103;SYNAGIS 100 mg (PALIZIVUMAB);True;1;1
VAC0378;SYNAGIS 100 mg (PALIZIVUMAB);False;CVC-108725001;Respiratory Syncytial Virus monoclonal antibody, unspecified;False;;
VAC0379;T-IMMUN;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0380;T.Polio, unspecified;True;CVC-7751000087104;T.Polio, unspecified;True;4;1
VAC0382;Tetanus diphtheria vaccine, unspecified;True;;;;
VAC0383;ANATOXAL TE;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0384;TE/VAC/PTAP;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0385;TELVACLPTAP;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0386;TETAMYN;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0387;TETANOL;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0388;TETASORBAT SSW;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0389;TETAMUN SSW;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0390;TETRACT-HIB;False;;;;
VAC0391;TETRAMUNE;False;;;;
VAC0392;TETRAVAX;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;True;7;0
VAC0393;TICE BCG;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC0394;TIG;False;CVC-86337009;Tetanus immunoglobulin, unspecified;True;6;0
VAC0395;TITIFICA;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0396;BIOPOLIO;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0396;BIOPOLIO;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0397;TRESIVAC LYOPHILIZED;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0398;TRI-IMMUNOL;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0399;TRIACEL;False;CVC-7901000087103;DTIPV vaccine, unspecified;True;9;0
VAC0400;TRIACELLUVAX;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0400;TRIACELLUVAX;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0401;TRIHIBIT;False;CVC-8211000087108;DTaPHib vaccine, unspecified;True;5;0
VAC0403;TRINIVAC;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0404;TRIPACEL;False;CVC-28721000087103;TRIPACEL;True;1;1
VAC0404;TRIPACEL;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0404;TRIPACEL;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;False;;
VAC0405;TRIPEDIA;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0405;TRIPEDIA;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0407;TRIPLE;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0408;TRIPLE ANTIGEN;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0409;TRIPLE SABIN;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0409;TRIPLE SABIN;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0410;TRIPLE VIRAL;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0411;TRIVACUNA LETI;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0412;TRIVAX;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0412;TRIVAX;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0413;TRIVAX-AD;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;True;12;0
VAC0413;TRIVAX-AD;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0414;TRIVAX-HIB;False;CVC-8211000087108;DTaPHib vaccine, unspecified;True;5;0
VAC0415;TRIVB;False;CVC-7901000087103;DTIPV vaccine, unspecified;True;9;0
VAC0416;TRIVIRATEN;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0417;TRIVIVAC SEVAC;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0418;TRIVIVAC Y;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0419;SHANTT;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0420;BIO-TT;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0421;TUSSITRUPIN FORTE;False;CVC-61602008;Pertussis vaccine, unspecified;True;7;0
VAC0423;TWINRIX JUNIOR;False;CVC-6961000087102;TWINRIX JUNIOR;True;1;1
VAC0423;TWINRIX JUNIOR;False;CVC-9801000087100;Hepatitis A + Hepatitis B vaccine Child, unspecified;False;;
VAC0424;Live attenuated oral typhoid vaccine, unspecified;True;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0425;TYNE;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC0426;TYPHOID VACCINE WYETH;False;CVC-89428009;Typhoid vaccine, unspecified;True;23;0
VAC0427;TYPHOID-KOVAX;False;CVC-346639000;Typhoid polysaccharide vaccine, unspecified;True;5;0
VAC0427;TYPHOID-KOVAX;False;CVC-89428009;Typhoid vaccine, unspecified;False;;
VAC0428;VA-MENGOC-BC;False;;;;
VAC0429;VACCIN COMBINAT DIFTERO-TETANIC;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0430;VACCIN DIFTERIC ADSORBIT;False;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC0431;VACCINUM MORBILLORUM VIVUM;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0432;VACINA DUPLA;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0433;VACINA TRIPLICE;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0434;VACINA TRIPLICE VIRAL;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0435;VAKSIN CACAR;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0436;VAKSIN CAMPAK KERING;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0437;VAKSIN KOTIPA;False;;;;
VAC0438;VAKSIN SERAP;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0439;VAMOAVAX;False;;;;
VAC0441;SKYVARICELLA INJ;False;CVC-108729007;Chickenpox vaccine, unspecified;True;7;0
VAC0442;VARICELLON;False;CVC-62294009;Varicella-Zoster immunoglobulin, unspecified;True;2;0
VAC0443;SEVAC VARIE;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0444;VAXEM-HIB;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0445;VAXIPAR;False;CVC-90043005;Mumps vaccine, unspecified;True;12;0
VAC0446;VCDT;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0447;VDA VACCIN DIFTERIC ADSORBIT;False;CVC-428214002;Diphtheria vaccine, unspecified;True;10;0
VAC0448;VICPS (TYPHIM VI);False;CVC-346639000;Typhoid polysaccharide vaccine, unspecified;True;5;0
VAC0448;VICPS (TYPHIM VI);False;CVC-89428009;Typhoid vaccine, unspecified;False;;
VAC0449;VIRELON T 20;False;CVC-125690004;Monovalent oral polio vaccine - type unknown, unspecified;True;28;0
VAC0449;VIRELON T 20;False;CVC-111164008;Polio vaccine, unspecified;False;;
VAC0450;VIROVAC MASSLING, PEROTID, RUBELLA;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0451;VIVOTIF;False;CVC-37901000087108;VIVOTIF;True;1;2
VAC0451;VIVOTIF;False;CVC-7321000087105;VIVOTIF;True;1;2
VAC0451;VIVOTIF;False;CVC-89428009;Typhoid vaccine, unspecified;False;;
VAC0452;VT (VACINA TRIPLICE);False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0453;VTV (VACINA TRIPLICE VIRAL);False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0454;VVR CANTACUZINO;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0456;WELLTRIVAX TRIVALENTE;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0457;YF-VAX;False;CVC-7221000087101;YF-VAX;True;1;1
VAC0457;YF-VAX;False;CVC-56844000;Yellow fever vaccine, unspecified;False;;
VAC0458;ZAANTIDE antitoxin;False;CVC-77048008;Diphtheria antitoxin, unspecified;True;2;0
VAC0459;ZAANTITE;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0460;ZADITEADVAX;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0461;ZADITEVAX;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0462;ZAMEVAX A+C;False;CVC-21721000087105;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0462;ZAMEVAX A+C;False;CVC-7091000087106;Meningococcal A + C vaccine, unspecified;True;7;0
VAC0463;ZAMOVAX;False;CVC-386012008;Live attenuated measles vaccine, unspecified;True;25;0
VAC0464;ZAMRUVAX;False;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;0
VAC0465;ZARUVAX;False;CVC-386013003;Rubella vaccine, live attenuated, unspecified;True;19;0
VAC0466;ZATETRAVAX;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0467;ZATEVAX;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0468;ZATRIBAVAX;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;True;29;0
VAC0469;ZATRIVAX;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0470;QUINVAXEM;False;;;;
VAC0471;HEPAVAX-GENE B 20 µg;False;CVC-8771000087109;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;14;0
VAC0471;HEPAVAX-GENE B 20 µg;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0472;PREPANDRIX;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0473;PRE-PANDEMIC INFLUENZA VACCINE H5N1;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0474;DARONRIX;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0475;FOCLIVIA;False;CVC-45401000087105;FOCLIVIA;True;1;1
VAC0475;FOCLIVIA;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;False;;
VAC0476;PANDEMIC INFLUENZA VACCINE H5N1 BAXTER;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0477;PUMARIX;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0478;COVAXIS;False;CVC-7851000087109;Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified;True;6;0
VAC0479;TRIAXIS;False;CVC-7851000087109;Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified;True;6;0
VAC0480;FENDRIX;False;CVC-8781000087106;Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified;True;5;0
VAC0480;FENDRIX;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0481;TRIVIVAX;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0482;VEPACEL;False;CVC-1003499009;H5N1 pre-pandemic influenza vaccine, unspecified;True;16;0
VAC0483;FLUAD PAEDIATRICS;False;CVC-28391000087101;FLUAD PAEDIATRICS;True;1;1
VAC0483;FLUAD PAEDIATRICS;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;False;;
VAC0484;RABIVAX-S;False;;;;
VAC0485;TETAGAM P (immunoglobuline);False;CVC-86337009;Tetanus immunoglobulin, unspecified;True;6;0
VAC0486;NIMENRIX;False;CVC-19351000087108;NIMENRIX;True;1;2
VAC0486;NIMENRIX;False;CVC-21781000087106;NIMENRIX;True;1;2
VAC0486;NIMENRIX;False;CVC-7121000087107;Meningococcal ACWY conjugate vaccine, unspecified;False;;
VAC0487;MENHIBRIX;False;CVC-20851000087103;MENHIBRIX;True;1;1
VAC0487;MENHIBRIX;False;CVC-2068100007105;Hib-MenCY, unspecified;False;;
VAC0488;PENTAXIM;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0488;PENTAXIM;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0489;TRIMOVAX;False;CVC-61153008;MMR vaccine, live attenuated, unspecified;True;24;0
VAC0490;KINRIX;False;CVC-22691000087106;KINRIX;True;1;1
VAC0490;KINRIX;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0490;KINRIX;False;CVC-7881000087101;DTaPIPV vaccine, standard dose, unspecified;False;;
VAC0491;TENIVAC;False;CVC-68208009;Diphtheria-tetanus Td vaccine, unspecified;True;14;0
VAC0492;AFLURIA;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;True;40;0
VAC0494;TRITANRIX HepB;False;CVC-20601000087103;Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified;True;7;0
VAC0495;BEXSERO;False;CVC-19311000087109;BEXSERO;True;1;2
VAC0495;BEXSERO;False;CVC-21671000087103;BEXSERO;True;1;2
VAC0495;BEXSERO;False;CVC-785864002;Meningococcal B vaccine, unspecified;False;;
VAC0496;GAMMATETANOS (immunoglobuline);False;CVC-86337009;Tetanus immunoglobulin, unspecified;True;6;0
VAC0497;Tetanus immunoglobulin, unspecified;True;CVC-86337009;Tetanus immunoglobulin, unspecified;True;6;1
VAC0498;IMOGAM RAGE;False;CVC-7971000087108;IMOGAM RAGE;True;1;1
VAC0498;IMOGAM RAGE;False;CVC-80834004;Rabies immunoglobulin human origin, unspecified;False;;
VAC0499;BENIRAB (immunoglobuline);False;CVC-80834004;Rabies immunoglobulin human origin, unspecified;True;4;0
VAC0500;FAVIRAB;False;;;;
VAC0501;EQUIRAB (immunoglobuline);False;;;;
VAC0502;Rabies immunoglobulin, unspecified;True;;;;
VAC0503;Rabies immunoglobulin equine origin, unspecified;True;;;;
VAC0504;INFANRIX POLIO HIB NOURRISSONS;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0504;INFANRIX POLIO HIB NOURRISSONS;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;0
VAC0505;HIBEST;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;True;16;0
VAC0506;Pentavalent DTaPHibIPV vaccine, unspecified;True;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;2
VAC0506;Pentavalent DTaPHibIPV vaccine, unspecified;True;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;True;9;2
VAC0507;HEXACIMA;False;CVC-7731000087108;Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified;True;8;0
VAC0508;JEEV 3 µg;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC0509;BIKEN;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC0510;HEXYON;False;CVC-7731000087108;Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified;True;8;0
VAC0511;SILGARD;False;CVC-7801000087108;HPV vaccine quadrivalent, unspecified;True;4;0
VAC0511;SILGARD;False;CVC-424519000;HPV Vaccine;False;;
VAC0512;Typhus vaccine, unspecified;True;;;;
VAC0513;HEPATYRIX;False;CVC-333707007;Typhoid-hepatitis A vaccine, unspecified;True;5;0
VAC0514;ROTARIX;False;CVC-7191000087105;ROTARIX;True;1;1
VAC0514;ROTARIX;False;CVC-116077000;Rotavirus vaccine, unspecified;False;;
VAC0514;ROTARIX;False;CVC-7811000087105;Rotavirus vaccine, unspecified;False;;
VAC0515;INFANRIX-POLIO;False;CVC-7881000087101;DTaPIPV vaccine, standard dose, unspecified;True;8;0
VAC0515;INFANRIX-POLIO;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0516;ABHAYRAB;False;;;;
VAC0517;FLUARIXTETRA;False;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;True;10;0
VAC0518;STAMARIL (multidose);False;CVC-56844000;Yellow fever vaccine, unspecified;True;6;0
VAC0520;IMVANEX;False;CVC-33234009;Smallpox vaccine, unspecified;True;18;0
VAC0521;FLUENZ TETRA;False;CVC-409269001;Influenza vaccine, live attenuated, unspecified;True;6;0
VAC0523;GARDASIL 9;False;CVC-20871000087109;GARDASIL 9;True;1;1
VAC0523;GARDASIL 9;False;CVC-20861000087100;HPV vaccine nonavalent, unspecified;False;;
VAC0523;GARDASIL 9;False;CVC-424519000;HPV Vaccine;False;;
VAC0524;TEVAX;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0525;INFANRIX PENTA;False;CVC-20641000087100;Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified;True;3;0
VAC0526;HECOLIN;False;;;;
VAC0527;VACCIN DIPHTERIQUE ET TETANIQUE ADSORBE;False;CVC-7921000087109;DT vaccine, unspecified;True;28;0
VAC0528;MOSQUIRIX;False;;;;
VAC0529;IMOVAX TETANO;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0530;TETANOL PUR;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0531;TETANOS ADSORBE MERIEUX;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0532;TETANUS VACCIN;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0534;MENJUGATE 10 µg;False;CVC-21701000087104;MENJUGATE 10 µg;True;1;2
VAC0534;MENJUGATE 10 µg;False;CVC-7071000087107;MENJUGATE 10 µg;True;1;2
VAC0534;MENJUGATE 10 µg;False;CVC-359068008;Meningococcal conjugate vaccine C, unspecified;False;;
VAC0535;VAXELIS;False;CVC-7731000087108;Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified;True;8;0
VAC0538;VACCIN BCG BIOMED-LUBLIN;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC0539;DENGVAXIA;False;;;;
VAC0540;IPAD T;False;CVC-333621002;Tetanus vaccine, unspecified;True;36;0
VAC0541;BOOSTRIX;False;CVC-7441000087109;BOOSTRIX;True;1;1
VAC0541;BOOSTRIX;False;CVC-7851000087109;Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified;False;;
VAC0542;Vaccin D.T.P. Pasteur;False;CVC-7901000087103;DTIPV vaccine, unspecified;True;9;0
VAC0543;HEXAXIM;False;CVC-7731000087108;Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified;True;8;0
VAC0544;TETRAXIM;False;CVC-7881000087101;DTaPIPV vaccine, standard dose, unspecified;True;8;0
VAC0544;TETRAXIM;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0545;EUVAX B 20 µg;False;CVC-8771000087109;Hepatitis B vaccine, monovalent, adult dose, unspecified;True;14;0
VAC0545;EUVAX B 20 µg;False;CVC-34689006;Hepatitis B vaccine, recombinant, unspecified;False;;
VAC0546;DULTAVAX;False;CVC-7911000087101;dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified;True;3;0
VAC0549;dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified;True;CVC-7911000087101;dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified;True;3;1
VAC0550;Measles-Rubella vaccine, unspecified;True;CVC-7281000087100;Measles-Rubella vaccine, unspecified;True;12;1
VAC0551;DTaPIPV vaccine, standard dose, unspecified;True;CVC-7881000087101;DTaPIPV vaccine, standard dose, unspecified;True;8;1
VAC0551;DTaPIPV vaccine, standard dose, unspecified;True;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0552;Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified;True;CVC-7731000087108;Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified;True;8;1
VAC0553;Pentavalent DTwPHibIPV vaccine, unspecified;True;;;;
VAC0554;PEDIACEL;False;CVC-7521000087104;PEDIACEL;True;1;1
VAC0554;PEDIACEL;False;CVC-7931000087106;Pentavalent DTaPHibIPV vaccine, unspecified;False;;
VAC0554;PEDIACEL;False;CVC-8221000087100;Pentavalent DTaPHibIPV vaccine, unspecified;False;;
VAC0555;COMBACT-HIB;False;;;;
VAC0556;MENITORIX;False;;;;
VAC0560;VAXIGRIPTETRA;False;;;;
VAC0561;IMOJEV;False;CVC-333697005;Japanese encephalitis vaccine, unspecified;True;20;0
VAC0562;INFLUVAC TETRA;False;CVC-28611000087103;INFLUVAC TETRA;True;1;1
VAC0562;INFLUVAC TETRA;False;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;False;;
VAC0563;ALPHA-RIX-TETRA;False;CVC-19401000087100;Quadrivalent influenza vaccine, unspecified;True;10;0
VAC0566;PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD;False;CVC-7251000087108;Pneumococcal polysaccharide vaccine 23-valent, unspecified;True;9;0
VAC0566;PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD;False;CVC-135642004;Pneumococcal vaccine, unspecified;False;;
VAC0566;PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD;False;CVC-333598008;Pneumococcal vaccine, unspecified;False;;
VAC0567;SHINGRIX;False;CVC-23011000087103;SHINGRIX;True;1;1
VAC0567;SHINGRIX;False;CVC-23001000087100;Shingles vaccine, unspecified;False;;
VAC0567;SHINGRIX;False;CVC-407737004;Shingles vaccine, unspecified;False;;
VAC0568;BOOSTRIX-POLIO;False;CVC-7491000087102;BOOSTRIX-POLIO;True;1;1
VAC0568;BOOSTRIX-POLIO;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0568;BOOSTRIX-POLIO;False;CVC-7891000087104;TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified;False;;
VAC0569;INFANRIX-IPV;False;CVC-7461000087105;INFANRIX-IPV;True;1;1
VAC0569;INFANRIX-IPV;False;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0569;INFANRIX-IPV;False;CVC-7881000087101;DTaPIPV vaccine, standard dose, unspecified;False;;
VAC0570;HIBERIX;False;CVC-7041000087104;HIBERIX;True;1;1
VAC0570;HIBERIX;False;CVC-333680004;Haemophilus influenzae B (or Hib) vaccine, unspecified;False;;
VAC0573;AGRIFLU;False;CVC-22971000087103;AGRIFLU;True;1;2
VAC0573;AGRIFLU;False;CVC-7581000087103;AGRIFLU;True;1;2
VAC0573;AGRIFLU;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;False;;
VAC0574;Td POLIO ADSORBED;False;CVC-7531000087102;Td POLIO ADSORBED;True;1;1
VAC0574;Td POLIO ADSORBED;False;CVC-7911000087101;dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified;False;;
VAC0575;FSME-IMMUN;False;CVC-7211000087109;FSME-IMMUN;True;1;1
VAC0575;FSME-IMMUN;False;CVC-333699008;Tick-borne encephalitis vaccine, unspecified;False;;
VAC0576;FLUVIRAL;False;CVC-7541000087108;FLUVIRAL;True;1;1
VAC0576;FLUVIRAL;False;CVC-7691000087100;Trivalent inactivated influenza vaccine, unspecified;False;;
VAC0577;TRIPACEL HYBRID;False;CVC-7421000087100;TRIPACEL HYBRID;True;1;1
VAC0577;TRIPACEL HYBRID;False;CVC-7831000087100;DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified;False;;
VAC0577;TRIPACEL HYBRID;False;CVC-7841000087106;DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified;False;;
VAC0578;INFANRIX-HIB;False;CVC-8211000087108;DTaPHib vaccine, unspecified;True;5;0
VAC0579;CLAIRYG 50 mg/mL;False;;;;
VAC0580;CLAIRYG;False;;;;
VAC0582;TRUMENBA;False;CVC-23031000087108;TRUMENBA;True;1;1
VAC0582;TRUMENBA;False;CVC-785864002;Meningococcal B vaccine, unspecified;False;;
VAC0585;TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified;True;CVC-7891000087104;TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified;True;5;1
VAC0585;TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified;True;CVC-7871000087103;Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified;False;;
VAC0586;ERVEBO;False;CVC-45411000087107;ERVEBO;True;1;1
VAC0586;ERVEBO;False;CVC-45891000087103;Ebola vaccine, unspecified;False;;
VAC0590;VACCIN BCG AJVACCINES;False;CVC-418268006;BCG vaccine, unspecified;True;18;0
VAC0591;VIVAXIM;False;CVC-7331000087107;VIVAXIM;True;1;1
VAC0591;VIVAXIM;False;CVC-333707007;Typhoid-hepatitis A vaccine, unspecified;False;;
VAC0592;SPEEDA;False;;;;
VAC0593;VERORAB;False;;;;
VAC0594;MENQUADFI;False;CVC-56051000087108;MENQUADFI;True;1;1
VAC0594;MENQUADFI;False;CVC-7121000087107;Meningococcal ACWY conjugate vaccine, unspecified;False;;
VAC0595;FLUCELVAX TETRA;False;CVC-28491000087107;FLUCELVAX TETRA;True;1;1
