NUVA,NUVA label,IsAbstract,AIC,AIC label,Best,Blur,Equiv
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-033247091,AVAXIM 80 U PEDIATRIQUE,True,1,6
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-033247103,AVAXIM 80 U PEDIATRIQUE,True,1,6
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-033247115,AVAXIM 80 U PEDIATRIQUE,True,1,6
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-033247127,AVAXIM 80 U PEDIATRIQUE,True,1,6
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-033247139,AVAXIM 80 U PEDIATRIQUE,True,1,6
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725012,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725024,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725036,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725048,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725051,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725063,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725075,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-028725087,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-033247,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0115,AVAXIM 80 U PEDIATRIQUE,False,AIC-033317,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0116,R.O.R SANOFI PASTEUR,False,,,,
VAC0120,VACCIN VARICELLE MERIEUX,False,,,,
VAC0121,PRIORIX-TETRA,False,AIC-038200,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200010,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200022,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200034,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200046,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200059,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200061,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200073,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200085,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200097,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200109,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200111,PRIORIX-TETRA,True,1,13
VAC0121,PRIORIX-TETRA,False,AIC-038200123,PRIORIX-TETRA,True,1,13
VAC0123,PREVENAR 13,False,AIC-039550,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550013,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550025,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550037,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550049,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550052,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550064,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550076,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550088,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550090,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550102,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550114,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550126,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550138,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550140,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550153,PREVENAR 13,True,1,17
VAC0123,PREVENAR 13,False,AIC-039550165,PREVENAR 13,True,1,17
VAC0124,FOCETRIA (multidose),False,,,,
VAC0125,AREPANRIX,False,,,,
VAC0126,HEVAC B,False,AIC-024987,HEVAC B,True,1,2
VAC0126,HEVAC B,False,AIC-024987012,HEVAC B,True,1,2
VAC0127,HB VAX DNA 5 µg,False,AIC-026653,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0127,HB VAX DNA 5 µg,False,AIC-026653016,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0127,HB VAX DNA 5 µg,False,AIC-026653028,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0127,HB VAX DNA 5 µg,False,AIC-026653030,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0127,HB VAX DNA 5 µg,False,AIC-026653042,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0127,HB VAX DNA 5 µg,False,AIC-035262,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0128,HB VAX DNA 10 µg,False,AIC-026653,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0128,HB VAX DNA 10 µg,False,AIC-026653016,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0128,HB VAX DNA 10 µg,False,AIC-026653028,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0128,HB VAX DNA 10 µg,False,AIC-026653030,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0128,HB VAX DNA 10 µg,False,AIC-026653042,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0128,HB VAX DNA 10 µg,False,AIC-035262,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0129,HB VAX DNA 40 µg,False,AIC-026653,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0129,HB VAX DNA 40 µg,False,AIC-026653016,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0129,HB VAX DNA 40 µg,False,AIC-026653028,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0129,HB VAX DNA 40 µg,False,AIC-026653030,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0129,HB VAX DNA 40 µg,False,AIC-026653042,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0129,HB VAX DNA 40 µg,False,AIC-035262,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0130,"MMR vaccine, live attenuated, unspecified",True,,,,
VAC0131,"Rabies vaccine, unspecified",True,,,,
VAC0132,"Tetanus vaccine, unspecified",True,,,,
VAC0133,"Smallpox vaccine, unspecified",True,,,,
VAC0134,"BCG vaccine, unspecified",True,,,,
VAC0135,"Polio vaccine, unspecified",True,,,,
VAC0136,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,,,,
VAC0137,"DT vaccine, unspecified",True,,,,
VAC0138,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,,,,
VAC0139,PENT-HIBEST,False,,,,
VAC0140,INTANZA,False,AIC-039425,INTANZA,True,1,7
VAC0140,INTANZA,False,AIC-039425018,INTANZA,True,1,7
VAC0140,INTANZA,False,AIC-039425020,INTANZA,True,1,7
VAC0140,INTANZA,False,AIC-039425032,INTANZA,True,1,7
VAC0140,INTANZA,False,AIC-039425044,INTANZA,True,1,7
VAC0140,INTANZA,False,AIC-039425057,INTANZA,True,1,7
VAC0140,INTANZA,False,AIC-039425069,INTANZA,True,1,7
VAC0141,MENVEO,False,AIC-039766,MENVEO,True,1,4
VAC0141,MENVEO,False,AIC-039766011,MENVEO,True,1,4
VAC0141,MENVEO,False,AIC-039766023,MENVEO,True,1,4
VAC0141,MENVEO,False,AIC-039766035,MENVEO,True,1,4
VAC0143,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,,,,
VAC0144,"Cholera vaccine, unspecified",True,,,,
VAC0145,"Tick-borne encephalitis vaccine, unspecified",True,AIC-036515,"Tick-borne encephalitis vaccine, unspecified",True,10,1
VAC0146,"Live attenuated Japanese Encephalitis vaccine 14-14-2 strain, unspecified",True,,,,
VAC0147,"Influenza A(H1N1)2009 vaccine, unspecified",True,,,,
VAC0148,"Leptospirosis vaccine, unspecified",True,,,,
VAC0149,"Meningococcal B:14:P1.7,16 vaccine, unspecified",True,,,,
VAC0150,"Meningococcal conjugate vaccine C, unspecified",True,,,,
VAC0151,"Meningococcal A + C vaccine, unspecified",True,,,,
VAC0152,"Unconjugated meningococcal vaccine ACWY, unspecified",True,,,,
VAC0153,"Mumps vaccine, unspecified",True,,,,
VAC0154,"Malaria vaccine, unspecified",True,,,,
VAC0155,"Dengue vaccine, unspecified",True,,,,
VAC0156,HPV Vaccine,True,,,,
VAC0157,"Pneumococcal vaccine, unspecified",True,,,,
VAC0158,"Rotavirus vaccine, unspecified",True,,,,
VAC0159,"Chickenpox vaccine, unspecified",True,,,,
VAC0160,"Live attenuated shingles vaccine, unspecified",True,,,,
VAC0161,ZOSTAVAX,False,AIC-037313,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313018,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313020,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313032,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313044,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313057,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313069,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313071,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313083,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313095,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313107,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313119,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313121,ZOSTAVAX,True,1,14
VAC0161,ZOSTAVAX,False,AIC-037313133,ZOSTAVAX,True,1,14
VAC0162,"Brucellosis vaccine, unspecified",True,,,,
VAC0163,"Whole-cell inactivated pertussis vaccine, unspecified",True,,,,
VAC0164,INTANZA 9 µg,False,,,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-033317025,"VAQTA 25 U/0,5 mL",True,1,4
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-033317049,"VAQTA 25 U/0,5 mL",True,1,4
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-033317052,"VAQTA 25 U/0,5 mL",True,1,4
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-033317064,"VAQTA 25 U/0,5 mL",True,1,4
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725012,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725024,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725036,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725048,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725051,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725063,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725075,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-028725087,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-033247,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0165,"VAQTA 25 U/0,5 mL",False,AIC-033317,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-033317013,VAQTA 50 U,True,1,4
VAC0166,VAQTA 50 U,False,AIC-033317037,VAQTA 50 U,True,1,4
VAC0166,VAQTA 50 U,False,AIC-033317076,VAQTA 50 U,True,1,4
VAC0166,VAQTA 50 U,False,AIC-033317088,VAQTA 50 U,True,1,4
VAC0166,VAQTA 50 U,False,AIC-028725,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725012,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725024,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725036,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725048,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725051,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725063,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725075,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-028725087,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-033247,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0166,VAQTA 50 U,False,AIC-033317,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0168,AMBIRIX,False,AIC-035686,AMBIRIX,True,1,6
VAC0168,AMBIRIX,False,AIC-035686017,AMBIRIX,True,1,6
VAC0168,AMBIRIX,False,AIC-035686029,AMBIRIX,True,1,6
VAC0168,AMBIRIX,False,AIC-035686031,AMBIRIX,True,1,6
VAC0168,AMBIRIX,False,AIC-035686043,AMBIRIX,True,1,6
VAC0168,AMBIRIX,False,AIC-035686056,AMBIRIX,True,1,6
VAC0168,AMBIRIX,False,AIC-033014,"Combined hepatitis A and hepatitis B vaccine, unspecified",False,,
VAC0169,OPTAFLU,False,AIC-038136,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136014,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136026,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136038,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136040,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136053,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136065,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136103,OPTAFLU,True,1,9
VAC0169,OPTAFLU,False,AIC-038136115,OPTAFLU,True,1,9
VAC0170,AFLUNOV,False,AIC-039230,"H5N1 pre-pandemic influenza vaccine, unspecified",True,14,0
VAC0170,AFLUNOV,False,AIC-039230014,"H5N1 pre-pandemic influenza vaccine, unspecified",True,14,0
VAC0171,PREPANDEMIC INFLUENZA VACCINE (H5N1) NOVARTIS,False,AIC-039230,"H5N1 pre-pandemic influenza vaccine, unspecified",True,14,0
VAC0171,PREPANDEMIC INFLUENZA VACCINE (H5N1) NOVARTIS,False,AIC-039230014,"H5N1 pre-pandemic influenza vaccine, unspecified",True,14,0
VAC0172,DIFTAVAX,False,AIC-026947,DIFTAVAX,True,1,4
VAC0172,DIFTAVAX,False,AIC-026947010,DIFTAVAX,True,1,4
VAC0172,DIFTAVAX,False,AIC-026947046,DIFTAVAX,True,1,4
VAC0172,DIFTAVAX,False,AIC-026947059,DIFTAVAX,True,1,4
VAC0173,FLUENZ,False,,,,
VAC0174,PROQUAD,False,AIC-036893,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893016,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893028,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893030,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893042,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893055,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893067,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893079,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893081,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893093,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893105,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893117,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893129,PROQUAD,True,1,14
VAC0174,PROQUAD,False,AIC-036893131,PROQUAD,True,1,14
VAC0175,A.D.T. BOOSTER,False,,,,
VAC0176,A.K.D.S.,False,,,,
VAC0177,AC VAX,False,,,,
VAC0178,ACEL-IMUNE,False,,,,
VAC0179,ACELLULAR D.P.T. KOVAX,False,,,,
VAC0180,ACTACEL,False,,,,
VAC0182,ADACEL,False,,,,
VAC0183,AIMMUGEN,False,AIC-028725,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725012,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725024,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725036,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725048,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725051,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725063,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725075,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-028725087,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-033247,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0183,AIMMUGEN,False,AIC-033317,"Inactivated hepatitis A vaccine, unspecified",True,10,0
VAC0184,ALDIANA,False,,,,
VAC0185,ALDITEANA,False,,,,
VAC0186,ALDITERPERA,False,,,,
VAC0187,AMARIL,False,,,,
VAC0188,QUIMI-HIB,False,,,,
VAC0189,ANADIFTERALL,False,AIC-002137,ANADIFTERALL,True,1,2
VAC0189,ANADIFTERALL,False,AIC-002137014,ANADIFTERALL,True,1,2
VAC0190,ANATETALL,False,AIC-002238,ANATETALL,True,1,6
VAC0190,ANATETALL,False,AIC-002238018,ANATETALL,True,1,6
VAC0190,ANATETALL,False,AIC-002238020,ANATETALL,True,1,6
VAC0190,ANATETALL,False,AIC-002238032,ANATETALL,True,1,6
VAC0190,ANATETALL,False,AIC-002238044,ANATETALL,True,1,6
VAC0190,ANATETALL,False,AIC-002238057,ANATETALL,True,1,6
VAC0191,ARILVAX,False,,,,
VAC0192,ATTENUVAX,False,AIC-023167,ATTENUVAX,True,1,3
VAC0192,ATTENUVAX,False,AIC-023167012,ATTENUVAX,True,1,3
VAC0192,ATTENUVAX,False,AIC-023167024,ATTENUVAX,True,1,3
VAC0193,"AVAC-1, AVA",False,,,,
VAC0194,B-CAPSA,False,,,,
VAC0195,BEGRIVAC,False,AIC-022143,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143010,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143022,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143034,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143046,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143059,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143061,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143073,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143085,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143097,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143109,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143111,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143123,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143135,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143147,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143150,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143162,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143174,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143186,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143198,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143200,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143212,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143224,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143236,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143248,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143251,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143263,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143275,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143287,BEGRIVAC,True,1,30
VAC0195,BEGRIVAC,False,AIC-022143299,BEGRIVAC,True,1,30
VAC0196,BIAVAX,False,,,,
VAC0197,BIAVAX II,False,AIC-026900,BIAVAX II,True,1,2
VAC0197,BIAVAX II,False,AIC-026900011,BIAVAX II,True,1,2
VAC0198,BIKEN-HB,False,,,,
VAC0199,BIMMUGEN,False,AIC-026653,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0199,BIMMUGEN,False,AIC-026653016,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0199,BIMMUGEN,False,AIC-026653028,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0199,BIMMUGEN,False,AIC-026653030,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0199,BIMMUGEN,False,AIC-026653042,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0199,BIMMUGEN,False,AIC-035262,"Hepatitis B vaccine, recombinant, unspecified",True,38,0
VAC0200,BIOTHRAX,False,AIC-045823,BIOTHRAX,True,1,2
VAC0200,BIOTHRAX,False,AIC-045823010,BIOTHRAX,True,1,2
VAC0201,BIVIRATEN BERNA,False,AIC-026901013,"Measles-mumps vaccine, unspecified",True,9,0
VAC0202,BVAC,False,,,,
VAC0203,C.D.T.,False,,,,
VAC0204,CAM-KOVAX,False,,,,
VAC0205,CD.JEVAX,False,,,,
VAC0206,CELLUVAX,False,,,,
VAC0207,CENDEVAX,False,,,,
VAC0208,CERTIVA,False,,,,
VAC0209,COMVAX,False,,,,
VAC0210,D.S.D.P.T.,False,,,,
VAC0211,DAPTACEL,False,,,,
VAC0212,DI TE PER POL IMPFSTOFF,False,,,,
VAC0213,DI-TE-POL,False,,,,
VAC0214,DIF-TET-ALL,False,AIC-003671,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671017,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671029,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671031,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671043,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671056,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671068,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671070,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671082,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671094,DIF-TET-ALL,True,1,11
VAC0214,DIF-TET-ALL,False,AIC-003671106,DIF-TET-ALL,True,1,11
VAC0216,ANATOXAL DI TE,False,,,,
VAC0217,DITOXIM,False,,,,
VAC0218,DOUBLE ANIGEN B.,False,,,,
VAC0219,DRYVAX,False,,,,
VAC0220,DT MERIEUX,False,,,,
VAC0222,TRIPVAC,False,,,,
VAC0223,DUAL ANTIGEN SII,False,,,,
VAC0224,ECOLARIX,False,,,,
VAC0225,EIPV,False,,,,
VAC0226,"Diptheria, Tetanus and Acellular Pertussis Combined Walvax vaccine",False,,,,
VAC0227,EPAXAL,False,AIC-036438,EPAXAL,True,1,5
VAC0227,EPAXAL,False,AIC-036438012,EPAXAL,True,1,5
VAC0227,EPAXAL,False,AIC-036438024,EPAXAL,True,1,5
VAC0227,EPAXAL,False,AIC-036438036,EPAXAL,True,1,5
VAC0227,EPAXAL,False,AIC-036438048,EPAXAL,True,1,5
VAC0227,EPAXAL,False,AIC-028725,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725012,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725024,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725036,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725048,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725051,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725063,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725075,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-028725087,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-033247,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0227,EPAXAL,False,AIC-033317,"Inactivated hepatitis A vaccine, unspecified",False,,
VAC0228,ERVEVAX RA 27/3,False,AIC-021895,ERVEVAX RA 27/3,True,1,3
VAC0228,ERVEVAX RA 27/3,False,AIC-021895014,ERVEVAX RA 27/3,True,1,3
VAC0228,ERVEVAX RA 27/3,False,AIC-021895026,ERVEVAX RA 27/3,True,1,3
VAC0229,FLU SHIELD,False,,,,
VAC0230,FLUAD,False,AIC-031840,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840010,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840022,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840034,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840046,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840059,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840061,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840073,FLUAD,True,1,9
VAC0230,FLUAD,False,AIC-031840085,FLUAD,True,1,9
VAC0231,FLUKOVAX,False,,,,
