NUVA,NUVA label,IsAbstract,CVX,CVX label,Best,Blur,Equiv
VAC0448,VICPS (TYPHIM VI),False,CVX-41,"Typhoid polysaccharide vaccine, unspecified",True,7,0
VAC0448,VICPS (TYPHIM VI),False,CVX-91,"Typhoid vaccine, unspecified",False,,
VAC0449,VIRELON T 20,False,CVX-02,"OPV 1-2-3, unspecified",True,13,0
VAC0449,VIRELON T 20,False,CVX-179,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0449,VIRELON T 20,False,CVX-182,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0449,VIRELON T 20,False,CVX-89,"Polio vaccine, unspecified",False,,
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA",False,CVX-03,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0451,VIVOTIF,False,CVX-25,"Live attenuated oral typhoid vaccine, unspecified",True,3,0
VAC0451,VIVOTIF,False,CVX-91,"Typhoid vaccine, unspecified",False,,
VAC0452,VT (VACINA TRIPLICE),False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0453,VTV (VACINA TRIPLICE VIRAL),False,CVX-03,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0454,VVR CANTACUZINO,False,CVX-05,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0456,WELLTRIVAX TRIVALENTE,False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0457,YF-VAX,False,CVX-183,"Yellow fever vaccine, unspecified",True,7,0
VAC0457,YF-VAX,False,CVX-184,"Yellow fever vaccine, unspecified",True,7,0
VAC0457,YF-VAX,False,CVX-37,"Yellow fever vaccine, unspecified",True,7,0
VAC0458,ZAANTIDE antitoxin,False,CVX-12,"Diphtheria antitoxin, unspecified",True,3,0
VAC0459,ZAANTITE,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0459,ZAANTITE,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0459,ZAANTITE,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0460,ZADITEADVAX,False,CVX-28,"DT vaccine, unspecified",True,27,0
VAC0461,ZADITEVAX,False,CVX-28,"DT vaccine, unspecified",True,27,0
VAC0462,ZAMEVAX A+C,False,CVX-192,"Meningococcal A + C vaccine, unspecified",True,7,0
VAC0463,ZAMOVAX,False,CVX-05,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0464,ZAMRUVAX,False,CVX-04,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0465,ZARUVAX,False,CVX-06,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0466,ZATETRAVAX,False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0467,ZATEVAX,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0467,ZATEVAX,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0467,ZATEVAX,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0468,ZATRIBAVAX,False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0469,ZATRIVAX,False,CVX-03,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0470,QUINVAXEM,False,CVX-102,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0470,QUINVAXEM,False,CVX-198,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0471,HEPAVAX-GENE B 20 µg,False,CVX-189,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC0471,HEPAVAX-GENE B 20 µg,False,CVX-43,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC0471,HEPAVAX-GENE B 20 µg,False,CVX-45,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0472,PREPANDRIX,False,CVX-123,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0472,PREPANDRIX,False,CVX-160,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0472,PREPANDRIX,False,CVX-323,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,False,CVX-123,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,False,CVX-160,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,False,CVX-323,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0474,DARONRIX,False,CVX-123,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0474,DARONRIX,False,CVX-160,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0474,DARONRIX,False,CVX-323,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0475,FOCLIVIA,False,CVX-123,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0475,FOCLIVIA,False,CVX-160,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0475,FOCLIVIA,False,CVX-323,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0476,PANDEMIC INFLUENZA VACCINE H5N1 BAXTER,False,CVX-123,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0476,PANDEMIC INFLUENZA VACCINE H5N1 BAXTER,False,CVX-160,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0476,PANDEMIC INFLUENZA VACCINE H5N1 BAXTER,False,CVX-323,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0477,PUMARIX,False,CVX-123,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0477,PUMARIX,False,CVX-160,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0477,PUMARIX,False,CVX-323,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0478,COVAXIS,False,CVX-115,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0478,COVAXIS,False,CVX-107,"Diph-T-aP/ap, unspecified",False,,
VAC0479,TRIAXIS,False,CVX-115,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0479,TRIAXIS,False,CVX-107,"Diph-T-aP/ap, unspecified",False,,
VAC0480,FENDRIX,False,CVX-44,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,5,0
VAC0480,FENDRIX,False,CVX-45,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0481,TRIVIVAX,False,CVX-03,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0482,VEPACEL,False,CVX-123,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0482,VEPACEL,False,CVX-160,"H5N1 pre-pandemic influenza vaccine, unspecified",True,17,0
VAC0482,VEPACEL,False,CVX-323,"A(H5) avian influenza vaccine, unspecified",False,,
VAC0483,FLUAD PAEDIATRICS,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0483,FLUAD PAEDIATRICS,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0483,FLUAD PAEDIATRICS,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0483,FLUAD PAEDIATRICS,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0484,RABIVAX-S,False,CVX-18,"Rabies vaccine, unspecified",True,22,0
VAC0484,RABIVAX-S,False,CVX-40,"Rabies vaccine, unspecified",True,22,0
VAC0484,RABIVAX-S,False,CVX-90,"Rabies vaccine, unspecified",True,22,0
VAC0485,TETAGAM P (immunoglobuline),False,CVX-13,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0485,TETAGAM P (immunoglobuline),False,CVX-180,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0486,NIMENRIX,False,CVX-203,"Meningococcal ACWY polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,3,0
VAC0486,NIMENRIX,False,CVX-114,"Meningococcal ACWY conjugate vaccine, unspecified",False,,
VAC0486,NIMENRIX,False,CVX-147,"Meningococcal ACWY conjugate vaccine, unspecified",False,,
VAC0487,MENHIBRIX,False,CVX-148,"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",True,2,0
VAC0488,PENTAXIM,False,CVX-120,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0488,PENTAXIM,False,CVX-170,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0489,TRIMOVAX,False,CVX-03,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0490,KINRIX,False,CVX-130,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0491,TENIVAC,False,CVX-09,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0491,TENIVAC,False,CVX-113,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0491,TENIVAC,False,CVX-138,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0491,TENIVAC,False,CVX-139,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0491,TENIVAC,False,CVX-196,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0492,AFLURIA,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0492,AFLURIA,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0492,AFLURIA,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0492,AFLURIA,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0494,TRITANRIX HepB,False,,,,,
VAC0495,BEXSERO,False,CVX-163,"4-component meningococcal B vaccine, unspecified",True,2,0
VAC0495,BEXSERO,False,CVX-162,"Multicomponent meningococcal B vaccine, unspecified",False,,
VAC0495,BEXSERO,False,CVX-164,"Meningococcal B vaccine, unspecified",False,,
VAC0496,GAMMATETANOS (immunoglobuline),False,CVX-13,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0496,GAMMATETANOS (immunoglobuline),False,CVX-180,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0497,"Tetanus immunoglobulin, unspecified",True,CVX-13,"Tetanus immunoglobulin, unspecified",True,7,2
VAC0497,"Tetanus immunoglobulin, unspecified",True,CVX-180,"Tetanus immunoglobulin, unspecified",True,7,2
VAC0498,IMOGAM RAGE,False,CVX-34,"Rabies immunoglobulin, unspecified",True,11,0
VAC0499,BENIRAB (immunoglobuline),False,CVX-34,"Rabies immunoglobulin, unspecified",True,11,0
VAC0500,FAVIRAB,False,CVX-34,"Rabies immunoglobulin, unspecified",True,11,0
VAC0501,EQUIRAB (immunoglobuline),False,CVX-34,"Rabies immunoglobulin, unspecified",True,11,0
VAC0502,"Rabies immunoglobulin, unspecified",True,CVX-34,"Rabies immunoglobulin, unspecified",True,11,1
VAC0503,"Rabies immunoglobulin equine origin, unspecified",True,CVX-34,"Rabies immunoglobulin, unspecified",True,11,0
VAC0504,INFANRIX POLIO HIB NOURRISSONS,False,CVX-120,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0504,INFANRIX POLIO HIB NOURRISSONS,False,CVX-170,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0505,HIBEST,False,CVX-48,"Hib PRP-T conjugated vaccine, unspecified",True,10,0
VAC0505,HIBEST,False,CVX-17,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0506,"Pentavalent DTaPHibIPV vaccine, unspecified",True,CVX-120,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,2
VAC0506,"Pentavalent DTaPHibIPV vaccine, unspecified",True,CVX-170,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,2
VAC0507,HEXACIMA,False,CVX-146,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0508,JEEV 3 µg,False,CVX-39,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0508,JEEV 3 µg,False,CVX-129,"Japanese encephalitis vaccine, unspecified",False,,
VAC0508,JEEV 3 µg,False,CVX-134,"Japanese encephalitis vaccine, unspecified",False,,
VAC0509,BIKEN,False,CVX-39,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0509,BIKEN,False,CVX-129,"Japanese encephalitis vaccine, unspecified",False,,
VAC0509,BIKEN,False,CVX-134,"Japanese encephalitis vaccine, unspecified",False,,
VAC0510,HEXYON,False,CVX-146,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0511,SILGARD,False,CVX-62,"HPV vaccine quadrivalent, unspecified",True,5,0
VAC0511,SILGARD,False,CVX-137,HPV Vaccine,False,,
VAC0512,"Typhus vaccine, unspecified",True,CVX-131,"Typhus vaccine, unspecified",True,1,1
VAC0513,HEPATYRIX,False,,,,,
VAC0514,ROTARIX,False,CVX-119,"RIX4414 monovalent rotavirus vaccine, unspecified",True,2,0
VAC0514,ROTARIX,False,CVX-122,"Rotavirus vaccine, unspecified",False,,
VAC0515,INFANRIX-POLIO,False,CVX-130,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0516,ABHAYRAB,False,CVX-18,"Rabies vaccine, unspecified",True,22,0
VAC0516,ABHAYRAB,False,CVX-40,"Rabies vaccine, unspecified",True,22,0
VAC0516,ABHAYRAB,False,CVX-90,"Rabies vaccine, unspecified",True,22,0
VAC0517,FLUARIXTETRA,False,CVX-150,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CVX-158,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CVX-166,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CVX-205,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0517,FLUARIXTETRA,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0518,STAMARIL (multidose),False,CVX-183,"Yellow fever vaccine, unspecified",True,7,0
VAC0518,STAMARIL (multidose),False,CVX-184,"Yellow fever vaccine, unspecified",True,7,0
VAC0518,STAMARIL (multidose),False,CVX-37,"Yellow fever vaccine, unspecified",True,7,0
VAC0520,IMVANEX,False,CVX-206,"3rd generation smallpox vaccine, modified Ankara vaccinia virus, unspecified",True,4,0
VAC0520,IMVANEX,False,CVX-105,"Smallpox vaccine, unspecified",False,,
VAC0520,IMVANEX,False,CVX-325,"Smallpox vaccine, unspecified",False,,
VAC0520,IMVANEX,False,CVX-75,"Smallpox vaccine, unspecified",False,,
VAC0521,FLUENZ TETRA,False,CVX-149,"Live attenuated quadrivalent influenza vaccine, unspecified",True,3,0
VAC0521,FLUENZ TETRA,False,CVX-151,"Influenza vaccine, live attenuated, unspecified",False,,
VAC0521,FLUENZ TETRA,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0523,GARDASIL 9,False,CVX-165,"HPV vaccine nonavalent, unspecified",True,3,0
VAC0523,GARDASIL 9,False,CVX-137,HPV Vaccine,False,,
VAC0524,TEVAX,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0524,TEVAX,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0524,TEVAX,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0525,INFANRIX PENTA,False,CVX-110,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,0
VAC0526,HECOLIN,False,CVX-59,"Hepatitis E vaccine, unspecified",True,2,0
VAC0527,VACCIN DIPHTERIQUE ET TETANIQUE ADSORBE,False,CVX-28,"DT vaccine, unspecified",True,27,0
VAC0528,MOSQUIRIX,False,,,,,
VAC0529,IMOVAX TETANO,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0529,IMOVAX TETANO,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0529,IMOVAX TETANO,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0530,TETANOL PUR,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0530,TETANOL PUR,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0530,TETANOL PUR,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0531,TETANOS ADSORBE MERIEUX,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0531,TETANOS ADSORBE MERIEUX,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0531,TETANOS ADSORBE MERIEUX,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0532,TETANUS VACCIN,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0532,TETANUS VACCIN,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0532,TETANUS VACCIN,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0534,MENJUGATE 10 µg,False,CVX-103,"Meningococcal conjugate vaccine C, unspecified",True,11,0
VAC0535,VAXELIS,False,CVX-146,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0538,VACCIN BCG BIOMED-LUBLIN,False,CVX-19,"BCG vaccine, unspecified",True,19,0
VAC0539,DENGVAXIA,False,CVX-56,"Dengue vaccine, unspecified",True,5,0
VAC0540,IPAD T,False,CVX-112,"Tetanus vaccine, unspecified",True,36,0
VAC0540,IPAD T,False,CVX-142,"Tetanus vaccine, unspecified",True,36,0
VAC0540,IPAD T,False,CVX-35,"Tetanus vaccine, unspecified",True,36,0
VAC0541,BOOSTRIX,False,CVX-115,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0541,BOOSTRIX,False,CVX-107,"Diph-T-aP/ap, unspecified",False,,
VAC0542,Vaccin D.T.P. Pasteur,False,CVX-195,"DTIPV vaccine, unspecified",True,9,0
VAC0543,HEXAXIM,False,CVX-146,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0544,TETRAXIM,False,CVX-130,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0545,EUVAX B 20 µg,False,CVX-189,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC0545,EUVAX B 20 µg,False,CVX-43,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,15,0
VAC0545,EUVAX B 20 µg,False,CVX-45,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0546,DULTAVAX,False,,,,,
VAC0549,"dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified",True,,,,,
VAC0550,"Measles-Rubella vaccine, unspecified",True,CVX-04,"Measles-Rubella vaccine, unspecified",True,12,1
VAC0551,"DTaPIPV vaccine, standard dose, unspecified",True,CVX-130,"DTaPIPV vaccine, standard dose, unspecified",True,12,1
VAC0552,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,CVX-146,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,1
VAC0553,"Pentavalent DTwPHibIPV vaccine, unspecified",True,,,,,
VAC0554,PEDIACEL,False,CVX-120,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0554,PEDIACEL,False,CVX-170,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0555,COMBACT-HIB,False,,,,,
VAC0556,MENITORIX,False,,,,,
VAC0560,VAXIGRIPTETRA,False,CVX-88,"Influenza vaccine, unspecified",True,13,0
VAC0561,IMOJEV,False,CVX-129,"Japanese encephalitis vaccine, unspecified",True,8,0
VAC0561,IMOJEV,False,CVX-134,"Japanese encephalitis vaccine, unspecified",True,8,0
VAC0562,INFLUVAC TETRA,False,CVX-150,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0562,INFLUVAC TETRA,False,CVX-158,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0562,INFLUVAC TETRA,False,CVX-166,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0562,INFLUVAC TETRA,False,CVX-205,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0562,INFLUVAC TETRA,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0562,INFLUVAC TETRA,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0563,ALPHA-RIX-TETRA,False,CVX-150,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0563,ALPHA-RIX-TETRA,False,CVX-158,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0563,ALPHA-RIX-TETRA,False,CVX-166,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0563,ALPHA-RIX-TETRA,False,CVX-205,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0563,ALPHA-RIX-TETRA,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0563,ALPHA-RIX-TETRA,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0566,PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD,False,CVX-33,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0566,PNEUMOCOCCAL POLYSACCHARIDE VACCINE MSD,False,CVX-109,"Pneumococcal vaccine, unspecified",False,,
VAC0567,SHINGRIX,False,CVX-187,SHINGRIX,True,1,1
VAC0567,SHINGRIX,False,CVX-188,"Shingles vaccine, unspecified",False,,
VAC0568,BOOSTRIX-POLIO,False,,,,,
VAC0569,INFANRIX-IPV,False,CVX-130,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0570,HIBERIX,False,CVX-48,"Hib PRP-T conjugated vaccine, unspecified",True,10,0
VAC0570,HIBERIX,False,CVX-17,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0573,AGRIFLU,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0573,AGRIFLU,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0573,AGRIFLU,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0573,AGRIFLU,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0574,Td POLIO ADSORBED,False,,,,,
VAC0575,FSME-IMMUN,False,CVX-224,"Tick-borne encephalitis vaccine, Neudörfl strain, adult dose, unspecified",True,4,0
VAC0575,FSME-IMMUN,False,CVX-222,"Tick-borne encephalitis vaccine, unspecified",False,,
VAC0575,FSME-IMMUN,False,CVX-77,"Tick-borne encephalitis vaccine, unspecified",False,,
VAC0576,FLUVIRAL,False,CVX-168,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0576,FLUVIRAL,False,CVX-331,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0576,FLUVIRAL,False,CVX-15,"Inactivated influenza vaccine, split or subunit, unspecified",False,,
VAC0576,FLUVIRAL,False,CVX-88,"Influenza vaccine, unspecified",False,,
VAC0577,TRIPACEL HYBRID,False,CVX-106,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0577,TRIPACEL HYBRID,False,CVX-20,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0577,TRIPACEL HYBRID,False,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0577,TRIPACEL HYBRID,False,CVX-107,"Diph-T-aP/ap, unspecified",False,,
VAC0578,INFANRIX-HIB,False,CVX-50,"DTaPHib vaccine, unspecified",True,6,0
VAC0578,INFANRIX-HIB,False,CVX-22,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0579,CLAIRYG 50 mg/mL,False,,,,,
VAC0580,CLAIRYG,False,,,,,
VAC0582,TRUMENBA,False,CVX-162,"Multicomponent meningococcal B vaccine, unspecified",True,3,0
VAC0582,TRUMENBA,False,CVX-164,"Meningococcal B vaccine, unspecified",False,,
VAC0585,"TdapIPV - Diphtheria-Tetanus-Pertussis-Polio vaccine, low dose, unspecified",True,,,,,
VAC0586,ERVEBO,False,CVX-204,ERVEBO,True,1,1
VAC0586,ERVEBO,False,CVX-214,"Ebola vaccine, unspecified",False,,
VAC0590,VACCIN BCG AJVACCINES,False,CVX-19,"BCG vaccine, unspecified",True,19,0
VAC0591,VIVAXIM,False,,,,,
VAC0592,SPEEDA,False,CVX-18,"Rabies vaccine, unspecified",True,22,0
VAC0592,SPEEDA,False,CVX-40,"Rabies vaccine, unspecified",True,22,0
VAC0592,SPEEDA,False,CVX-90,"Rabies vaccine, unspecified",True,22,0
VAC0593,VERORAB,False,CVX-18,"Rabies vaccine, unspecified",True,22,0
VAC0593,VERORAB,False,CVX-40,"Rabies vaccine, unspecified",True,22,0
VAC0593,VERORAB,False,CVX-90,"Rabies vaccine, unspecified",True,22,0
VAC0594,MENQUADFI,False,CVX-203,"Meningococcal ACWY polysaccharide vaccine conjugated to tetanus toxoid, unspecified",True,3,0
VAC0594,MENQUADFI,False,CVX-114,"Meningococcal ACWY conjugate vaccine, unspecified",False,,
VAC0594,MENQUADFI,False,CVX-147,"Meningococcal ACWY conjugate vaccine, unspecified",False,,
VAC0595,FLUCELVAX TETRA,False,CVX-88,"Influenza vaccine, unspecified",True,13,0
VAC0596,"DTaPHibHepB pentavalent vaccine, unspecified",True,CVX-102,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0596,"DTaPHibHepB pentavalent vaccine, unspecified",True,CVX-198,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0598,"DTwPHibHepB pentavalent vaccine, unspecified",True,CVX-102,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0598,"DTwPHibHepB pentavalent vaccine, unspecified",True,CVX-198,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0599,"DTPerHibHepB pentavalent vaccine, unspecified",True,CVX-102,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,2
VAC0599,"DTPerHibHepB pentavalent vaccine, unspecified",True,CVX-198,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,2
VAC0600,"OPV bivalent 1-3, unspecified",True,CVX-178,"OPV bivalent 1-3, unspecified",True,5,1
VAC0600,"OPV bivalent 1-3, unspecified",True,CVX-179,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0600,"OPV bivalent 1-3, unspecified",True,CVX-182,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0600,"OPV bivalent 1-3, unspecified",True,CVX-89,"Polio vaccine, unspecified",False,,
VAC0601,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,CVX-01,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,1
VAC0602,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,CVX-106,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,2
VAC0602,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,CVX-20,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,2
