NUVA,NUVA label,IsAbstract,CPT,CPT label,Best,Blur,Equiv
VAC0330,PENTACT-HIB,False,,,,,
VAC0332,PENTAVALENTE,False,,,,,
VAC0333,PFIZER VAX-MEASLES K INACTIVATED,False,,,,,
VAC0334,PFIZER VAX-MEASLES L,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0335,PLUSERIX,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0336,PNEUMOVAX,False,CPT-90732,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0337,PNU-IMUNE 23,False,CPT-90732,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,0
VAC0338,POLIACEL,False,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0339,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,CPT-90732,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,11,1
VAC0341,PREVNAR,False,CPT-90669,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,4,0
VAC0343,ProHIBiT,False,CPT-90646,"PRP-D Hib vaccine, unspecified",True,2,0
VAC0343,ProHIBiT,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0344,"PRP-OMP Hib vaccine, unspecified",True,CPT-90647,"PRP-OMP Hib vaccine, unspecified",True,3,1
VAC0344,"PRP-OMP Hib vaccine, unspecified",True,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0345,"Hib PRP-T conjugated vaccine, unspecified",True,CPT-90648,"Hib PRP-T conjugated vaccine, unspecified",True,10,1
VAC0345,"Hib PRP-T conjugated vaccine, unspecified",True,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0346,PURIVAX,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0347,QUADRACEL,False,CPT-90696,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0348,QUADRACEL/HIBEST,False,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0349,QUADRIGEN,False,,,,,
VAC0350,QUATRO-VIRELON,False,CPT-90696,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0351,QUINTUPLE,False,,,,,
VAC0352,R-HB VACCINE,False,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0352,R-HB VACCINE,False,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0352,R-HB VACCINE,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0353,R-VAC,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0354,RA27/3,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0355,RABAVERT,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0355,RABAVERT,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0355,RABAVERT,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0356,RECOMBIVAX HB PÉDIATRIQUE,False,,,,,
VAC0357,"RESPIGAM, RSV-IVIG",False,CPT-90379,"RESPIGAM, RSV-IVIG",True,1,1
VAC0358,"Rabies immunoglobulin human origin, unspecified",True,CPT-90375,"Rabies immunoglobulin, unspecified",True,11,0
VAC0358,"Rabies immunoglobulin human origin, unspecified",True,CPT-90376,"Rabies immunoglobulin, unspecified",True,11,0
VAC0359,RIMEVAX,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0360,RIMPARIX,False,,,,,
VAC0361,RIT - LM-2,False,,,,,
VAC0362,RIT - LM-3,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0363,ROTASHIELD,False,,,,,
VAC0364,RUBEATEN BERNA PRODUCTS,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0365,RUBELLA VACCINE MICROGEN,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0366,RUBELLA-KOVAX,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0367,RUBELLOVAC,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0368,RUBELOGEN,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0369,RUBEOVAX,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0370,RVA RABIES VACCINE ABSORBED BIOPORT,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0370,RVA RABIES VACCINE ABSORBED BIOPORT,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0370,RVA RABIES VACCINE ABSORBED BIOPORT,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0371,POLIO SABIN GSK,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0372,SAHIA,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0373,SALK,False,CPT-90713,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0374,SANDOVAC,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0374,SANDOVAC,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0374,SANDOVAC,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0374,SANDOVAC,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0374,SANDOVAC,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0375,SEROBACTERIN,False,,,,,
VAC0376,SHANCHOL,False,CPT-90725,"Cholera vaccine, unspecified",True,17,0
VAC0377,TRIPLE ANTIGEN SII,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0378,SYNAGIS 100 mg (PALIZIVUMAB),False,CPT-90378,SYNAGIS 100 mg (PALIZIVUMAB),True,1,1
VAC0379,T-IMMUN,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0380,"T.Polio, unspecified",True,,,,,
VAC0382,"Tetanus diphtheria vaccine, unspecified",True,,,,,
VAC0383,ANATOXAL TE,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0384,TE/VAC/PTAP,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0385,TELVACLPTAP,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0386,TETAMYN,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0387,TETANOL,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0388,TETASORBAT SSW,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0389,TETAMUN SSW,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0390,TETRACT-HIB,False,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,8,0
VAC0391,TETRAMUNE,False,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,8,0
VAC0392,TETRAVAX,False,,,,,
VAC0393,TICE BCG,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC0393,TICE BCG,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC0394,TIG,False,CPT-90389,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0395,TITIFICA,False,,,,,
VAC0396,BIOPOLIO,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0397,TRESIVAC LYOPHILIZED,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0398,TRI-IMMUNOL,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0399,TRIACEL,False,,,,,
VAC0400,TRIACELLUVAX,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0400,TRIACELLUVAX,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0401,TRIHIBIT,False,CPT-90721,"DTaPHib vaccine, unspecified",True,6,0
VAC0401,TRIHIBIT,False,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0403,TRINIVAC,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0404,TRIPACEL,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0404,TRIPACEL,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0405,TRIPEDIA,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0405,TRIPEDIA,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0407,TRIPLE,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0408,TRIPLE ANTIGEN,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0409,TRIPLE SABIN,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0410,TRIPLE VIRAL,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0411,TRIVACUNA LETI,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0412,TRIVAX,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0412,TRIVAX,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0413,TRIVAX-AD,False,CPT-90700,"DTaP - Diphtheria-Tetanus-Pertussis vaccine, standard dose, unspecified",True,14,0
VAC0413,TRIVAX-AD,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",False,,
VAC0414,TRIVAX-HIB,False,CPT-90721,"DTaPHib vaccine, unspecified",True,6,0
VAC0414,TRIVAX-HIB,False,CPT-90720,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0415,TRIVB,False,,,,,
VAC0416,TRIVIRATEN,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0417,TRIVIVAC SEVAC,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0418,TRIVIVAC Y,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0419,SHANTT,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0420,BIO-TT,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0421,TUSSITRUPIN FORTE,False,,,,,
VAC0423,TWINRIX JUNIOR,False,CPT-90619,"Hepatitis A + Hepatitis B vaccine Child, unspecified",True,3,0
VAC0423,TWINRIX JUNIOR,False,CPT-90634,"Hepatitis A + Hepatitis B vaccine Child, unspecified",True,3,0
VAC0423,TWINRIX JUNIOR,False,CPT-90636,"Combined hepatitis A and hepatitis B vaccine, unspecified",False,,
VAC0424,"Live attenuated oral typhoid vaccine, unspecified",True,CPT-90690,"Live attenuated oral typhoid vaccine, unspecified",True,3,1
VAC0425,TYNE,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC0425,TYNE,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC0426,TYPHOID VACCINE WYETH,False,CPT-90692,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0426,TYPHOID VACCINE WYETH,False,CPT-90693,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0427,TYPHOID-KOVAX,False,CPT-90691,"Typhoid polysaccharide vaccine, unspecified",True,7,0
VAC0428,VA-MENGOC-BC,False,,,,,
VAC0429,VACCIN COMBINAT DIFTERO-TETANIC,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0430,VACCIN DIFTERIC ADSORBIT,False,,,,,
VAC0431,VACCINUM MORBILLORUM VIVUM,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0432,VACINA DUPLA,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0433,VACINA TRIPLICE,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0434,VACINA TRIPLICE VIRAL,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0435,VAKSIN CACAR,False,,,,,
VAC0436,VAKSIN CAMPAK KERING,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0437,VAKSIN KOTIPA,False,,,,,
VAC0438,VAKSIN SERAP,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0439,VAMOAVAX,False,,,,,
VAC0441,SKYVARICELLA INJ,False,CPT-90716,"Chickenpox vaccine, unspecified",True,9,0
VAC0442,VARICELLON,False,CPT-90396,"Varicella-Zoster immunoglobulin, unspecified",True,3,0
VAC0443,SEVAC VARIE,False,,,,,
VAC0444,VAXEM-HIB,False,CPT-90645,"Hib hbOC vaccine, unspecified",True,3,0
VAC0444,VAXEM-HIB,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0445,VAXIPAR,False,CPT-90704,"Mumps vaccine, unspecified",True,12,0
VAC0446,VCDT,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,False,,,,,
VAC0448,VICPS (TYPHIM VI),False,CPT-90691,"Typhoid polysaccharide vaccine, unspecified",True,7,0
VAC0449,VIRELON T 20,False,CPT-90712,"Monovalent oral polio vaccine - type unknown, unspecified",True,29,0
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA",False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0451,VIVOTIF,False,CPT-90690,"Live attenuated oral typhoid vaccine, unspecified",True,3,0
VAC0452,VT (VACINA TRIPLICE),False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0453,VTV (VACINA TRIPLICE VIRAL),False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0454,VVR CANTACUZINO,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0456,WELLTRIVAX TRIVALENTE,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0457,YF-VAX,False,CPT-90717,"Yellow fever vaccine, unspecified",True,7,0
VAC0458,ZAANTIDE antitoxin,False,CPT-90296,"Diphtheria antitoxin, unspecified",True,3,0
VAC0459,ZAANTITE,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0460,ZADITEADVAX,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0461,ZADITEVAX,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0462,ZAMEVAX A+C,False,,,,,
VAC0463,ZAMOVAX,False,CPT-90705,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0464,ZAMRUVAX,False,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0465,ZARUVAX,False,CPT-90706,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0466,ZATETRAVAX,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0467,ZATEVAX,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0468,ZATRIBAVAX,False,CPT-90701,"DPT Diphtheria-Pertussis-Tetanus vaccine, unspecified",True,30,0
VAC0469,ZATRIVAX,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0470,QUINVAXEM,False,,,,,
VAC0471,HEPAVAX-GENE B 20 µg,False,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0471,HEPAVAX-GENE B 20 µg,False,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0471,HEPAVAX-GENE B 20 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0472,PREPANDRIX,False,,,,,
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,False,,,,,
VAC0474,DARONRIX,False,,,,,
VAC0475,FOCLIVIA,False,,,,,
VAC0476,PANDEMIC INFLUENZA VACCINE H5N1 BAXTER,False,,,,,
VAC0477,PUMARIX,False,,,,,
VAC0478,COVAXIS,False,CPT-90715,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0479,TRIAXIS,False,CPT-90715,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0480,FENDRIX,False,CPT-90740,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,5,0
VAC0480,FENDRIX,False,CPT-90747,"Hepatitis B vaccine, monovalent, dialysis patient dosage, unspecified",True,5,0
VAC0480,FENDRIX,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0481,TRIVIVAX,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0482,VEPACEL,False,,,,,
VAC0483,FLUAD PAEDIATRICS,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0483,FLUAD PAEDIATRICS,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0483,FLUAD PAEDIATRICS,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0483,FLUAD PAEDIATRICS,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0483,FLUAD PAEDIATRICS,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0484,RABIVAX-S,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0484,RABIVAX-S,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0484,RABIVAX-S,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0485,TETAGAM P (immunoglobuline),False,CPT-90389,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0486,NIMENRIX,False,CPT-90734,"Meningococcal ACWY conjugate vaccine, unspecified",True,8,0
VAC0487,MENHIBRIX,False,CPT-90644,MENHIBRIX,True,1,1
VAC0488,PENTAXIM,False,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0489,TRIMOVAX,False,CPT-90707,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0490,KINRIX,False,CPT-90696,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0491,TENIVAC,False,CPT-90714,"Diphtheria-tetanus Td vaccine, unspecified",True,16,0
VAC0492,AFLURIA,False,CPT-90653,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0492,AFLURIA,False,CPT-90673,"Trivalent inactivated influenza vaccine, unspecified",True,50,0
VAC0492,AFLURIA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0492,AFLURIA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0492,AFLURIA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0494,TRITANRIX HepB,False,,,,,
VAC0495,BEXSERO,False,CPT-90620,BEXSERO,True,1,1
VAC0495,BEXSERO,False,CPT-90621,"Multicomponent meningococcal B vaccine, unspecified",False,,
VAC0496,GAMMATETANOS (immunoglobuline),False,CPT-90389,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0497,"Tetanus immunoglobulin, unspecified",True,CPT-90389,"Tetanus immunoglobulin, unspecified",True,7,1
VAC0498,IMOGAM RAGE,False,CPT-90375,"Rabies immunoglobulin, unspecified",True,11,0
VAC0498,IMOGAM RAGE,False,CPT-90376,"Rabies immunoglobulin, unspecified",True,11,0
VAC0499,BENIRAB (immunoglobuline),False,CPT-90375,"Rabies immunoglobulin, unspecified",True,11,0
VAC0499,BENIRAB (immunoglobuline),False,CPT-90376,"Rabies immunoglobulin, unspecified",True,11,0
VAC0500,FAVIRAB,False,CPT-90375,"Rabies immunoglobulin, unspecified",True,11,0
VAC0500,FAVIRAB,False,CPT-90376,"Rabies immunoglobulin, unspecified",True,11,0
VAC0501,EQUIRAB (immunoglobuline),False,CPT-90375,"Rabies immunoglobulin, unspecified",True,11,0
VAC0501,EQUIRAB (immunoglobuline),False,CPT-90376,"Rabies immunoglobulin, unspecified",True,11,0
VAC0502,"Rabies immunoglobulin, unspecified",True,CPT-90375,"Rabies immunoglobulin, unspecified",True,11,2
VAC0502,"Rabies immunoglobulin, unspecified",True,CPT-90376,"Rabies immunoglobulin, unspecified",True,11,2
VAC0503,"Rabies immunoglobulin equine origin, unspecified",True,CPT-90375,"Rabies immunoglobulin, unspecified",True,11,0
VAC0503,"Rabies immunoglobulin equine origin, unspecified",True,CPT-90376,"Rabies immunoglobulin, unspecified",True,11,0
VAC0504,INFANRIX POLIO HIB NOURRISSONS,False,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0505,HIBEST,False,CPT-90648,"Hib PRP-T conjugated vaccine, unspecified",True,10,0
VAC0505,HIBEST,False,CPT-90737,"Haemophilus influenzae B (or Hib) vaccine, unspecified",False,,
VAC0506,"Pentavalent DTaPHibIPV vaccine, unspecified",True,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,1
VAC0507,HEXACIMA,False,CPT-90697,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0508,JEEV 3 µg,False,CPT-90735,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0509,BIKEN,False,CPT-90735,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0510,HEXYON,False,CPT-90697,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0511,SILGARD,False,CPT-90649,"HPV vaccine quadrivalent, unspecified",True,5,0
VAC0512,"Typhus vaccine, unspecified",True,,,,,
VAC0513,HEPATYRIX,False,,,,,
VAC0514,ROTARIX,False,CPT-90681,ROTARIX,True,1,1
VAC0515,INFANRIX-POLIO,False,CPT-90696,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0516,ABHAYRAB,False,CPT-90675,"Rabies vaccine, unspecified",True,32,0
VAC0516,ABHAYRAB,False,CPT-90676,"Rabies vaccine, unspecified",True,32,0
VAC0516,ABHAYRAB,False,CPT-90726,"Rabies vaccine, unspecified",True,32,0
VAC0517,FLUARIXTETRA,False,CPT-90630,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CPT-90686,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CPT-90687,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CPT-90688,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CPT-90694,"Quadrivalent influenza vaccine, unspecified",True,15,0
VAC0517,FLUARIXTETRA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0517,FLUARIXTETRA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0517,FLUARIXTETRA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0518,STAMARIL (multidose),False,CPT-90717,"Yellow fever vaccine, unspecified",True,7,0
VAC0520,IMVANEX,False,,,,,
VAC0521,FLUENZ TETRA,False,CPT-90660,"Influenza vaccine, live attenuated, unspecified",True,6,0
VAC0521,FLUENZ TETRA,False,CPT-90655,"Influenza vaccine, unspecified",False,,
VAC0521,FLUENZ TETRA,False,CPT-90656,"Influenza vaccine, unspecified",False,,
VAC0521,FLUENZ TETRA,False,CPT-90724,"Influenza vaccine, unspecified",False,,
VAC0523,GARDASIL 9,False,CPT-90651,"HPV vaccine nonavalent, unspecified",True,3,0
VAC0524,TEVAX,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0525,INFANRIX PENTA,False,CPT-90723,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,0
VAC0526,HECOLIN,False,,,,,
VAC0527,VACCIN DIPHTERIQUE ET TETANIQUE ADSORBE,False,CPT-90702,"DT vaccine, unspecified",True,28,0
VAC0528,MOSQUIRIX,False,,,,,
VAC0529,IMOVAX TETANO,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0530,TETANOL PUR,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0531,TETANOS ADSORBE MERIEUX,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0532,TETANUS VACCIN,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0534,MENJUGATE 10 µg,False,,,,,
VAC0535,VAXELIS,False,CPT-90697,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0538,VACCIN BCG BIOMED-LUBLIN,False,CPT-90585,"BCG vaccine, unspecified",True,19,0
VAC0538,VACCIN BCG BIOMED-LUBLIN,False,CPT-90728,"BCG vaccine, unspecified",True,19,0
VAC0539,DENGVAXIA,False,,,,,
VAC0540,IPAD T,False,CPT-90703,"Tetanus vaccine, unspecified",True,36,0
VAC0541,BOOSTRIX,False,CPT-90715,"Tdap - Diphtheria-Tetanus-Pertussis vaccine, low dose, unspecified",True,8,0
VAC0542,Vaccin D.T.P. Pasteur,False,,,,,
VAC0543,HEXAXIM,False,CPT-90697,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0544,TETRAXIM,False,CPT-90696,"DTaPIPV vaccine, standard dose, unspecified",True,12,0
VAC0545,EUVAX B 20 µg,False,CPT-90743,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0545,EUVAX B 20 µg,False,CPT-90746,"Hepatitis B vaccine, monovalent, adult dose, unspecified",True,14,0
VAC0545,EUVAX B 20 µg,False,CPT-90731,"Hepatitis B vaccine, recombinant, unspecified",False,,
VAC0546,DULTAVAX,False,,,,,
VAC0549,"dTIPV - Diphtheria-Tetanus-Polio, low dose, unspecified",True,,,,,
VAC0550,"Measles-Rubella vaccine, unspecified",True,CPT-90708,"Measles-Rubella vaccine, unspecified",True,12,1
VAC0551,"DTaPIPV vaccine, standard dose, unspecified",True,CPT-90696,"DTaPIPV vaccine, standard dose, unspecified",True,12,1
VAC0552,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,CPT-90697,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,1
VAC0553,"Pentavalent DTwPHibIPV vaccine, unspecified",True,,,,,
VAC0554,PEDIACEL,False,CPT-90698,"Pentavalent DTaPHibIPV vaccine, unspecified",True,13,0
VAC0555,COMBACT-HIB,False,,,,,
VAC0556,MENITORIX,False,,,,,
VAC0560,VAXIGRIPTETRA,False,CPT-90655,"Influenza vaccine, unspecified",True,34,0
VAC0560,VAXIGRIPTETRA,False,CPT-90656,"Influenza vaccine, unspecified",True,34,0
VAC0560,VAXIGRIPTETRA,False,CPT-90724,"Influenza vaccine, unspecified",True,34,0
VAC0561,IMOJEV,False,,,,,
VAC0562,INFLUVAC TETRA,False,CPT-90630,"Quadrivalent influenza vaccine, unspecified",True,15,0
