NUVA,NUVA label,IsAbstract,ATC,ATC label,Best,Blur,Equiv
VAC0263,IMOVAX SARAMPION,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0264,INFANRIX,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0265,INFLU-KOVAX,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0266,INFLUENZA HA VACCINE KOVAX,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0267,IPAD TP,False,,,,,
VAC0268,IPOL,False,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0270,"Inactivated Polio vaccine, unspecified",True,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,1
VAC0271,ISTIVAC,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0272,KAKSOISROKOTE DUBBELVACCIN,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0273,KIKHOSTE-VAKSINE,False,ATC-J07AJ01,"Whole-cell inactivated pertussis vaccine, unspecified",True,5,0
VAC0274,LANCY VAXINA,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0275,LAVANTUU TIROKOTE,False,,,,,
VAC0276,LIOVAX,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0277,LIRUBEL,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0278,LIRUGEN,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0280,MUMPS-MEASLES VACCINE MICROGEN,False,ATC-J07BD51,"Measles-mumps vaccine, unspecified",True,9,0
VAC0281,LM - 3 RIT,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0282,LTEANAS IMUNA,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0283,LYMERIX,False,,,,,
VAC0284,LYOVAC ATTENUVAX,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0285,LYOVAC MERUVAX,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0286,M-M-R II,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0287,M-R VAX,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0288,M-R VAX II,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0289,M-VAX PFIZER,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0290,MASERN-IMPFSTOFF SSW,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0291,MEASLES VACCINE AIK-C STRAIN POLYVAC,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0292,MEASLES VACCINE DK3,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0293,MENAFRIVAC,False,ATC-J07AH10,"Meningococcal conjugate vaccine A, unspecified",True,3,0
VAC0294,MENCEVAX A,False,ATC-J07AH01,"Polysaccharide meningococcal A vaccine, unspecified",True,3,0
VAC0295,MENOMUNE-A/C/Y/W-135,False,ATC-J07AH04,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0296,MENPOVAX 4 A+C+Y+W135,False,ATC-J07AH04,"Unconjugated meningococcal vaccine ACWY, unspecified",True,6,0
VAC0297,MENPOVAX A+C,False,ATC-J07AH03,"Meningococcal A + C vaccine, unspecified",True,7,0
VAC0298,MERUVAX,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0299,MERUVAX II,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0300,MEVILIN-L,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0301,MMR,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0303,MONIARIX,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0304,MOPAVAC SEVAC,False,ATC-J07BD51,"Measles-mumps vaccine, unspecified",True,9,0
VAC0305,MOPV,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0305,MOPV,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0306,MORBILVAX,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0307,MORUBEL,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0308,MORUMAN BERNA PRODUCTS,False,ATC-J06BB14,"Measles immunoglobulin, unspecified",True,4,0
VAC0309,MORUPAR,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0310,MOVIVAC,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0311,MUMATEN BERNA PRODUCTSNA,False,ATC-J07BE01,"Mumps vaccine, unspecified",True,12,0
VAC0312,MUMPS LIVE,False,ATC-J07BE01,"Mumps vaccine, unspecified",True,12,0
VAC0313,MUMPS inactivated,False,,,,,
VAC0315,MUMPSVAX,False,ATC-J07BE01,"Mumps vaccine, unspecified",True,12,0
VAC0317,NABI-HB,False,ATC-J06BB04,"Hepatitis B immunoglobulin, unspecified",True,6,0
VAC0318,NOTHAV,False,ATC-J07BC02,"Inactivated hepatitis A vaccine, unspecified",True,18,0
VAC0319,OMNIHIB,False,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0320,"OPV 1-2-3, unspecified",True,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,1
VAC0320,"OPV 1-2-3, unspecified",True,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0321,ORIMUNE,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0321,ORIMUNE,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0322,PARIORIX,False,ATC-J07BE01,"Mumps vaccine, unspecified",True,12,0
VAC0323,PAVIVAC-SEVAC,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0324,"Pneumococcal conjugate vaccine, 7 valent, unspecified",True,ATC-J07AL02,"Pneumococcal conjugate vaccine, serotypes unspecified",True,20,0
VAC0325,PEDIARIX,False,ATC-J07CA12,"Diphtheria-Tetanus-Pertussis-Polio-Hepatitis B pentavalent vaccine, unspecified",True,4,0
VAC0326,PEDVAXHIB,False,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0327,PENTA,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0328,PENTACEL,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0330,PENTACT-HIB,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0332,PENTAVALENTE,False,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0333,PFIZER VAX-MEASLES K INACTIVATED,False,,,,,
VAC0334,PFIZER VAX-MEASLES L,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0335,PLUSERIX,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0336,PNEUMOVAX,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0337,PNU-IMUNE 23,False,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0338,POLIACEL,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0339,"Pneumococcal polysaccharide vaccine 23-valent, unspecified",True,ATC-J07AL01,"Pneumococcal unconjugated polysaccharide vaccine, unspecified",True,17,0
VAC0341,PREVNAR,False,ATC-J07AL02,"Pneumococcal conjugate vaccine, serotypes unspecified",True,20,0
VAC0343,ProHIBiT,False,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0344,"PRP-OMP Hib vaccine, unspecified",True,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0345,"Hib PRP-T conjugated vaccine, unspecified",True,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0346,PURIVAX,False,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0347,QUADRACEL,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0348,QUADRACEL/HIBEST,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0349,QUADRIGEN,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0350,QUATRO-VIRELON,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0351,QUINTUPLE,False,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0352,R-HB VACCINE,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0353,R-VAC,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0354,RA27/3,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0355,RABAVERT,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0356,RECOMBIVAX HB PÉDIATRIQUE,False,,,,,
VAC0357,"RESPIGAM, RSV-IVIG",False,,,,,
VAC0358,"Rabies immunoglobulin human origin, unspecified",True,ATC-J06BB05,"Rabies immunoglobulin, unspecified",True,11,0
VAC0359,RIMEVAX,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0360,RIMPARIX,False,ATC-J07BD51,"Measles-mumps vaccine, unspecified",True,9,0
VAC0361,RIT - LM-2,False,ATC-J07BD51,"Measles-mumps vaccine, unspecified",True,9,0
VAC0362,RIT - LM-3,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0363,ROTASHIELD,False,ATC-J07BH01,"Rotavirus vaccine, unspecified",True,7,0
VAC0364,RUBEATEN BERNA PRODUCTS,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0365,RUBELLA VACCINE MICROGEN,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0366,RUBELLA-KOVAX,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0367,RUBELLOVAC,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0368,RUBELOGEN,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0369,RUBEOVAX,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0370,RVA RABIES VACCINE ABSORBED BIOPORT,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0371,POLIO SABIN GSK,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0371,POLIO SABIN GSK,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0372,SAHIA,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0372,SAHIA,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0373,SALK,False,ATC-J07BF03,"Inactivated Polio vaccine, unspecified",True,18,0
VAC0374,SANDOVAC,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0375,SEROBACTERIN,False,,,,,
VAC0376,SHANCHOL,False,ATC-J07AE01,"Whole inactivated Cholera vaccine, unspecified",True,14,0
VAC0377,TRIPLE ANTIGEN SII,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0378,SYNAGIS 100 mg (PALIZIVUMAB),False,,,,,
VAC0379,T-IMMUN,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0380,"T.Polio, unspecified",True,,,,,
VAC0382,"Tetanus diphtheria vaccine, unspecified",True,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,1
VAC0383,ANATOXAL TE,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0384,TE/VAC/PTAP,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0385,TELVACLPTAP,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0386,TETAMYN,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0387,TETANOL,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0388,TETASORBAT SSW,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0389,TETAMUN SSW,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0390,TETRACT-HIB,False,ATC-J07AG51,"DTwPHib, unspecified",True,7,0
VAC0390,TETRACT-HIB,False,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0391,TETRAMUNE,False,ATC-J07AG51,"DTwPHib, unspecified",True,7,0
VAC0391,TETRAMUNE,False,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",False,,
VAC0392,TETRAVAX,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0393,TICE BCG,False,ATC-J07AN01,"BCG vaccine, unspecified",True,19,0
VAC0394,TIG,False,ATC-J06BB02,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0395,TITIFICA,False,ATC-J07AP10,"Typhoid-Paratyphoid vaccine, unspecified",True,4,0
VAC0396,BIOPOLIO,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0396,BIOPOLIO,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0397,TRESIVAC LYOPHILIZED,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0398,TRI-IMMUNOL,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0399,TRIACEL,False,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,0
VAC0400,TRIACELLUVAX,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0401,TRIHIBIT,False,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,7,0
VAC0403,TRINIVAC,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0404,TRIPACEL,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0405,TRIPEDIA,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0407,TRIPLE,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0408,TRIPLE ANTIGEN,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0409,TRIPLE SABIN,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0409,TRIPLE SABIN,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0410,TRIPLE VIRAL,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0411,TRIVACUNA LETI,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0412,TRIVAX,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0413,TRIVAX-AD,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0414,TRIVAX-HIB,False,ATC-J07AG52,"Diphtheria-tetanus-pertussis-Hib vaccine, unspecified",True,7,0
VAC0415,TRIVB,False,ATC-J07CA01,"Diphtheria-Tetanus-Polio vaccine, unspecified",True,15,0
VAC0416,TRIVIRATEN,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0417,TRIVIVAC SEVAC,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0418,TRIVIVAC Y,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0419,SHANTT,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0420,BIO-TT,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0421,TUSSITRUPIN FORTE,False,ATC-J07AJ01,"Whole-cell inactivated pertussis vaccine, unspecified",True,5,0
VAC0423,TWINRIX JUNIOR,False,ATC-J07BC20,"Combined hepatitis A and hepatitis B vaccine, unspecified",True,9,0
VAC0424,"Live attenuated oral typhoid vaccine, unspecified",True,ATC-J07AP01,"Live attenuated oral typhoid vaccine, unspecified",True,3,1
VAC0425,TYNE,False,ATC-J07AN01,"BCG vaccine, unspecified",True,19,0
VAC0426,TYPHOID VACCINE WYETH,False,ATC-J07AP02,"Inactivated Typhoid vaccine, unspecified",True,5,0
VAC0427,TYPHOID-KOVAX,False,ATC-J07AP03,"Typhoid polysaccharide vaccine, unspecified",True,7,0
VAC0428,VA-MENGOC-BC,False,,,,,
VAC0429,VACCIN COMBINAT DIFTERO-TETANIC,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0430,VACCIN DIFTERIC ADSORBIT,False,ATC-J07AF01,"Diphtheria vaccine, unspecified",True,10,0
VAC0431,VACCINUM MORBILLORUM VIVUM,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0432,VACINA DUPLA,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0433,VACINA TRIPLICE,False,,,,,
VAC0434,VACINA TRIPLICE VIRAL,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0435,VAKSIN CACAR,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0436,VAKSIN CAMPAK KERING,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0437,VAKSIN KOTIPA,False,ATC-J07AE51,"Cholera-Typhoid inactivated vaccine, unspecified",True,2,0
VAC0438,VAKSIN SERAP,False,,,,,
VAC0439,VAMOAVAX,False,ATC-J07BD51,"Measles-mumps vaccine, unspecified",True,9,0
VAC0441,SKYVARICELLA INJ,False,ATC-J07BK01,"Chickenpox vaccine, unspecified",True,9,0
VAC0442,VARICELLON,False,ATC-J06BB03,"Varicella-Zoster immunoglobulin, unspecified",True,3,0
VAC0443,SEVAC VARIE,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0444,VAXEM-HIB,False,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0445,VAXIPAR,False,ATC-J07BE01,"Mumps vaccine, unspecified",True,12,0
VAC0446,VCDT,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0447,VDA VACCIN DIFTERIC ADSORBIT,False,ATC-J07AF01,"Diphtheria vaccine, unspecified",True,10,0
VAC0448,VICPS (TYPHIM VI),False,ATC-J07AP03,"Typhoid polysaccharide vaccine, unspecified",True,7,0
VAC0449,VIRELON T 20,False,ATC-J07BF02,"OPV 1-2-3, unspecified",True,13,0
VAC0449,VIRELON T 20,False,ATC-J07BF01,"Monovalent oral polio vaccine - type unknown, unspecified",False,,
VAC0450,"VIROVAC MASSLING, PEROTID, RUBELLA",False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0451,VIVOTIF,False,ATC-J07AP01,"Live attenuated oral typhoid vaccine, unspecified",True,3,0
VAC0452,VT (VACINA TRIPLICE),False,,,,,
VAC0453,VTV (VACINA TRIPLICE VIRAL),False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0454,VVR CANTACUZINO,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0456,WELLTRIVAX TRIVALENTE,False,,,,,
VAC0457,YF-VAX,False,ATC-J07BL01,"Yellow fever vaccine, unspecified",True,7,0
VAC0458,ZAANTIDE antitoxin,False,ATC-J06AA01,"Diphtheria antitoxin, unspecified",True,3,0
VAC0459,ZAANTITE,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0460,ZADITEADVAX,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0461,ZADITEVAX,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0462,ZAMEVAX A+C,False,ATC-J07AH03,"Meningococcal A + C vaccine, unspecified",True,7,0
VAC0463,ZAMOVAX,False,ATC-J07BD01,"Live attenuated measles vaccine, unspecified",True,25,0
VAC0464,ZAMRUVAX,False,ATC-J07BD53,"Measles-Rubella vaccine, unspecified",True,12,0
VAC0465,ZARUVAX,False,ATC-J07BJ01,"Rubella vaccine, live attenuated, unspecified",True,21,0
VAC0466,ZATETRAVAX,False,,,,,
VAC0467,ZATEVAX,False,ATC-J07AM01,"Tetanus vaccine, unspecified",True,36,0
VAC0468,ZATRIBAVAX,False,ATC-J07AJ51,"DTwP - Diphtheria-Tetanus-Pertussis, unspecified",True,24,0
VAC0469,ZATRIVAX,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0470,QUINVAXEM,False,ATC-J07CA11,"DTPerHibHepB pentavalent vaccine, unspecified",True,20,0
VAC0471,HEPAVAX-GENE B 20 µg,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0472,PREPANDRIX,False,,,,,
VAC0473,PRE-PANDEMIC INFLUENZA VACCINE H5N1,False,,,,,
VAC0474,DARONRIX,False,,,,,
VAC0475,FOCLIVIA,False,,,,,
VAC0476,PANDEMIC INFLUENZA VACCINE H5N1 BAXTER,False,,,,,
VAC0477,PUMARIX,False,,,,,
VAC0478,COVAXIS,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0479,TRIAXIS,False,ATC-J07AJ52,"Diph-T-aP/ap, unspecified",True,24,0
VAC0480,FENDRIX,False,ATC-J07BC01,"Hepatitis B vaccine, recombinant, unspecified",True,44,0
VAC0481,TRIVIVAX,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0482,VEPACEL,False,,,,,
VAC0483,FLUAD PAEDIATRICS,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0484,RABIVAX-S,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0485,TETAGAM P (immunoglobuline),False,ATC-J06BB02,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0486,NIMENRIX,False,ATC-J07AH08,"Meningococcal ACWY conjugate vaccine, unspecified",True,8,0
VAC0487,MENHIBRIX,False,ATC-J07AG54,"Hib-MenCY, unspecified",True,3,0
VAC0488,PENTAXIM,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0489,TRIMOVAX,False,ATC-J07BD52,"MMR vaccine, live attenuated, unspecified",True,26,0
VAC0490,KINRIX,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0491,TENIVAC,False,ATC-J07AM51,"Tetanus diphtheria vaccine, unspecified",True,47,0
VAC0492,AFLURIA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0494,TRITANRIX HepB,False,ATC-J07CA05,"Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine, unspecified",True,7,0
VAC0495,BEXSERO,False,ATC-J07AH09,"Multicomponent meningococcal B vaccine, unspecified",True,5,0
VAC0496,GAMMATETANOS (immunoglobuline),False,ATC-J06BB02,"Tetanus immunoglobulin, unspecified",True,7,0
VAC0497,"Tetanus immunoglobulin, unspecified",True,ATC-J06BB02,"Tetanus immunoglobulin, unspecified",True,7,1
VAC0498,IMOGAM RAGE,False,ATC-J06BB05,"Rabies immunoglobulin, unspecified",True,11,0
VAC0499,BENIRAB (immunoglobuline),False,ATC-J06BB05,"Rabies immunoglobulin, unspecified",True,11,0
VAC0500,FAVIRAB,False,ATC-J06BB05,"Rabies immunoglobulin, unspecified",True,11,0
VAC0501,EQUIRAB (immunoglobuline),False,ATC-J06BB05,"Rabies immunoglobulin, unspecified",True,11,0
VAC0502,"Rabies immunoglobulin, unspecified",True,ATC-J06BB05,"Rabies immunoglobulin, unspecified",True,11,1
VAC0503,"Rabies immunoglobulin equine origin, unspecified",True,ATC-J06BB05,"Rabies immunoglobulin, unspecified",True,11,0
VAC0504,INFANRIX POLIO HIB NOURRISSONS,False,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0505,HIBEST,False,ATC-J07AG01,"Haemophilus influenzae B (or Hib) vaccine, unspecified",True,19,0
VAC0506,"Pentavalent DTaPHibIPV vaccine, unspecified",True,ATC-J07CA06,"Pentavalent Diphtheria-Tetanus-Pertussis-Hib-Polio (DTPerHibIPV) vaccine, unspecified",True,21,0
VAC0507,HEXACIMA,False,ATC-J07CA09,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0508,JEEV 3 µg,False,ATC-J07BA02,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0509,BIKEN,False,ATC-J07BA02,"Inactivated Japanese Encephalitis vaccine, unspecified",True,14,0
VAC0510,HEXYON,False,ATC-J07CA09,"Hexavalent vaccine DTPCaHibHepB - Diphtheria-Tetanus-Polio-Acellular Pertussis-Hib-HepB, unspecified",True,9,0
VAC0511,SILGARD,False,ATC-J07BM01,"HPV vaccine quadrivalent, unspecified",True,5,0
VAC0512,"Typhus vaccine, unspecified",True,ATC-J07AR01,"Typhus vaccine, unspecified",True,1,1
VAC0513,HEPATYRIX,False,ATC-J07CA10,"Typhoid-hepatitis A vaccine, unspecified",True,6,0
VAC0514,ROTARIX,False,ATC-J07BH01,"Rotavirus vaccine, unspecified",True,7,0
VAC0515,INFANRIX-POLIO,False,ATC-J07CA02,"Diphtheria-Tetanus-Pertussis-Polio vaccine, unspecified",True,26,0
VAC0516,ABHAYRAB,False,ATC-J07BG01,"Rabies vaccine, unspecified",True,32,0
VAC0517,FLUARIXTETRA,False,ATC-J07BB02,"Inactivated influenza vaccine, split or subunit, unspecified",True,98,0
VAC0518,STAMARIL (multidose),False,ATC-J07BL01,"Yellow fever vaccine, unspecified",True,7,0
VAC0520,IMVANEX,False,ATC-J07BX01,"Smallpox vaccine, unspecified",True,19,0
VAC0521,FLUENZ TETRA,False,ATC-J07BB03,"Influenza vaccine, live attenuated, unspecified",True,7,0
